n_removed,days_removed,sharpe,cagr_pct,maxdd_pct,delta_sharpe,delta_cagr_pct
0,,3.3641,833.27,-22.079,0.0,0.0
1,19.6%,3.2239,695.99,-22.079,-0.1402,-137.29
3,"19.6%, 18.1%, 17.9%",2.9339,492.26,-22.079,-0.4302,-341.01
5,"19.6%, 18.1%, 17.9%, 15.5%, 15.5%",2.6416,357.2,-22.079,-0.7225,-476.07
10,"19.6%, 18.1%, 17.9%, 15.5%, 15.5% … +5 more",1.8532,150.95,-22.079,-1.5109,-682.32
