EARLY_FILL_Y,EARLY_KILL_Y,VOL_LEV_MAX_BOOST,Sharpe,CAGR_pct,MaxDD_pct,Calmar,WF_CV,baseline
0.07,0.001,1.2,2.2844,942.38,-46.08,20.451,1.1148,False
0.07,0.001,1.3,2.3278,1085.28,-47.788,22.71,1.0735,False
0.07,0.001,1.4,2.3375,1167.63,-48.984,23.837,1.0448,False
0.07,0.001,1.5,2.4416,1467.14,-48.128,30.484,0.9727,False
0.07,0.001,1.6,2.5714,1917.04,-49.073,39.065,0.899,False
0.07,0.001,1.7,2.651,2319.32,-50.009,46.378,0.8638,False
0.07,0.001,1.8,2.6837,2550.26,-50.937,50.067,0.8455,False
0.07,0.001,1.9,2.7105,2782.11,-51.714,53.798,0.8294,False
0.07,0.001,2.0,2.7307,3009.57,-52.246,57.604,0.8155,False
0.07,0.001,2.5,2.7307,3009.57,-52.246,57.604,0.8155,False
0.07,0.001,3.0,2.7307,3009.57,-52.246,57.604,0.8155,False
0.07,0.0015,1.2,2.2844,942.38,-46.08,20.451,1.1148,False
0.07,0.0015,1.3,2.3278,1085.28,-47.788,22.71,1.0735,False
0.07,0.0015,1.4,2.3375,1167.63,-48.984,23.837,1.0448,False
0.07,0.0015,1.5,2.4416,1467.14,-48.128,30.484,0.9727,False
0.07,0.0015,1.6,2.5714,1917.04,-49.073,39.065,0.899,False
0.07,0.0015,1.7,2.651,2319.32,-50.009,46.378,0.8638,False
0.07,0.0015,1.8,2.6837,2550.26,-50.937,50.067,0.8455,False
0.07,0.0015,1.9,2.7105,2782.11,-51.714,53.798,0.8294,False
0.07,0.0015,2.0,2.7307,3009.57,-52.246,57.604,0.8155,False
0.07,0.0015,2.5,2.7307,3009.57,-52.246,57.604,0.8155,False
0.07,0.0015,3.0,2.7307,3009.57,-52.246,57.604,0.8155,False
0.07,0.003,1.2,2.2844,942.38,-46.08,20.451,1.1148,False
0.07,0.003,1.3,2.3278,1085.28,-47.788,22.71,1.0735,False
0.07,0.003,1.4,2.3375,1167.63,-48.984,23.837,1.0448,False
0.07,0.003,1.5,2.4416,1467.14,-48.128,30.484,0.9727,False
0.07,0.003,1.6,2.5714,1917.04,-49.073,39.065,0.899,False
0.07,0.003,1.7,2.651,2319.32,-50.009,46.378,0.8638,False
0.07,0.003,1.8,2.6837,2550.26,-50.937,50.067,0.8455,False
0.07,0.003,1.9,2.7105,2782.11,-51.714,53.798,0.8294,False
0.07,0.003,2.0,2.7307,3009.57,-52.246,57.604,0.8155,False
0.07,0.003,2.5,2.7307,3009.57,-52.246,57.604,0.8155,False
0.07,0.003,3.0,2.7307,3009.57,-52.246,57.604,0.8155,False
0.08,0.001,1.2,2.6817,2048.97,-45.239,45.292,0.8644,False
0.08,0.001,1.3,2.7082,2300.65,-46.211,49.786,0.8302,False
0.08,0.001,1.4,2.8239,3007.26,-47.174,63.749,0.7697,False
0.08,0.001,1.5,2.9531,4036.48,-48.128,83.87,0.7116,False
