PORT_SL,L_HIGH,Sharpe,CAGR%,MaxDD%,Worst1D%,Calmar,WF_CV,baseline
-0.04,0.8,2.7608,345.31,-20.459,-8.224,16.878,0.5819,False
-0.04,1.0,2.7608,513.56,-25.044,-10.28,20.506,0.5819,False
-0.04,1.2,2.7608,728.7,-29.43,-12.336,24.761,0.5819,False
-0.04,1.4,2.7608,997.76,-33.622,-14.392,29.676,0.5819,False
-0.04,1.5,2.7608,1154.47,-35.647,-15.42,32.386,0.5819,False
-0.04,1.6,2.7608,1326.86,-37.626,-16.448,35.264,0.5819,False
-0.04,1.8,2.7608,1720.55,-41.449,-18.504,41.51,0.5819,False
-0.04,2.0,2.7608,2181.01,-45.096,-20.56,48.364,0.5819,False
-0.05,0.8,3.0046,367.73,-21.052,-8.224,17.467,0.5034,False
-0.05,1.0,3.0046,556.51,-25.778,-10.28,21.588,0.5034,False
-0.05,1.2,3.0046,805.36,-30.301,-12.336,26.578,0.5034,False
-0.05,1.4,3.0046,1127.19,-34.627,-14.392,32.553,0.5034,False
-0.05,1.5,3.0046,1319.71,-36.717,-15.42,35.943,0.5034,False
-0.05,1.6,3.0046,1535.6,-38.76,-16.448,39.618,0.5034,False
-0.05,1.8,3.0046,2044.17,-42.707,-18.504,47.865,0.5034,False
-0.05,2.0,3.0046,2665.59,-46.473,-20.56,57.358,0.5034,False
-0.055,0.8,3.0046,376.4,-22.844,-9.32,16.477,0.5708,False
-0.055,1.0,3.0046,570.76,-27.927,-11.65,20.438,0.5708,False
-0.055,1.2,3.0046,827.31,-32.773,-13.98,25.244,0.5708,False
-0.055,1.4,3.0046,1159.23,-37.389,-16.31,31.005,0.5708,False
-0.055,1.5,3.0046,1357.73,-39.612,-17.475,34.275,0.5708,False
-0.055,1.6,3.0046,1580.18,-41.781,-18.64,37.82,0.5708,False
-0.055,1.8,3.0046,2103.45,-45.958,-20.97,45.769,0.5708,False
-0.055,2.0,3.0046,2740.9,-49.925,-23.3,54.901,0.5708,False
-0.06,0.8,3.1817,398.19,-20.055,-9.282,19.855,0.5557,False
-0.06,1.0,3.1817,611.71,-24.591,-11.602,24.876,0.5557,False
-0.06,1.2,3.1817,899.62,-28.945,-13.922,31.08,0.5557,False
-0.06,1.4,3.1817,1280.84,-33.122,-16.243,38.67,0.5557,False
-0.06,1.5,3.1817,1513.0,-35.145,-17.403,43.05,0.5557,False
-0.06,1.6,3.1817,1776.62,-37.126,-18.563,47.853,0.5557,False
-0.06,1.8,3.1817,2409.93,-40.963,-20.884,58.832,0.5557,False
-0.06,2.0,3.1817,3204.55,-44.636,-23.204,71.792,0.5557,False
-0.065,0.8,3.3473,439.61,-21.818,-10.876,20.149,0.5968,False
-0.065,1.0,3.3473,686.81,-26.716,-13.595,25.708,0.5968,False
-0.065,1.2,3.3473,1028.09,-31.404,-16.314,32.738,0.5968,False
-0.065,1.4,3.3473,1490.95,-35.886,-19.033,41.547,0.5968,False
-0.065,1.5,3.3473,1777.9,-38.052,-20.393,46.723,0.5968,False
-0.065,1.6,3.3473,2107.73,-40.168,-21.752,52.473,0.5968,False
-0.065,1.8,3.3473,2915.3,-44.257,-24.471,65.872,0.5968,False
-0.065,2.0,3.3473,3954.23,-48.157,-27.19,82.111,0.5968,False
-0.07,0.8,3.4734,453.1,-19.029,-9.033,23.811,0.5609,False
-0.07,1.0,3.4734,713.5,-23.361,-11.291,30.542,0.5609,False
-0.07,1.2,3.4734,1077.7,-27.531,-13.55,39.145,0.5609,False
-0.07,1.4,3.4734,1578.82,-31.543,-15.808,50.053,0.5609,False
-0.07,1.5,3.4734,1893.05,-33.491,-16.937,56.525,0.5609,False
-0.07,1.6,3.4734,2257.27,-35.4,-18.066,63.764,0.5609,False
-0.07,1.8,3.4734,3161.28,-39.107,-20.325,80.836,0.5609,False
-0.07,2.0,3.4734,4346.89,-42.667,-22.583,101.879,0.5609,False
-0.075,0.8,3.473,452.03,-18.772,-8.744,24.081,0.5688,False
-0.075,1.0,3.473,711.61,-23.049,-10.93,30.874,0.5688,False
-0.075,1.2,3.473,1074.56,-27.168,-13.116,39.553,0.5688,False
-0.075,1.4,3.473,1573.81,-31.132,-15.302,50.553,0.5688,False
-0.075,1.5,3.473,1886.82,-33.057,-16.395,57.078,0.5688,False
-0.075,1.6,3.473,2249.6,-34.945,-17.488,64.376,0.5688,False
-0.075,1.8,3.473,3149.89,-38.61,-19.674,81.582,0.5688,False
-0.075,2.0,3.473,4330.52,-42.132,-21.86,102.785,0.5688,False
-0.08,0.8,3.473,452.03,-18.772,-8.744,24.081,0.5688,False
-0.08,1.0,3.473,711.61,-23.049,-10.93,30.874,0.5688,False
-0.08,1.2,3.473,1074.56,-27.168,-13.116,39.553,0.5688,False
-0.08,1.4,3.473,1573.81,-31.132,-15.302,50.553,0.5688,False
-0.08,1.5,3.473,1886.82,-33.057,-16.395,57.078,0.5688,False
-0.08,1.6,3.473,2249.6,-34.945,-17.488,64.376,0.5688,False
-0.08,1.8,3.473,3149.89,-38.61,-19.674,81.582,0.5688,False
-0.08,2.0,3.473,4330.52,-42.132,-21.86,102.785,0.5688,False
-0.085,0.8,3.473,452.03,-18.772,-8.744,24.081,0.5688,False
-0.085,1.0,3.473,711.61,-23.049,-10.93,30.874,0.5688,False
-0.085,1.2,3.473,1074.56,-27.168,-13.116,39.553,0.5688,False
-0.085,1.4,3.473,1573.81,-31.132,-15.302,50.553,0.5688,False
-0.085,1.5,3.473,1886.82,-33.057,-16.395,57.078,0.5688,False
-0.085,1.6,3.473,2249.6,-34.945,-17.488,64.376,0.5688,False
-0.085,1.8,3.473,3149.89,-38.61,-19.674,81.582,0.5688,False
-0.085,2.0,3.473,4330.52,-42.132,-21.86,102.785,0.5688,False
-0.1,0.8,3.473,452.03,-18.772,-8.744,24.081,0.5688,False
-0.1,1.0,3.473,711.61,-23.049,-10.93,30.874,0.5688,False
-0.1,1.2,3.473,1074.56,-27.168,-13.116,39.553,0.5688,False
-0.1,1.4,3.473,1573.81,-31.132,-15.302,50.553,0.5688,False
-0.1,1.5,3.473,1886.82,-33.057,-16.395,57.078,0.5688,False
-0.1,1.6,3.473,2249.6,-34.945,-17.488,64.376,0.5688,False
-0.1,1.8,3.473,3149.89,-38.61,-19.674,81.582,0.5688,False
