EARLY_KILL_Y,EARLY_INSTILL_Y,Sharpe,CAGR%,MaxDD%,Worst1D%,Calmar,WF_CV,baseline
0.001,0.001,3.1381,5160.2,-55.538,-27.709,92.912,0.6118,False
0.001,0.0015,3.0449,3975.5,-52.035,-27.709,76.401,0.5584,False
0.001,0.002,3.0944,4055.88,-48.028,-27.709,84.448,0.5622,False
0.001,0.0025,3.0816,3797.77,-48.151,-27.709,78.873,0.5895,False
0.001,0.003,3.1817,4183.79,-48.151,-25.524,86.889,0.5557,False
0.0015,0.001,3.0449,3975.5,-52.035,-27.709,76.401,0.5584,False
0.0015,0.0015,3.0449,3975.5,-52.035,-27.709,76.401,0.5584,False
0.0015,0.002,3.0944,4055.88,-48.028,-27.709,84.448,0.5622,False
0.0015,0.0025,3.0816,3797.77,-48.151,-27.709,78.873,0.5895,False
0.0015,0.003,3.1817,4183.79,-48.151,-25.524,86.889,0.5557,False
0.002,0.001,3.0944,4055.88,-48.028,-27.709,84.448,0.5622,False
0.002,0.0015,3.0944,4055.88,-48.028,-27.709,84.448,0.5622,False
0.002,0.002,3.0944,4055.88,-48.028,-27.709,84.448,0.5622,False
0.002,0.0025,3.0816,3797.77,-48.151,-27.709,78.873,0.5895,False
0.002,0.003,3.1817,4183.79,-48.151,-25.524,86.889,0.5557,False
0.0025,0.001,3.0816,3797.77,-48.151,-27.709,78.873,0.5895,False
0.0025,0.0015,3.0816,3797.77,-48.151,-27.709,78.873,0.5895,False
0.0025,0.002,3.0816,3797.77,-48.151,-27.709,78.873,0.5895,False
0.0025,0.0025,3.0816,3797.77,-48.151,-27.709,78.873,0.5895,False
0.0025,0.003,3.1817,4183.79,-48.151,-25.524,86.889,0.5557,False
0.003,0.001,3.1817,4183.79,-48.151,-25.524,86.889,0.5557,False
0.003,0.0015,3.1817,4183.79,-48.151,-25.524,86.889,0.5557,False
0.003,0.002,3.1817,4183.79,-48.151,-25.524,86.889,0.5557,False
0.003,0.0025,3.1817,4183.79,-48.151,-25.524,86.889,0.5557,False
0.003,0.003,3.1817,4183.79,-48.151,-25.524,86.889,0.5557,True
