EARLY_KILL_Y,PORT_SL,Sharpe,CAGR%,MaxDD%,Worst1D%,Calmar,WF_CV,baseline
0.0,-0.04,2.7608,2707.36,-48.572,-22.616,55.739,0.5819,False
0.0,-0.05,3.0046,3410.53,-50.064,-22.616,68.124,0.5034,False
0.0,-0.055,3.0046,3501.65,-53.688,-25.63,65.222,0.5708,False
0.0,-0.06,3.1817,4183.79,-48.151,-25.524,86.889,0.5557,False
0.0,-0.065,3.3473,5267.42,-51.874,-29.909,101.543,0.5968,False
0.0,-0.07,3.4734,5877.55,-46.084,-24.841,127.541,0.5609,False
0.0,-0.075,3.473,5854.66,-45.513,-24.046,128.636,0.5688,False
0.0,-0.08,3.473,5854.66,-45.513,-24.046,128.636,0.5688,False
0.0,-0.085,3.473,5854.66,-45.513,-24.046,128.636,0.5688,False
0.0,-0.1,3.473,5854.66,-45.513,-24.046,128.636,0.5688,False
0.0005,-0.04,2.7608,2707.36,-48.572,-22.616,55.739,0.5819,False
0.0005,-0.05,3.0046,3410.53,-50.064,-22.616,68.124,0.5034,False
0.0005,-0.055,3.0046,3501.65,-53.688,-25.63,65.222,0.5708,False
0.0005,-0.06,3.1817,4183.79,-48.151,-25.524,86.889,0.5557,False
0.0005,-0.065,3.3473,5267.42,-51.874,-29.909,101.543,0.5968,False
0.0005,-0.07,3.4734,5877.55,-46.084,-24.841,127.541,0.5609,False
0.0005,-0.075,3.473,5854.66,-45.513,-24.046,128.636,0.5688,False
0.0005,-0.08,3.473,5854.66,-45.513,-24.046,128.636,0.5688,False
0.0005,-0.085,3.473,5854.66,-45.513,-24.046,128.636,0.5688,False
0.0005,-0.1,3.473,5854.66,-45.513,-24.046,128.636,0.5688,False
0.0008,-0.04,2.7608,2707.36,-48.572,-22.616,55.739,0.5819,False
0.0008,-0.05,3.0046,3410.53,-50.064,-22.616,68.124,0.5034,False
0.0008,-0.055,3.0046,3501.65,-53.688,-25.63,65.222,0.5708,False
0.0008,-0.06,3.1817,4183.79,-48.151,-25.524,86.889,0.5557,False
0.0008,-0.065,3.3473,5267.42,-51.874,-29.909,101.543,0.5968,False
0.0008,-0.07,3.4734,5877.55,-46.084,-24.841,127.541,0.5609,False
0.0008,-0.075,3.473,5854.66,-45.513,-24.046,128.636,0.5688,False
0.0008,-0.08,3.473,5854.66,-45.513,-24.046,128.636,0.5688,False
0.0008,-0.085,3.473,5854.66,-45.513,-24.046,128.636,0.5688,False
0.0008,-0.1,3.473,5854.66,-45.513,-24.046,128.636,0.5688,False
0.001,-0.04,2.7608,2707.36,-48.572,-22.616,55.739,0.5819,False
0.001,-0.05,3.0046,3410.53,-50.064,-22.616,68.124,0.5034,False
0.001,-0.055,3.0046,3501.65,-53.688,-25.63,65.222,0.5708,False
0.001,-0.06,3.1817,4183.79,-48.151,-25.524,86.889,0.5557,False
0.001,-0.065,3.3473,5267.42,-51.874,-29.909,101.543,0.5968,False
0.001,-0.07,3.4734,5877.55,-46.084,-24.841,127.541,0.5609,False
0.001,-0.075,3.473,5854.66,-45.513,-24.046,128.636,0.5688,False
0.001,-0.08,3.473,5854.66,-45.513,-24.046,128.636,0.5688,False
0.001,-0.085,3.473,5854.66,-45.513,-24.046,128.636,0.5688,False
0.001,-0.1,3.473,5854.66,-45.513,-24.046,128.636,0.5688,False
0.0015,-0.04,2.7608,2707.36,-48.572,-22.616,55.739,0.5819,False
0.0015,-0.05,3.0046,3410.53,-50.064,-22.616,68.124,0.5034,False
0.0015,-0.055,3.0046,3501.65,-53.688,-25.63,65.222,0.5708,False
