threshold_pct,threshold_sharpe,cells_above_threshold,pct_of_surface,largest_cluster_cells,baseline_in_cluster,verdict
0.95,3.0876,143,72.22,132,False,Robust plateau | baseline outside
0.975,3.1688,132,66.67,132,False,Robust plateau | baseline outside
0.99,3.2176,88,44.44,44,False,Robust plateau | baseline outside
