EARLY_FILL_X,EARLY_FILL_Y,Sharpe,CAGR%,MaxDD%,Worst1D%,Calmar,WF_CV,baseline
360,0.07,2.5795,1661.2,-56.634,-28.864,29.332,0.9164,False
360,0.08,2.6399,2171.53,-60.221,-28.864,36.059,0.9189,False
360,0.09,2.7208,2706.82,-60.065,-28.864,45.065,0.8567,False
360,0.1,2.2399,1168.19,-78.884,-28.864,14.809,1.2773,False
360,0.15,2.5795,3126.83,-71.301,-28.864,43.854,0.9876,False
360,0.175,2.6345,4317.13,-71.033,-28.864,60.776,0.9748,False
360,0.2,2.6447,4441.78,-68.617,-28.864,64.733,0.9483,False
360,0.225,2.668,6524.94,-66.541,-28.864,98.059,0.8443,False
360,0.25,2.6349,5291.87,-66.541,-28.864,79.528,0.8449,False
360,0.3,2.6123,6884.66,-65.31,-28.864,105.415,0.8057,False
540,0.07,2.739,2104.81,-56.267,-28.864,37.408,0.8926,False
540,0.08,3.0823,3643.21,-49.292,-27.005,73.911,0.6739,False
540,0.09,2.8302,2667.59,-59.088,-28.864,45.146,0.8495,False
540,0.1,2.3678,1454.8,-73.051,-28.864,19.915,1.0155,False
540,0.15,2.6327,3512.32,-68.771,-28.864,51.073,0.9079,False
540,0.175,2.7301,5417.07,-66.762,-28.864,81.14,0.8312,False
540,0.2,2.7409,5676.02,-65.312,-28.864,86.906,0.7998,False
540,0.225,2.752,8343.4,-64.763,-28.864,128.83,0.7165,False
540,0.25,2.6588,5727.52,-66.541,-28.864,86.075,0.8442,False
540,0.3,2.6123,6884.66,-65.31,-28.864,105.415,0.8057,False
600,0.07,2.9293,2400.79,-39.318,-27.709,61.06,0.6688,False
600,0.08,3.009,3123.86,-49.292,-27.005,63.375,0.6737,False
600,0.09,2.7794,2366.5,-59.088,-28.864,40.05,0.8469,False
600,0.1,2.3395,1379.15,-73.051,-28.864,18.879,1.0171,False
600,0.15,2.6327,3512.32,-68.771,-28.864,51.073,0.9079,False
600,0.175,2.7301,5417.07,-66.762,-28.864,81.14,0.8312,False
600,0.2,2.7409,5676.02,-65.312,-28.864,86.906,0.7998,False
600,0.225,2.752,8343.4,-64.763,-28.864,128.83,0.7165,False
600,0.25,2.6588,5727.52,-66.541,-28.864,86.075,0.8442,False
600,0.3,2.6123,6884.66,-65.31,-28.864,105.415,0.8057,False
660,0.07,2.9055,2263.77,-39.318,-27.709,57.575,0.6739,False
660,0.08,2.9871,2987.51,-49.292,-27.005,60.608,0.6741,False
660,0.09,3.1645,4031.43,-48.151,-25.524,83.725,0.5555,False
660,0.1,2.3398,1380.06,-73.051,-28.864,18.892,1.0171,False
660,0.15,2.6379,3531.69,-68.771,-28.864,51.355,0.9022,False
660,0.175,2.7301,5417.07,-66.762,-28.864,81.14,0.8312,False
660,0.2,2.7409,5676.02,-65.312,-28.864,86.906,0.7998,False
660,0.225,2.752,8343.4,-64.763,-28.864,128.83,0.7165,False
660,0.25,2.6588,5727.52,-66.541,-28.864,86.075,0.8442,False
660,0.3,2.6123,6884.66,-65.31,-28.864,105.415,0.8057,False
720,0.07,2.9055,2263.77,-39.318,-27.709,57.575,0.6739,False
720,0.08,2.9861,2979.77,-49.292,-27.005,60.451,0.6738,False
720,0.09,3.1817,4183.79,-48.151,-25.524,86.889,0.5557,True
720,0.1,2.4799,1820.13,-67.89,-28.864,26.81,0.8,False
720,0.15,2.6379,3531.69,-68.771,-28.864,51.355,0.9022,False
720,0.175,2.7367,5527.49,-66.762,-28.864,82.794,0.8429,False
720,0.2,2.7559,5956.39,-65.312,-28.864,91.199,0.8231,False
720,0.225,2.752,8343.4,-64.763,-28.864,128.83,0.7165,False
720,0.25,2.6588,5727.52,-66.541,-28.864,86.075,0.8442,False
720,0.3,2.6123,6884.66,-65.31,-28.864,105.415,0.8057,False
900,0.07,2.8509,2048.29,-39.318,-27.709,52.095,0.6461,False
900,0.08,2.953,2759.76,-49.292,-27.005,55.988,0.6774,False
900,0.09,3.2058,4339.39,-48.151,-25.524,90.121,0.5641,False
900,0.1,2.5372,2029.82,-67.89,-28.864,29.899,0.8073,False
900,0.15,2.7461,4741.05,-68.771,-28.864,68.94,0.8958,False
900,0.175,2.7758,6237.34,-66.762,-28.864,93.426,0.8432,False
900,0.2,2.799,6805.03,-65.312,-28.864,104.192,0.8231,False
900,0.225,2.7947,9526.52,-64.763,-28.864,147.098,0.7164,False
900,0.25,2.6588,5727.52,-66.541,-28.864,86.075,0.8442,False
900,0.3,2.6123,6884.66,-65.31,-28.864,105.415,0.8057,False
1080,0.07,2.821,1941.93,-39.433,-27.709,49.246,0.6595,False
1080,0.08,2.9503,2718.3,-49.28,-27.005,55.16,0.6743,False
1080,0.09,3.2097,4404.63,-48.151,-25.524,91.476,0.5635,False
1080,0.1,2.5551,1976.44,-67.89,-28.864,29.112,0.8075,False
1080,0.15,2.7449,4769.95,-68.771,-28.864,69.36,0.896,False
1080,0.175,2.7971,6676.29,-66.762,-28.864,100.001,0.8429,False
1080,0.2,2.8359,7677.76,-65.312,-28.864,117.555,0.8206,False
1080,0.225,2.8214,10429.97,-64.763,-28.864,161.048,0.7162,False
1080,0.25,2.6588,5727.52,-66.541,-28.864,86.075,0.8442,False
1080,0.3,2.6123,6884.66,-65.31,-28.864,105.415,0.8057,False
