rank,daily_return,cum_return,pct_days,cum_pct_gross_pos
1,0.3938,0.3938,0.9259259259259258,4.2245495861903954
2,0.37048000000000003,0.7642800000000001,1.8518518518518516,8.198930314204155
3,0.36091,1.1251900000000001,2.7777777777777777,12.070647407022784
4,0.3582700000000001,1.4834600000000002,3.7037037037037033,15.914043497028965
5,0.33778286062336416,1.8212428606233644,4.62962962962963,19.53766067343486
6,0.290235,2.1114778606233644,5.555555555555555,22.651200920128538
7,0.28225999999999996,2.3937378606233644,6.481481481481481,25.679188137492936
8,0.27670944223639304,2.6704473028597575,7.4074074074074066,28.647630899541515
9,0.26675,2.9371973028597576,8.333333333333332,31.509232225382778
10,0.26002526098887685,3.1972225638486345,9.25925925925926,34.298692887418355
11,0.24750000000000003,3.4447225638486345,10.185185185185185,36.9537869010855
12,0.22797499999999998,3.6726975638486343,11.11111111111111,39.39942349811891
13,0.2246697969200684,3.897367360768703,12.037037037037036,41.8096030248029
14,0.22390500000000002,4.121272360768703,12.962962962962962,44.21157807583378
15,0.220165,4.341437360768703,13.88888888888889,46.57343170621368
16,0.21329000000000004,4.554727360768703,14.814814814814813,48.86153272510284
17,0.212465,4.767192360768703,15.74074074074074,51.1407834306131
18,0.20944,4.976632360768702,16.666666666666664,53.38758298706744
19,0.2052509458275313,5.181883306596234,17.59259259259259,55.589443825718746
20,0.203005,5.384888306596234,18.51851851851852,57.76721093781774
21,0.19745000000000001,5.582338306596234,19.444444444444446,59.88538593983219
22,0.19679000000000005,5.779128306596234,20.37037037037037,61.99648069114354
23,0.19509316311241673,5.974221469708651,21.296296296296298,64.08937236583915
24,0.1926372124918792,6.16685868220053,22.22222222222222,66.15591745552287
25,0.19146313454315203,6.358321816743683,23.14814814814815,68.20986744487023
26,0.1889526477080992,6.547274464451782,24.074074074074073,70.23688580364328
27,0.17990499999999998,6.7271794644517815,25.0,72.16684414113334
28,0.178035,6.905214464451782,25.925925925925924,74.07674176829791
29,0.17297500000000002,7.078189464451782,26.851851851851855,75.93235747340528
30,0.17072,7.248909464451782,27.77777777777778,77.76378232194368
31,0.165165,7.414074464451782,28.703703703703702,79.53561506039757
32,0.16216914473429894,7.576243609186081,29.629629629629626,81.27530930437962
33,0.15873,7.734973609186081,30.555555555555557,82.97810959847814
34,0.1473779714745543,7.882351580660636,31.48148148148148,84.55912927447208
35,0.14371499999999998,8.026066580660636,32.407407407407405,86.10085386507481
36,0.13783,8.163896580660635,33.33333333333333,87.57944622024144
37,0.09960500000000003,8.263501580660636,34.25925925925926,88.64797405551948
38,0.09108,8.354581580660636,35.18518518518518,89.625048652549
39,0.08415,8.438731580660635,36.11111111111111,90.52778061719582
40,0.08206148248622884,8.520793063146863,37.03703703703704,91.40810769154668
41,0.07749701454448614,8.598290077691349,37.96296296296296,92.23946873960381
42,0.07604400870821656,8.674334086399565,38.88888888888889,93.05524244585203
43,0.07491,8.749244086399564,39.81481481481482,93.85885090065528
44,0.06842000000000002,8.817664086399564,40.74074074074074,94.59283689021126
45,0.06600000000000002,8.883664086399564,41.66666666666667,95.30086196052251
46,0.06473885080938437,8.948402937208948,42.592592592592595,95.99535786046468
47,0.05365454800090694,9.002057485209855,43.51851851851852,96.57094521078074
48,0.04939,9.051447485209856,44.44444444444444,97.10078397173032
49,0.040645,9.092092485209855,45.370370370370374,97.53680941086365
50,0.03861,9.130702485209856,46.2962962962963,97.95100407699573
51,0.038115,9.168817485209855,47.22222222222222,98.35988855510045
52,0.03586,9.204677485209855,48.148148148148145,98.74458217663623
53,0.023583160306574435,9.228260645516428,49.074074074074076,98.99757412715476
54,0.02178,9.250040645516428,50.0,99.23122240035748
55,0.021228170845210552,9.271268816361639,50.92592592592593,99.45895084210382
56,0.020569999999999998,9.291838816361638,51.85185185185185,99.67961865568415
57,0.009625000000000002,9.301463816361638,52.77777777777778,99.78287231177121
58,0.008580000000000004,9.310043816361638,53.70370370370371,99.87491557091167
59,0.008414999999999999,9.318458816361638,54.629629629629626,99.96518876737635
60,0.0020900000000000063,9.320548816361638,55.55555555555556,99.98760956126954
61,0.0011549999999999987,9.321703816361639,56.481481481481474,100.0
62,-0.0012100000000000006,9.320493816361639,57.407407407407405,99.98701954037762
63,-0.008800000000000002,9.311693816361638,58.333333333333336,99.89261619766945
64,-0.009844999999999998,9.301848816361638,59.25925925925925,99.78700245801468
65,-0.011265810887543349,9.290583005474094,60.18518518518518,99.6661467527758
66,-0.01787769624492322,9.27270530922917,61.111111111111114,99.47436103852102
67,-0.020515000000000005,9.25219030922917,62.03703703703704,99.25428324583262
68,-0.021725000000000005,9.23046530922917,62.96296296296296,99.02122499352184
69,-0.031845000000000005,9.19862030922917,63.888888888888886,98.67960289709666
70,-0.03690500000000001,9.16171530922917,64.81481481481481,98.28369887861429
71,-0.04147000000000001,9.120245309229169,65.74074074074075,97.83882312610206
72,-0.04873000000000001,9.071515309229168,66.66666666666666,97.31606461585558
73,-0.04873171545961952,9.02278359376955,67.5925925925926,96.7932877027543
74,-0.05388267458080647,8.968900919188743,68.51851851851852,96.2152530897447
75,-0.054065,8.914835919188743,69.44444444444444,95.63526255298143
76,-0.05509970507795156,8.859736214110791,70.37037037037037,95.04417205961862
77,-0.056870000000000004,8.802866214110791,71.29629629629629,94.4340904573671
