L_HIGH,PORT_TSL,Sharpe,CAGR%,MaxDD%,Worst1D%,Calmar,WF_CV,baseline
0.8,0.04,1.9109,156.74,-28.969,-8.224,5.41,2.3827,False
0.8,0.045,1.7858,146.63,-35.173,-8.224,4.169,2.8679,False
0.8,0.05,2.3916,241.38,-34.949,-8.224,6.907,2.2697,False
0.8,0.055,3.1514,418.21,-22.2,-8.224,18.838,0.5091,False
0.8,0.06,3.0309,401.47,-23.321,-9.076,17.215,0.5243,False
0.8,0.065,3.0459,391.42,-19.472,-9.82,20.101,0.5492,False
0.8,0.075,3.1817,398.19,-20.055,-9.282,19.855,0.5557,False
0.8,0.08,3.2312,404.06,-21.031,-9.711,19.212,0.5428,False
0.8,0.085,3.2408,403.37,-18.97,-9.77,21.264,0.5218,False
0.8,0.09,3.1956,391.48,-18.712,-9.676,20.921,0.524,False
0.8,0.095,3.2295,415.29,-18.543,-9.611,22.396,0.5281,False
0.8,0.1,3.2297,415.15,-18.503,-9.595,22.437,0.5293,False
0.8,0.105,3.1868,416.26,-19.713,-9.869,21.116,0.5024,False
0.8,0.11,3.1806,414.67,-19.713,-9.869,21.036,0.5014,False
0.8,0.115,3.2266,427.14,-19.713,-9.869,21.668,0.5134,False
0.8,0.12,3.2266,427.14,-19.713,-9.869,21.668,0.5134,False
0.8,0.125,3.2266,427.14,-19.713,-9.869,21.668,0.5134,False
0.8,0.13,3.2266,427.14,-19.713,-9.869,21.668,0.5134,False
0.9,0.04,1.9168,183.73,-32.19,-9.252,5.707,2.3827,False
0.9,0.045,1.7863,169.77,-38.918,-9.252,4.362,2.8679,False
0.9,0.05,2.3916,289.45,-38.672,-9.252,7.485,2.2697,False
0.9,0.055,3.1514,523.01,-24.695,-9.252,21.179,0.5091,False
0.9,0.06,3.0309,499.77,-25.926,-10.21,19.277,0.5243,False
0.9,0.065,3.0459,486.68,-21.711,-11.047,22.416,0.5492,False
0.9,0.075,3.1817,496.74,-22.346,-10.442,22.229,0.5557,False
0.9,0.08,3.2312,504.91,-23.419,-10.925,21.56,0.5428,False
0.9,0.085,3.2501,503.46,-21.146,-10.331,23.808,0.5212,False
0.9,0.09,3.2039,487.64,-20.861,-10.292,23.375,0.5235,False
0.9,0.095,3.2381,518.75,-20.674,-10.263,25.092,0.5278,False
0.9,0.1,3.2381,518.6,-20.63,-10.256,25.139,0.5291,False
0.9,0.105,3.1981,519.09,-21.969,-10.349,23.628,0.5021,False
0.9,0.11,3.1918,516.94,-21.969,-10.349,23.53,0.5011,False
0.9,0.115,3.2381,533.81,-21.969,-10.349,24.298,0.5129,False
0.9,0.12,3.2381,533.81,-21.969,-10.349,24.298,0.5129,False
0.9,0.125,3.2381,533.81,-21.969,-10.349,24.298,0.5129,False
0.9,0.13,3.2381,533.81,-21.969,-10.349,24.298,0.5129,False
1.0,0.04,1.9246,212.79,-35.318,-10.28,6.025,2.3827,False
1.0,0.045,1.7899,193.97,-42.515,-10.28,4.563,2.8679,False
1.0,0.05,2.3916,342.25,-42.248,-10.28,8.101,2.2697,False
1.0,0.055,3.1514,645.63,-27.131,-10.28,23.797,0.5091,False
1.0,0.06,3.0309,613.93,-28.466,-11.345,21.567,0.5243,False
1.0,0.065,3.0459,597.18,-23.908,-12.275,24.978,0.5492,False
1.0,0.075,3.1817,611.71,-24.591,-11.602,24.876,0.5557,False
1.0,0.08,3.2272,619.38,-25.853,-12.252,23.958,0.5438,False
1.0,0.085,3.2474,618.18,-23.354,-11.489,26.47,0.5205,False
