threshold_pct,threshold_sharpe,cells_above_threshold,pct_of_surface,largest_cluster_cells,baseline_in_cluster,verdict
0.95,3.2997,48,60.0,48,False,Robust plateau | baseline outside
0.975,3.3866,40,50.0,40,False,Robust plateau | baseline outside
0.99,3.4387,40,50.0,40,False,Robust plateau | baseline outside
