slippage_one_way_pct,round_trip_pct,sharpe,sharpe_delta,cagr_pct,maxdd_pct,calmar,grade
0.05,0.1,3.1173,-0.0605,3790.42,-48.45,78.24,Excellent
0.1,0.2,3.0565,-0.1212,3432.83,-48.74,70.43,Excellent
0.25,0.5,2.8727,-0.305,2543.94,-49.62,51.27,Excellent
0.5,1.0,2.5613,-0.6164,1527.9,-51.05,29.93,Excellent
1.0,2.0,1.9214,-1.2563,512.63,-53.83,9.52,Marginal
