threshold_pct,threshold_sharpe,cells_above_threshold,pct_of_surface,largest_cluster_cells,baseline_in_cluster,verdict
0.95,3.3934,43,23.89,43,False,Robust plateau | baseline outside
0.975,3.4827,13,7.22,12,False,Robust plateau | baseline outside
0.99,3.5363,1,0.56,1,False,Single-cell peak | baseline outside
