L_HIGH,Sharpe,CAGR%,MaxDD%,Flat_days,IS_Sharpe,OOS_Sharpe,Decay%,WF_CV,WF_MeanOOS,WF_PctPos%,WF_Unstable,Fold5_Sharpe,Fold8_Sharpe
0.8,2.781,137.9,-11.98,290,2.781,,,0.915,2.665,88.9,1,3.912,3.617
0.9,2.79,189.2,-14.98,290,2.79,,,0.915,2.665,88.9,1,3.912,3.617
1.0,2.793,256.5,-18.24,290,2.793,,,0.915,2.665,88.9,1,3.912,3.617
1.1,2.793,344.6,-21.73,290,2.793,,,0.915,2.665,88.9,1,3.912,3.617
1.2,2.843,447.4,-24.11,290,2.843,,,0.867,2.739,88.9,1,4.062,3.617
1.3,2.872,569.0,-26.54,290,2.872,,,0.831,2.799,88.9,1,4.119,3.617
1.4,2.94,749.5,-28.98,290,2.94,,,0.788,2.905,88.9,1,4.301,3.659
1.5,2.972,945.5,-31.42,290,2.972,,,0.754,2.987,88.9,1,4.332,3.699
1.6,2.975,1143.1,-33.89,290,2.975,,,0.735,3.037,88.9,1,4.384,3.737
1.7,3.01,1424.0,-36.38,290,3.01,,,0.699,3.107,88.9,1,4.428,3.775
1.8,3.057,1803.0,-38.9,290,3.057,,,0.655,3.178,88.9,1,4.466,3.801
1.9,3.128,2345.1,-41.44,290,3.128,,,0.611,3.299,88.9,1,4.499,4.129
2.0,3.173,2984.9,-44.0,290,3.173,,,0.58,3.374,88.9,1,4.523,4.295
2.1,3.174,3540.6,-46.53,290,3.174,,,0.57,3.394,88.9,1,4.536,4.27
2.2,3.182,4183.8,-48.15,290,3.182,,,0.556,3.407,88.9,1,4.542,4.195
2.3,3.182,4749.4,-49.85,290,3.182,,,0.556,3.407,88.9,1,4.542,4.195
2.4,3.182,5368.8,-51.51,290,3.182,,,0.556,3.407,88.9,1,4.542,4.195
2.5,3.182,6044.0,-53.13,290,3.182,,,0.556,3.407,88.9,1,4.542,4.195
2.6,3.182,6776.6,-54.72,290,3.182,,,0.556,3.407,88.9,1,4.542,4.195
2.7,3.182,7567.7,-56.27,290,3.182,,,0.556,3.407,88.9,1,4.542,4.195
2.8,3.182,8417.8,-57.78,290,3.182,,,0.556,3.407,88.9,1,4.542,4.195
2.9,3.182,9326.9,-59.26,290,3.182,,,0.556,3.407,88.9,1,4.542,4.195
3.0,3.182,10294.3,-60.7,290,3.182,,,0.556,3.407,88.9,1,4.542,4.195
