EARLY_KILL_Y,PORT_SL,Sharpe,CAGR%,MaxDD%,Worst1D%,Calmar,WF_CV,baseline
0.0,-0.04,1.8566,360.66,-55.163,-13.364,6.538,0.9797,False
0.0,-0.05,2.3111,629.18,-53.303,-14.476,11.804,0.8577,False
0.0,-0.055,2.2265,572.44,-60.925,-17.056,9.396,0.9875,False
0.0,-0.06,2.2951,621.31,-55.227,-17.056,11.25,0.9386,False
0.0,-0.065,2.5042,781.27,-49.515,-17.674,15.778,0.9285,False
0.0,-0.07,2.5162,796.98,-47.469,-17.674,16.79,0.9052,False
0.0,-0.075,2.5132,797.16,-47.317,-17.674,16.847,0.9102,False
0.0,-0.08,2.5132,797.16,-47.317,-17.674,16.847,0.9102,False
0.0,-0.085,2.5132,797.16,-47.317,-17.674,16.847,0.9102,False
0.0,-0.1,2.5132,797.16,-47.317,-17.674,16.847,0.9102,False
0.0005,-0.04,2.257,593.51,-48.634,-13.364,12.204,0.6568,False
0.0005,-0.05,2.6377,854.34,-44.027,-13.364,19.405,0.5613,False
0.0005,-0.055,2.6799,926.01,-46.05,-15.145,20.109,0.6211,False
0.0005,-0.06,2.7405,987.35,-40.419,-16.373,24.428,0.572,False
0.0005,-0.065,2.9509,1202.75,-40.419,-17.674,29.757,0.6024,False
0.0005,-0.07,3.0018,1221.54,-40.615,-14.356,30.076,0.5734,False
0.0005,-0.075,2.9956,1213.91,-40.615,-13.911,29.888,0.5854,False
0.0005,-0.08,2.9956,1213.91,-40.615,-13.911,29.888,0.5854,False
0.0005,-0.085,2.9956,1213.91,-40.615,-13.911,29.888,0.5854,False
0.0005,-0.1,2.9956,1213.91,-40.615,-13.911,29.888,0.5854,False
0.0008,-0.04,2.388,678.86,-47.276,-13.364,14.359,0.6578,False
0.0008,-0.05,2.801,986.74,-44.027,-13.364,22.412,0.6027,False
0.0008,-0.055,2.8353,1054.99,-46.052,-15.145,22.909,0.6573,False
0.0008,-0.06,2.9031,1132.94,-39.931,-16.373,28.373,0.6084,False
0.0008,-0.065,3.1402,1392.09,-39.931,-17.674,34.863,0.6195,False
