PORT_SL,L_HIGH,Sharpe,CAGR%,MaxDD%,Worst1D%,Calmar,WF_CV,baseline
-0.04,0.8,0.9445,59.18,-57.216,-8.224,1.034,3.6046,False
-0.04,1.0,0.9445,53.86,-65.846,-10.28,0.818,3.6046,False
-0.04,1.2,0.9445,40.46,-73.324,-12.336,0.552,3.6046,False
-0.04,1.4,0.9445,21.22,-79.561,-14.392,0.267,3.6046,False
-0.04,1.5,0.9445,10.3,-82.198,-15.42,0.125,3.6046,False
-0.04,1.6,0.9445,-1.0,-84.547,-16.448,-0.012,3.6046,False
-0.04,1.8,0.9445,-23.44,-89.179,-18.504,-0.263,3.6046,False
-0.04,2.0,0.9445,-43.9,-93.146,-20.56,-0.471,3.6046,False
-0.05,0.8,1.7182,229.89,-50.401,-9.14,4.561,1.9667,False
-0.05,1.0,1.7182,289.78,-58.814,-11.425,4.927,1.9667,False
-0.05,1.2,1.7182,337.84,-65.956,-13.71,5.122,1.9667,False
-0.05,1.4,1.7182,367.93,-72.026,-15.995,5.108,1.9667,False
-0.05,1.5,1.7182,374.88,-74.69,-17.137,5.019,1.9667,False
-0.05,1.6,1.7182,376.08,-77.128,-18.28,4.876,1.9667,False
-0.05,1.8,1.7182,361.35,-81.394,-20.565,4.44,1.9667,False
-0.05,2.0,1.7182,325.97,-84.942,-22.85,3.838,1.9667,False
-0.055,0.8,1.6143,200.37,-53.278,-10.496,3.761,2.2155,False
-0.055,1.0,1.6143,245.39,-62.151,-13.12,3.948,2.2155,False
-0.055,1.2,1.6143,276.89,-69.598,-15.744,3.978,2.2155,False
-0.055,1.4,1.6143,290.5,-75.792,-18.368,3.833,2.2155,False
-0.055,1.5,1.6143,289.9,-78.47,-19.68,3.694,2.2155,False
-0.055,1.6,1.6143,284.35,-80.896,-20.992,3.515,2.2155,False
-0.055,1.8,1.6143,259.45,-85.141,-23.616,3.047,2.2155,False
-0.055,2.0,1.6143,219.46,-88.827,-26.24,2.471,2.2155,False
-0.06,0.8,1.5562,178.97,-55.788,-11.916,3.208,2.0885,False
-0.06,1.0,1.5562,217.09,-64.73,-14.895,3.354,2.0885,False
-0.06,1.2,1.5562,242.87,-72.12,-17.874,3.368,2.0885,False
-0.06,1.4,1.5562,252.87,-78.17,-20.853,3.235,2.0885,False
-0.06,1.5,1.5562,251.43,-80.753,-22.342,3.114,2.0885,False
-0.06,1.6,1.5562,245.74,-83.073,-23.832,2.958,2.0885,False
-0.06,1.8,1.5562,222.57,-87.007,-26.811,2.558,2.0885,False
-0.06,2.0,1.5562,186.57,-90.131,-29.79,2.07,2.0885,False
-0.065,0.8,1.6407,200.65,-55.932,-11.916,3.587,1.9734,False
-0.065,1.0,1.6407,248.31,-64.897,-14.895,3.826,1.9734,False
-0.065,1.2,1.6407,283.88,-72.303,-17.874,3.926,1.9734,False
-0.065,1.4,1.6407,302.63,-78.361,-20.853,3.862,1.9734,False
-0.065,1.5,1.6407,304.78,-80.945,-22.342,3.765,1.9734,False
-0.065,1.6,1.6407,301.95,-83.265,-23.832,3.626,1.9734,False
-0.065,1.8,1.6407,281.96,-87.194,-26.811,3.234,1.9734,False
-0.065,2.0,1.6407,245.47,-90.309,-29.79,2.718,1.9734,False
