PORT_SL,L_HIGH,Sharpe,CAGR%,MaxDD%,Worst1D%,Calmar,WF_CV,baseline
-0.07,0.8,1.6358,199.13,-55.404,-12.292,3.594,1.999,False
-0.07,1.0,1.6358,246.15,-64.35,-15.365,3.825,1.999,False
-0.07,1.2,1.6358,281.05,-71.765,-18.438,3.916,1.999,False
-0.07,1.4,1.6358,299.18,-77.85,-21.511,3.843,1.999,False
-0.07,1.5,1.6358,301.06,-80.453,-23.048,3.742,1.999,False
-0.07,1.6,1.6358,298.01,-82.794,-24.584,3.599,1.999,False
-0.07,1.8,1.6358,277.72,-86.771,-27.657,3.201,1.999,False
-0.07,2.0,1.6358,241.15,-89.937,-30.73,2.681,1.999,False
-0.075,0.8,1.6322,198.36,-55.32,-12.292,3.586,1.999,False
-0.075,1.0,1.6322,244.94,-64.265,-15.365,3.811,1.999,False
-0.075,1.2,1.6322,279.31,-71.682,-18.438,3.896,1.999,False
-0.075,1.4,1.6322,296.88,-77.772,-21.511,3.817,1.999,False
-0.075,1.5,1.6322,298.5,-80.379,-23.048,3.714,1.999,False
-0.075,1.6,1.6322,295.21,-82.724,-24.584,3.569,1.999,False
-0.075,1.8,1.6322,274.53,-86.709,-27.657,3.166,1.999,False
-0.075,2.0,1.6322,237.75,-89.883,-30.73,2.645,1.999,False
-0.08,0.8,1.6322,198.36,-55.32,-12.292,3.586,1.999,False
-0.08,1.0,1.6322,244.94,-64.265,-15.365,3.811,1.999,False
-0.08,1.2,1.6322,279.31,-71.682,-18.438,3.896,1.999,False
-0.08,1.4,1.6322,296.88,-77.772,-21.511,3.817,1.999,False
-0.08,1.5,1.6322,298.5,-80.379,-23.048,3.714,1.999,False
-0.08,1.6,1.6322,295.21,-82.724,-24.584,3.569,1.999,False
-0.08,1.8,1.6322,274.53,-86.709,-27.657,3.166,1.999,False
-0.08,2.0,1.6322,237.75,-89.883,-30.73,2.645,1.999,False
-0.085,0.8,1.6322,198.36,-55.32,-12.292,3.586,1.999,False
-0.085,1.0,1.6322,244.94,-64.265,-15.365,3.811,1.999,False
-0.085,1.2,1.6322,279.31,-71.682,-18.438,3.896,1.999,False
-0.085,1.4,1.6322,296.88,-77.772,-21.511,3.817,1.999,False
-0.085,1.5,1.6322,298.5,-80.379,-23.048,3.714,1.999,False
-0.085,1.6,1.6322,295.21,-82.724,-24.584,3.569,1.999,False
-0.085,1.8,1.6322,274.53,-86.709,-27.657,3.166,1.999,False
-0.085,2.0,1.6322,237.75,-89.883,-30.73,2.645,1.999,False
-0.1,0.8,1.6322,198.36,-55.32,-12.292,3.586,1.999,False
-0.1,1.0,1.6322,244.94,-64.265,-15.365,3.811,1.999,False
-0.1,1.2,1.6322,279.31,-71.682,-18.438,3.896,1.999,False
-0.1,1.4,1.6322,296.88,-77.772,-21.511,3.817,1.999,False
-0.1,1.5,1.6322,298.5,-80.379,-23.048,3.714,1.999,False
-0.1,1.6,1.6322,295.21,-82.724,-24.584,3.569,1.999,False
-0.1,1.8,1.6322,274.53,-86.709,-27.657,3.166,1.999,False
-0.1,2.0,1.6322,237.75,-89.883,-30.73,2.645,1.999,False
