Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
Sortino,delta,1,0.0951,0.0617,0.0923,0.0696,387,
CAGR%,level,1,-0.0678,0.1826,-0.0736,0.1481,388,
AvgDailyRet%,level,1,-0.0696,0.171,-0.072,0.157,388,
Calmar,level,1,-0.0219,0.7177,-0.0604,0.3174,276,
Sharpe,level,1,-0.0558,0.2898,-0.0596,0.258,362,
Sharpe,delta,1,0.0716,0.1748,0.0538,0.3081,361,
AvgDailyRet%,delta,1,0.0578,0.2565,0.0503,0.324,387,
CAGR%,delta,1,0.0613,0.2292,0.0391,0.4428,387,
Calmar,delta,1,-0.0006,0.9919,0.0071,0.9069,275,
Sortino,level,1,-0.0669,0.1886,-0.006,0.9057,388,
CAGR%,level,3,-0.1711,0.0007,-0.1423,0.0051,386,yes
AvgDailyRet%,level,3,-0.1548,0.0023,-0.1362,0.0074,386,yes
Sharpe,level,3,-0.1625,0.002,-0.1319,0.0122,360,yes
Calmar,level,3,-0.0429,0.4774,-0.1186,0.0491,276,yes
Sortino,level,3,-0.1544,0.0023,-0.1002,0.0492,386,yes
Sortino,delta,3,-0.0203,0.6908,0.0947,0.0634,385,
Sharpe,delta,3,0.0455,0.3901,0.0476,0.368,359,
AvgDailyRet%,delta,3,0.0124,0.8084,0.0438,0.3915,385,
CAGR%,delta,3,-0.0558,0.2748,0.0317,0.5356,385,
Calmar,delta,3,-0.0003,0.9958,0.0077,0.8988,275,
Sharpe,level,5,-0.2096,0.0001,-0.196,0.0002,358,yes
CAGR%,level,5,-0.1001,0.0499,-0.1881,0.0002,384,yes
AvgDailyRet%,level,5,-0.1799,0.0004,-0.1804,0.0004,384,yes
Sortino,level,5,-0.1653,0.0011,-0.1616,0.0015,384,yes
Calmar,level,5,-0.0581,0.3359,-0.1522,0.0114,276,yes
CAGR%,delta,5,-0.0706,0.1682,-0.0565,0.2697,383,
Sortino,delta,5,-0.0472,0.3567,-0.0296,0.5641,383,
AvgDailyRet%,delta,5,-0.012,0.8146,-0.0263,0.6079,383,
Calmar,delta,5,-0.0002,0.9972,-0.0156,0.7966,275,
Sharpe,delta,5,-0.0149,0.7784,-0.0061,0.9088,357,
