Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
CAGR%,level,1,-0.068,0.1932,-0.1265,0.0152,368,yes
AvgDailyRet%,level,1,-0.1215,0.0197,-0.1241,0.0172,368,yes
Calmar,level,1,-0.0707,0.1756,-0.1194,0.0219,368,yes
Sharpe,level,1,-0.143,0.006,-0.1132,0.0299,368,yes
Sortino,level,1,0.0099,0.8492,-0.0529,0.3119,368,
Calmar,delta,1,-0.0021,0.9677,0.0209,0.6897,367,
AvgDailyRet%,delta,1,0.0539,0.3027,-0.0127,0.808,367,
Sortino,delta,1,0.0057,0.9135,-0.0109,0.8357,367,
CAGR%,delta,1,0.0,0.9997,-0.0088,0.866,367,
Sharpe,delta,1,0.0778,0.137,-0.0056,0.9143,367,
AvgDailyRet%,level,3,-0.2349,0.0,-0.1817,0.0005,366,yes
CAGR%,level,3,-0.0888,0.0898,-0.181,0.0005,366,yes
Calmar,level,3,-0.0914,0.0809,-0.1679,0.0013,366,yes
Sharpe,level,3,-0.291,0.0,-0.1598,0.0022,366,yes
Sortino,level,3,-0.0226,0.6664,-0.0775,0.139,366,
Calmar,delta,3,-0.0347,0.5082,0.0263,0.6167,365,
AvgDailyRet%,delta,3,0.0411,0.4337,0.0115,0.8263,365,
CAGR%,delta,3,-0.0324,0.5377,0.0102,0.8458,365,
Sortino,delta,3,0.042,0.4237,0.0041,0.9385,365,
Sharpe,delta,3,0.0624,0.2342,0.0018,0.9723,365,
AvgDailyRet%,level,5,-0.3094,0.0,-0.2417,0.0,364,yes
CAGR%,level,5,-0.0896,0.0879,-0.2349,0.0,364,yes
Calmar,level,5,-0.0908,0.0837,-0.2187,0.0,364,yes
Sharpe,level,5,-0.387,0.0,-0.2027,0.0001,364,yes
Sortino,level,5,-0.0805,0.1252,-0.1331,0.011,364,yes
AvgDailyRet%,delta,5,0.023,0.6629,0.0318,0.5453,363,
Calmar,delta,5,-0.0247,0.6386,0.0293,0.5777,363,
CAGR%,delta,5,-0.0227,0.6663,0.0153,0.7718,363,
Sharpe,delta,5,0.0101,0.848,0.0134,0.7986,363,
Sortino,delta,5,0.0761,0.148,-0.0007,0.9891,363,
