PORT_SL,L_HIGH,Sharpe,CAGR%,MaxDD%,Worst1D%,Calmar,WF_CV,baseline
-0.06,1.8,1.2385,105.22,-55.02,-14.337,1.912,1.0204,False
-0.06,2.0,1.2385,113.9,-59.073,-15.93,1.928,1.0204,False
-0.065,0.8,1.3506,55.85,-28.422,-6.372,1.965,0.9129,False
-0.065,1.0,1.304,66.27,-34.322,-7.965,1.931,0.9684,False
-0.065,1.2,1.2883,77.97,-39.798,-9.558,1.959,0.9949,False
-0.065,1.4,1.2883,90.59,-44.875,-11.151,2.019,0.9952,False
-0.065,1.5,1.2883,96.67,-47.271,-11.947,2.045,0.9952,False
-0.065,1.6,1.2883,102.57,-49.578,-12.744,2.069,0.9952,False
-0.065,1.8,1.2883,113.75,-53.931,-14.337,2.109,0.9952,False
-0.065,2.0,1.2883,123.94,-57.955,-15.93,2.138,0.9952,False
-0.07,0.8,1.3506,55.85,-28.422,-6.372,1.965,0.9129,False
-0.07,1.0,1.304,66.27,-34.322,-7.965,1.931,0.9684,False
-0.07,1.2,1.2883,77.97,-39.798,-9.558,1.959,0.9949,False
-0.07,1.4,1.2883,90.59,-44.875,-11.151,2.019,0.9952,False
-0.07,1.5,1.2883,96.67,-47.271,-11.947,2.045,0.9952,False
-0.07,1.6,1.2883,102.57,-49.578,-12.744,2.069,0.9952,False
-0.07,1.8,1.2883,113.75,-53.931,-14.337,2.109,0.9952,False
-0.07,2.0,1.2883,123.94,-57.955,-15.93,2.138,0.9952,False
-0.075,0.8,1.3506,55.85,-28.422,-6.372,1.965,0.9129,False
-0.075,1.0,1.304,66.27,-34.322,-7.965,1.931,0.9684,False
-0.075,1.2,1.2883,77.97,-39.798,-9.558,1.959,0.9949,False
-0.075,1.4,1.2883,90.59,-44.875,-11.151,2.019,0.9952,False
-0.075,1.5,1.2883,96.67,-47.271,-11.947,2.045,0.9952,False
-0.075,1.6,1.2883,102.57,-49.578,-12.744,2.069,0.9952,False
-0.075,1.8,1.2883,113.75,-53.931,-14.337,2.109,0.9952,False
-0.075,2.0,1.2883,123.94,-57.955,-15.93,2.138,0.9952,False
-0.08,0.8,1.3506,55.85,-28.422,-6.372,1.965,0.9129,False
-0.08,1.0,1.304,66.27,-34.322,-7.965,1.931,0.9684,False
-0.08,1.2,1.2883,77.97,-39.798,-9.558,1.959,0.9949,False
-0.08,1.4,1.2883,90.59,-44.875,-11.151,2.019,0.9952,False
-0.08,1.5,1.2883,96.67,-47.271,-11.947,2.045,0.9952,False
-0.08,1.6,1.2883,102.57,-49.578,-12.744,2.069,0.9952,False
-0.08,1.8,1.2883,113.75,-53.931,-14.337,2.109,0.9952,False
-0.08,2.0,1.2883,123.94,-57.955,-15.93,2.138,0.9952,False
-0.085,0.8,1.3506,55.85,-28.422,-6.372,1.965,0.9129,False
-0.085,1.0,1.304,66.27,-34.322,-7.965,1.931,0.9684,False
-0.085,1.2,1.2883,77.97,-39.798,-9.558,1.959,0.9949,False
-0.085,1.4,1.2883,90.59,-44.875,-11.151,2.019,0.9952,False
-0.085,1.5,1.2883,96.67,-47.271,-11.947,2.045,0.9952,False
-0.085,1.6,1.2883,102.57,-49.578,-12.744,2.069,0.9952,False
-0.085,1.8,1.2883,113.75,-53.931,-14.337,2.109,0.9952,False
-0.085,2.0,1.2883,123.94,-57.955,-15.93,2.138,0.9952,False
-0.1,0.8,1.3506,55.85,-28.422,-6.372,1.965,0.9129,False
-0.1,1.0,1.304,66.27,-34.322,-7.965,1.931,0.9684,False
-0.1,1.2,1.2883,77.97,-39.798,-9.558,1.959,0.9949,False
-0.1,1.4,1.2883,90.59,-44.875,-11.151,2.019,0.9952,False
-0.1,1.5,1.2883,96.67,-47.271,-11.947,2.045,0.9952,False
-0.1,1.6,1.2883,102.57,-49.578,-12.744,2.069,0.9952,False
-0.1,1.8,1.2883,113.75,-53.931,-14.337,2.109,0.9952,False
-0.1,2.0,1.2883,123.94,-57.955,-15.93,2.138,0.9952,False
