PORT_SL,L_HIGH,Sharpe,CAGR%,MaxDD%,Worst1D%,Calmar,WF_CV,baseline
-0.04,0.8,1.3646,58.27,-27.516,-6.612,2.118,0.9141,False
-0.04,1.0,1.3461,72.66,-33.271,-8.265,2.184,0.967,False
-0.04,1.2,1.3459,88.53,-38.628,-9.918,2.292,0.992,False
-0.04,1.4,1.3459,103.29,-43.611,-11.571,2.369,0.992,False
-0.04,1.5,1.3459,110.46,-45.969,-12.398,2.403,0.992,False
-0.04,1.6,1.3459,117.45,-48.242,-13.224,2.435,0.992,False
-0.04,1.8,1.3459,130.76,-52.541,-14.877,2.489,0.992,False
-0.04,2.0,1.3459,142.99,-56.53,-16.53,2.529,0.992,False
-0.05,0.8,1.3511,56.07,-28.208,-6.372,1.988,0.8941,False
-0.05,1.0,1.2996,66.08,-34.075,-7.965,1.939,0.9758,False
-0.05,1.2,1.2865,77.95,-39.522,-9.558,1.972,0.9961,False
-0.05,1.4,1.2865,90.52,-44.577,-11.151,2.031,0.9961,False
-0.05,1.5,1.2865,96.58,-46.964,-11.947,2.056,0.9961,False
-0.05,1.6,1.2865,102.45,-49.263,-12.744,2.08,0.9961,False
-0.05,1.8,1.2865,113.56,-53.603,-14.337,2.118,0.9961,False
-0.05,2.0,1.2865,123.65,-57.619,-15.93,2.146,0.9961,False
-0.055,0.8,1.3304,54.78,-28.705,-6.372,1.908,0.9236,False
-0.055,1.0,1.2839,64.83,-34.651,-7.965,1.871,0.9792,False
-0.055,1.2,1.2682,76.11,-40.163,-9.558,1.895,1.0058,False
-0.055,1.4,1.2682,88.23,-45.269,-11.151,1.949,1.006,False
-0.055,1.5,1.2682,94.05,-47.678,-11.947,1.973,1.006,False
-0.055,1.6,1.2682,99.68,-49.995,-12.744,1.994,1.006,False
-0.055,1.8,1.2682,110.28,-54.365,-14.337,2.029,1.006,False
-0.055,2.0,1.2682,119.85,-58.401,-15.93,2.052,1.006,False
-0.06,0.8,1.3007,53.21,-29.134,-6.372,1.826,0.938,False
-0.06,1.0,1.2541,62.73,-35.148,-7.965,1.785,0.9937,False
-0.06,1.2,1.2385,73.39,-40.716,-9.558,1.802,1.0202,False
-0.06,1.4,1.2385,84.8,-45.867,-11.151,1.849,1.0204,False
-0.06,1.5,1.2385,90.23,-48.294,-11.947,1.868,1.0204,False
-0.06,1.6,1.2385,95.47,-50.626,-12.744,1.886,1.0204,False
