EARLY_KILL_X,EARLY_KILL_Y,Sharpe,CAGR%,MaxDD%,Worst1D%,Calmar,WF_CV,baseline
15,0.0,1.4596,148.82,-51.551,-18.766,2.887,2.6776,False
15,0.0005,1.4596,148.82,-51.551,-18.766,2.887,2.6776,False
15,0.0008,1.4596,148.82,-51.551,-18.766,2.887,2.6776,False
15,0.001,1.4596,148.82,-51.551,-18.766,2.887,2.6776,False
15,0.0015,1.4596,148.82,-51.551,-18.766,2.887,2.6776,False
15,0.002,1.4596,148.82,-51.551,-18.766,2.887,2.6776,False
15,0.0025,1.4596,148.82,-51.551,-18.766,2.887,2.6776,False
15,0.003,1.4596,148.82,-51.551,-18.766,2.887,2.6776,False
20,0.0,0.6464,22.27,-59.166,-20.295,0.376,2.2548,False
20,0.0005,0.6464,22.27,-59.166,-20.295,0.376,2.2548,False
20,0.0008,0.6464,22.27,-59.166,-20.295,0.376,2.2548,False
20,0.001,0.6464,22.27,-59.166,-20.295,0.376,2.2548,False
20,0.0015,0.6464,22.27,-59.166,-20.295,0.376,2.2548,False
20,0.002,0.6464,22.27,-59.166,-20.295,0.376,2.2548,False
20,0.0025,0.6464,22.27,-59.166,-20.295,0.376,2.2548,False
20,0.003,0.6464,22.27,-59.166,-20.295,0.376,2.2548,False
25,0.0,1.8236,266.59,-38.822,-17.277,6.867,1.8756,False
25,0.0005,1.8236,266.59,-38.822,-17.277,6.867,1.8756,False
25,0.0008,1.8236,266.59,-38.822,-17.277,6.867,1.8756,False
25,0.001,1.8236,266.59,-38.822,-17.277,6.867,1.8756,False
25,0.0015,1.8236,266.59,-38.822,-17.277,6.867,1.8756,False
25,0.002,1.8236,266.59,-38.822,-17.277,6.867,1.8756,False
25,0.0025,1.8236,266.59,-38.822,-17.277,6.867,1.8756,False
25,0.003,1.8236,266.59,-38.822,-17.277,6.867,1.8756,False
30,0.0,0.9347,59.96,-53.055,-18.535,1.13,1.6315,False
30,0.0005,0.9347,59.96,-53.055,-18.535,1.13,1.6315,False
30,0.0008,0.9347,59.96,-53.055,-18.535,1.13,1.6315,False
30,0.001,0.9347,59.96,-53.055,-18.535,1.13,1.6315,False
30,0.0015,0.9347,59.96,-53.055,-18.535,1.13,1.6315,False
30,0.002,0.9347,59.96,-53.055,-18.535,1.13,1.6315,False
30,0.0025,0.9347,59.96,-53.055,-18.535,1.13,1.6315,False
30,0.003,0.9347,59.96,-53.055,-18.535,1.13,1.6315,False
35,0.0,1.2385,121.34,-62.807,-17.523,1.932,1.0204,False
35,0.0005,1.2385,121.34,-62.807,-17.523,1.932,1.0204,False
35,0.0008,1.2385,121.34,-62.807,-17.523,1.932,1.0204,False
35,0.001,1.2385,121.34,-62.807,-17.523,1.932,1.0204,False
35,0.0015,1.2385,121.34,-62.807,-17.523,1.932,1.0204,False
35,0.002,1.2385,121.34,-62.807,-17.523,1.932,1.0204,False
35,0.0025,1.2385,121.34,-62.807,-17.523,1.932,1.0204,False
35,0.003,1.2385,121.34,-62.807,-17.523,1.932,1.0204,True
40,0.0,1.958,379.2,-45.735,-14.333,8.291,0.8299,False
40,0.0005,1.958,379.2,-45.735,-14.333,8.291,0.8299,False
40,0.0008,1.958,379.2,-45.735,-14.333,8.291,0.8299,False
40,0.001,1.958,379.2,-45.735,-14.333,8.291,0.8299,False
40,0.0015,1.958,379.2,-45.735,-14.333,8.291,0.8299,False
40,0.002,1.958,379.2,-45.735,-14.333,8.291,0.8299,False
40,0.0025,1.958,379.2,-45.735,-14.333,8.291,0.8299,False
40,0.003,1.958,379.2,-45.735,-14.333,8.291,0.8299,False
45,0.0,2.324,682.15,-51.45,-15.939,13.258,0.8866,False
45,0.0005,2.324,682.15,-51.45,-15.939,13.258,0.8866,False
45,0.0008,2.324,682.15,-51.45,-15.939,13.258,0.8866,False
45,0.001,2.324,682.15,-51.45,-15.939,13.258,0.8866,False
45,0.0015,2.324,682.15,-51.45,-15.939,13.258,0.8866,False
45,0.002,2.324,682.15,-51.45,-15.939,13.258,0.8866,False
45,0.0025,2.324,682.15,-51.45,-15.939,13.258,0.8866,False
45,0.003,2.324,682.15,-51.45,-15.939,13.258,0.8866,False
50,0.0,1.8284,350.21,-54.766,-18.579,6.395,1.1052,False
50,0.0005,1.8284,350.21,-54.766,-18.579,6.395,1.1052,False
50,0.0008,1.8284,350.21,-54.766,-18.579,6.395,1.1052,False
50,0.001,1.8284,350.21,-54.766,-18.579,6.395,1.1052,False
50,0.0015,1.8284,350.21,-54.766,-18.579,6.395,1.1052,False
50,0.002,1.8284,350.21,-54.766,-18.579,6.395,1.1052,False
50,0.0025,1.8284,350.21,-54.766,-18.579,6.395,1.1052,False
50,0.003,1.8284,350.21,-54.766,-18.579,6.395,1.1052,False
