threshold_pct,threshold_sharpe,cells_above_threshold,pct_of_surface,largest_cluster_cells,baseline_in_cluster,verdict
0.95,1.4301,56,58.33,56,False,Robust plateau | baseline outside
0.975,1.4678,8,8.33,8,False,Robust plateau | baseline outside
0.99,1.4903,8,8.33,8,False,Robust plateau | baseline outside
