EARLY_KILL_Y,PORT_SL,Sharpe,CAGR%,MaxDD%,Worst1D%,Calmar,WF_CV,baseline
0.0,-0.04,1.3459,153.92,-60.227,-18.183,2.556,0.992,False
0.0,-0.05,1.2865,132.56,-61.332,-17.523,2.161,0.9961,False
0.0,-0.055,1.2682,128.22,-62.125,-17.523,2.064,1.006,False
0.0,-0.06,1.2385,121.34,-62.807,-17.523,1.932,1.0204,False
0.0,-0.065,1.2883,132.95,-61.674,-17.523,2.156,0.9952,False
0.0,-0.07,1.2883,132.95,-61.674,-17.523,2.156,0.9952,False
0.0,-0.075,1.2883,132.95,-61.674,-17.523,2.156,0.9952,False
0.0,-0.08,1.2883,132.95,-61.674,-17.523,2.156,0.9952,False
0.0,-0.085,1.2883,132.95,-61.674,-17.523,2.156,0.9952,False
0.0,-0.1,1.2883,132.95,-61.674,-17.523,2.156,0.9952,False
0.0005,-0.04,1.3459,153.92,-60.227,-18.183,2.556,0.992,False
0.0005,-0.05,1.2865,132.56,-61.332,-17.523,2.161,0.9961,False
0.0005,-0.055,1.2682,128.22,-62.125,-17.523,2.064,1.006,False
0.0005,-0.06,1.2385,121.34,-62.807,-17.523,1.932,1.0204,False
0.0005,-0.065,1.2883,132.95,-61.674,-17.523,2.156,0.9952,False
0.0005,-0.07,1.2883,132.95,-61.674,-17.523,2.156,0.9952,False
0.0005,-0.075,1.2883,132.95,-61.674,-17.523,2.156,0.9952,False
0.0005,-0.08,1.2883,132.95,-61.674,-17.523,2.156,0.9952,False
0.0005,-0.085,1.2883,132.95,-61.674,-17.523,2.156,0.9952,False
0.0005,-0.1,1.2883,132.95,-61.674,-17.523,2.156,0.9952,False
0.0008,-0.04,1.3459,153.92,-60.227,-18.183,2.556,0.992,False
0.0008,-0.05,1.2865,132.56,-61.332,-17.523,2.161,0.9961,False
0.0008,-0.055,1.2682,128.22,-62.125,-17.523,2.064,1.006,False
0.0008,-0.06,1.2385,121.34,-62.807,-17.523,1.932,1.0204,False
0.0008,-0.065,1.2883,132.95,-61.674,-17.523,2.156,0.9952,False
0.0008,-0.07,1.2883,132.95,-61.674,-17.523,2.156,0.9952,False
0.0008,-0.075,1.2883,132.95,-61.674,-17.523,2.156,0.9952,False
0.0008,-0.08,1.2883,132.95,-61.674,-17.523,2.156,0.9952,False
0.0008,-0.085,1.2883,132.95,-61.674,-17.523,2.156,0.9952,False
0.0008,-0.1,1.2883,132.95,-61.674,-17.523,2.156,0.9952,False
0.001,-0.04,1.3459,153.92,-60.227,-18.183,2.556,0.992,False
0.001,-0.05,1.2865,132.56,-61.332,-17.523,2.161,0.9961,False
0.001,-0.055,1.2682,128.22,-62.125,-17.523,2.064,1.006,False
0.001,-0.06,1.2385,121.34,-62.807,-17.523,1.932,1.0204,False
0.001,-0.065,1.2883,132.95,-61.674,-17.523,2.156,0.9952,False
0.001,-0.07,1.2883,132.95,-61.674,-17.523,2.156,0.9952,False
0.001,-0.075,1.2883,132.95,-61.674,-17.523,2.156,0.9952,False
0.001,-0.08,1.2883,132.95,-61.674,-17.523,2.156,0.9952,False
0.001,-0.085,1.2883,132.95,-61.674,-17.523,2.156,0.9952,False
0.001,-0.1,1.2883,132.95,-61.674,-17.523,2.156,0.9952,False
0.0015,-0.04,1.3459,153.92,-60.227,-18.183,2.556,0.992,False
0.0015,-0.05,1.2865,132.56,-61.332,-17.523,2.161,0.9961,False
0.0015,-0.055,1.2682,128.22,-62.125,-17.523,2.064,1.006,False
0.0015,-0.06,1.2385,121.34,-62.807,-17.523,1.932,1.0204,False
0.0015,-0.065,1.2883,132.95,-61.674,-17.523,2.156,0.9952,False
0.0015,-0.07,1.2883,132.95,-61.674,-17.523,2.156,0.9952,False
0.0015,-0.075,1.2883,132.95,-61.674,-17.523,2.156,0.9952,False
0.0015,-0.08,1.2883,132.95,-61.674,-17.523,2.156,0.9952,False
0.0015,-0.085,1.2883,132.95,-61.674,-17.523,2.156,0.9952,False
0.0015,-0.1,1.2883,132.95,-61.674,-17.523,2.156,0.9952,False
0.002,-0.04,1.3459,153.92,-60.227,-18.183,2.556,0.992,False
0.002,-0.05,1.2865,132.56,-61.332,-17.523,2.161,0.9961,False
0.002,-0.055,1.2682,128.22,-62.125,-17.523,2.064,1.006,False
0.002,-0.06,1.2385,121.34,-62.807,-17.523,1.932,1.0204,False
0.002,-0.065,1.2883,132.95,-61.674,-17.523,2.156,0.9952,False
0.002,-0.07,1.2883,132.95,-61.674,-17.523,2.156,0.9952,False
0.002,-0.075,1.2883,132.95,-61.674,-17.523,2.156,0.9952,False
0.002,-0.08,1.2883,132.95,-61.674,-17.523,2.156,0.9952,False
0.002,-0.085,1.2883,132.95,-61.674,-17.523,2.156,0.9952,False
0.002,-0.1,1.2883,132.95,-61.674,-17.523,2.156,0.9952,False
0.0025,-0.04,1.3459,153.92,-60.227,-18.183,2.556,0.992,False
0.0025,-0.05,1.2865,132.56,-61.332,-17.523,2.161,0.9961,False
0.0025,-0.055,1.2682,128.22,-62.125,-17.523,2.064,1.006,False
0.0025,-0.06,1.2385,121.34,-62.807,-17.523,1.932,1.0204,False
0.0025,-0.065,1.2883,132.95,-61.674,-17.523,2.156,0.9952,False
0.0025,-0.07,1.2883,132.95,-61.674,-17.523,2.156,0.9952,False
0.0025,-0.075,1.2883,132.95,-61.674,-17.523,2.156,0.9952,False
0.0025,-0.08,1.2883,132.95,-61.674,-17.523,2.156,0.9952,False
0.0025,-0.085,1.2883,132.95,-61.674,-17.523,2.156,0.9952,False
0.0025,-0.1,1.2883,132.95,-61.674,-17.523,2.156,0.9952,False
0.003,-0.04,1.3459,153.92,-60.227,-18.183,2.556,0.992,False
0.003,-0.05,1.2865,132.56,-61.332,-17.523,2.161,0.9961,False
0.003,-0.055,1.2682,128.22,-62.125,-17.523,2.064,1.006,False
0.003,-0.06,1.2385,121.34,-62.807,-17.523,1.932,1.0204,True
0.003,-0.065,1.2883,132.95,-61.674,-17.523,2.156,0.9952,False
0.003,-0.07,1.2883,132.95,-61.674,-17.523,2.156,0.9952,False
0.003,-0.075,1.2883,132.95,-61.674,-17.523,2.156,0.9952,False
0.003,-0.08,1.2883,132.95,-61.674,-17.523,2.156,0.9952,False
0.003,-0.085,1.2883,132.95,-61.674,-17.523,2.156,0.9952,False
0.003,-0.1,1.2883,132.95,-61.674,-17.523,2.156,0.9952,False
