PORT_SL,PORT_TSL,Sharpe,CAGR%,MaxDD%,Worst1D%,Calmar,WF_CV,baseline
-0.04,0.04,0.9796,69.63,-59.471,-18.007,1.171,1.3884,False
-0.04,0.045,0.9875,71.45,-56.898,-18.183,1.256,1.4585,False
-0.04,0.05,0.9989,73.34,-57.422,-18.183,1.277,1.3944,False
-0.04,0.055,1.0401,81.37,-57.581,-19.558,1.413,1.3791,False
-0.04,0.06,1.1949,113.89,-58.755,-19.558,1.938,1.2095,False
-0.04,0.065,1.1527,104.42,-58.755,-19.558,1.777,1.2478,False
-0.04,0.075,1.1639,108.03,-60.227,-19.558,1.794,1.3048,False
-0.04,0.08,1.3459,153.92,-60.227,-18.183,2.556,0.992,False
-0.04,0.085,1.3459,153.92,-60.227,-18.183,2.556,0.992,False
-0.04,0.09,1.3459,153.92,-60.227,-18.183,2.556,0.992,False
-0.04,0.095,1.3459,153.92,-60.227,-18.183,2.556,0.992,False
-0.04,0.1,1.3459,153.92,-60.227,-18.183,2.556,0.992,False
-0.04,0.105,1.3459,153.92,-60.227,-18.183,2.556,0.992,False
-0.04,0.11,1.3459,153.92,-60.227,-18.183,2.556,0.992,False
-0.04,0.115,1.3459,153.92,-60.227,-18.183,2.556,0.992,False
-0.04,0.12,1.3459,153.92,-60.227,-18.183,2.556,0.992,False
-0.04,0.125,1.3459,153.92,-60.227,-18.183,2.556,0.992,False
-0.04,0.13,1.3459,153.92,-60.227,-18.183,2.556,0.992,False
-0.05,0.04,0.9796,69.63,-59.471,-18.007,1.171,1.3884,False
-0.05,0.045,0.9765,69.22,-56.614,-19.47,1.223,1.4747,False
-0.05,0.05,1.3852,168.2,-57.506,-17.523,2.925,0.7272,False
-0.05,0.055,1.4202,178.93,-57.85,-19.558,3.093,0.7025,False
-0.05,0.06,1.594,222.67,-59.017,-19.654,3.773,0.5552,False
-0.05,0.065,1.5,195.56,-59.017,-23.529,3.314,0.622,False
-0.05,0.075,1.4767,187.04,-60.556,-23.529,3.089,0.6756,False
-0.05,0.08,1.7372,268.73,-60.556,-17.523,4.438,0.4726,False
-0.05,0.085,1.7183,262.07,-61.332,-17.523,4.273,0.4726,False
-0.05,0.09,1.7183,262.07,-61.332,-17.523,4.273,0.4726,False
-0.05,0.095,1.7183,262.07,-61.332,-17.523,4.273,0.4726,False
-0.05,0.1,1.7183,262.07,-61.332,-17.523,4.273,0.4726,False
-0.05,0.105,1.7183,262.07,-61.332,-17.523,4.273,0.4726,False
-0.05,0.11,1.7183,262.07,-61.332,-17.523,4.273,0.4726,False
-0.05,0.115,1.7183,262.07,-61.332,-17.523,4.273,0.4726,False
-0.05,0.12,1.7183,262.07,-61.332,-17.523,4.273,0.4726,False
-0.05,0.125,1.7183,262.07,-61.332,-17.523,4.273,0.4726,False
-0.05,0.13,1.7183,262.07,-61.332,-17.523,4.273,0.4726,False
-0.055,0.04,0.9796,69.63,-59.471,-18.007,1.171,1.3884,False
-0.055,0.045,0.9765,69.22,-56.614,-19.47,1.223,1.4747,False
-0.055,0.05,1.3852,168.2,-57.506,-17.523,2.925,0.7272,False
-0.055,0.055,1.399,171.75,-57.861,-19.558,2.968,0.7089,False
-0.055,0.06,1.6135,227.57,-59.222,-18.385,3.843,0.5216,False
-0.055,0.065,1.5023,195.55,-59.222,-23.529,3.302,0.6136,False
-0.055,0.075,1.4652,183.4,-60.819,-24.673,3.015,0.6813,False
-0.055,0.08,1.7318,266.66,-60.819,-17.523,4.385,0.465,False
-0.055,0.085,1.7128,260.0,-61.595,-17.523,4.221,0.465,False
-0.055,0.09,1.6996,255.44,-62.125,-17.523,4.112,0.465,False
-0.055,0.095,1.6996,255.44,-62.125,-17.523,4.112,0.465,False
-0.055,0.1,1.6996,255.44,-62.125,-17.523,4.112,0.465,False
-0.055,0.105,1.6996,255.44,-62.125,-17.523,4.112,0.465,False
-0.055,0.11,1.6996,255.44,-62.125,-17.523,4.112,0.465,False
-0.055,0.115,1.6996,255.44,-62.125,-17.523,4.112,0.465,False
-0.055,0.12,1.6996,255.44,-62.125,-17.523,4.112,0.465,False
-0.055,0.125,1.6996,255.44,-62.125,-17.523,4.112,0.465,False
-0.055,0.13,1.6996,255.44,-62.125,-17.523,4.112,0.465,False
-0.06,0.04,0.9796,69.63,-59.471,-18.007,1.171,1.3884,False
-0.06,0.045,0.9765,69.22,-56.614,-19.47,1.223,1.4747,False
-0.06,0.05,1.3852,168.2,-57.506,-17.523,2.925,0.7272,False
-0.06,0.055,1.399,171.75,-57.861,-19.558,2.968,0.7089,False
-0.06,0.06,1.6135,227.57,-59.222,-18.385,3.843,0.5216,False
-0.06,0.065,1.5023,195.55,-59.222,-23.529,3.302,0.6136,False
-0.06,0.075,1.4376,175.23,-60.819,-27.038,2.881,0.698,False
-0.06,0.08,1.7063,258.21,-60.819,-17.523,4.245,0.4679,False
-0.06,0.085,1.6874,251.69,-61.595,-17.523,4.086,0.4679,False
-0.06,0.09,1.6744,247.24,-62.125,-17.523,3.98,0.4679,False
-0.06,0.095,1.6573,241.5,-62.807,-17.523,3.845,0.4679,False
-0.06,0.1,1.6573,241.5,-62.807,-17.523,3.845,0.4679,False
-0.06,0.105,1.6573,241.5,-62.807,-17.523,3.845,0.4679,False
-0.06,0.11,1.6573,241.5,-62.807,-17.523,3.845,0.4679,False
-0.06,0.115,1.6573,241.5,-62.807,-17.523,3.845,0.4679,False
-0.06,0.12,1.6573,241.5,-62.807,-17.523,3.845,0.4679,False
-0.06,0.125,1.6573,241.5,-62.807,-17.523,3.845,0.4679,False
-0.06,0.13,1.6573,241.5,-62.807,-17.523,3.845,0.4679,False
-0.065,0.04,0.9796,69.63,-59.471,-18.007,1.171,1.3884,False
-0.065,0.045,0.9765,69.22,-56.614,-19.47,1.223,1.4747,False
-0.065,0.05,1.3852,168.2,-57.506,-17.523,2.925,0.7272,False
-0.065,0.055,1.399,171.75,-57.861,-19.558,2.968,0.7089,False
-0.065,0.06,1.6135,227.57,-59.222,-18.385,3.843,0.5216,False
-0.065,0.065,1.5023,195.55,-59.222,-23.529,3.302,0.6136,False
-0.065,0.075,1.4376,175.23,-60.819,-27.038,2.881,0.698,False
-0.065,0.08,1.7434,270.28,-60.819,-17.523,4.444,0.4661,False
-0.065,0.085,1.7243,263.55,-61.595,-17.523,4.279,0.4661,False
-0.065,0.09,1.7111,258.95,-62.125,-17.523,4.168,0.4661,False
-0.065,0.095,1.6938,253.02,-62.807,-17.523,4.028,0.4661,False
-0.065,0.1,1.7224,262.87,-61.674,-17.523,4.262,0.4661,False
-0.065,0.105,1.7224,262.87,-61.674,-17.523,4.262,0.4661,False
-0.065,0.11,1.7224,262.87,-61.674,-17.523,4.262,0.4661,False
-0.065,0.115,1.7224,262.87,-61.674,-17.523,4.262,0.4661,False
-0.065,0.12,1.7224,262.87,-61.674,-17.523,4.262,0.4661,False
-0.065,0.125,1.7224,262.87,-61.674,-17.523,4.262,0.4661,False
-0.065,0.13,1.7224,262.87,-61.674,-17.523,4.262,0.4661,False
-0.07,0.04,0.9796,69.63,-59.471,-18.007,1.171,1.3884,False
-0.07,0.045,0.9765,69.22,-56.614,-19.47,1.223,1.4747,False
-0.07,0.05,1.3852,168.2,-57.506,-17.523,2.925,0.7272,False
-0.07,0.055,1.399,171.75,-57.861,-19.558,2.968,0.7089,False
-0.07,0.06,1.6135,227.57,-59.222,-18.385,3.843,0.5216,False
-0.07,0.065,1.5023,195.55,-59.222,-23.529,3.302,0.6136,False
-0.07,0.075,1.4376,175.23,-60.819,-27.038,2.881,0.698,False
-0.07,0.08,1.7434,270.28,-60.819,-17.523,4.444,0.4661,False
-0.07,0.085,1.7243,263.55,-61.595,-17.523,4.279,0.4661,False
-0.07,0.09,1.7111,258.95,-62.125,-17.523,4.168,0.4661,False
-0.07,0.095,1.6938,253.02,-62.807,-17.523,4.028,0.4661,False
-0.07,0.1,1.7224,262.87,-61.674,-17.523,4.262,0.4661,False
-0.07,0.105,1.7224,262.87,-61.674,-17.523,4.262,0.4661,False
-0.07,0.11,1.7224,262.87,-61.674,-17.523,4.262,0.4661,False
-0.07,0.115,1.7224,262.87,-61.674,-17.523,4.262,0.4661,False
-0.07,0.12,1.7224,262.87,-61.674,-17.523,4.262,0.4661,False
-0.07,0.125,1.7224,262.87,-61.674,-17.523,4.262,0.4661,False
-0.07,0.13,1.7224,262.87,-61.674,-17.523,4.262,0.4661,False
-0.075,0.04,0.9796,69.63,-59.471,-18.007,1.171,1.3884,False
-0.075,0.045,0.9765,69.22,-56.614,-19.47,1.223,1.4747,False
-0.075,0.05,1.3852,168.2,-57.506,-17.523,2.925,0.7272,False
-0.075,0.055,1.399,171.75,-57.861,-19.558,2.968,0.7089,False
-0.075,0.06,1.6135,227.57,-59.222,-18.385,3.843,0.5216,False
-0.075,0.065,1.5023,195.55,-59.222,-23.529,3.302,0.6136,False
-0.075,0.075,1.4376,175.23,-60.819,-27.038,2.881,0.698,False
-0.075,0.08,1.7434,270.28,-60.819,-17.523,4.444,0.4661,False
-0.075,0.085,1.7243,263.55,-61.595,-17.523,4.279,0.4661,False
-0.075,0.09,1.7111,258.95,-62.125,-17.523,4.168,0.4661,False
-0.075,0.095,1.6938,253.02,-62.807,-17.523,4.028,0.4661,False
-0.075,0.1,1.7224,262.87,-61.674,-17.523,4.262,0.4661,False
-0.075,0.105,1.7224,262.87,-61.674,-17.523,4.262,0.4661,False
-0.075,0.11,1.7224,262.87,-61.674,-17.523,4.262,0.4661,False
-0.075,0.115,1.7224,262.87,-61.674,-17.523,4.262,0.4661,False
-0.075,0.12,1.7224,262.87,-61.674,-17.523,4.262,0.4661,False
-0.075,0.125,1.7224,262.87,-61.674,-17.523,4.262,0.4661,False
-0.075,0.13,1.7224,262.87,-61.674,-17.523,4.262,0.4661,False
-0.08,0.04,0.9796,69.63,-59.471,-18.007,1.171,1.3884,False
-0.08,0.045,0.9765,69.22,-56.614,-19.47,1.223,1.4747,False
-0.08,0.05,1.3852,168.2,-57.506,-17.523,2.925,0.7272,False
-0.08,0.055,1.399,171.75,-57.861,-19.558,2.968,0.7089,False
-0.08,0.06,1.6135,227.57,-59.222,-18.385,3.843,0.5216,False
-0.08,0.065,1.5023,195.55,-59.222,-23.529,3.302,0.6136,False
-0.08,0.075,1.4376,175.23,-60.819,-27.038,2.881,0.698,False
-0.08,0.08,1.7434,270.28,-60.819,-17.523,4.444,0.4661,False
-0.08,0.085,1.7243,263.55,-61.595,-17.523,4.279,0.4661,False
-0.08,0.09,1.7111,258.95,-62.125,-17.523,4.168,0.4661,False
-0.08,0.095,1.6938,253.02,-62.807,-17.523,4.028,0.4661,False
-0.08,0.1,1.7224,262.87,-61.674,-17.523,4.262,0.4661,False
-0.08,0.105,1.7224,262.87,-61.674,-17.523,4.262,0.4661,False
-0.08,0.11,1.7224,262.87,-61.674,-17.523,4.262,0.4661,False
-0.08,0.115,1.7224,262.87,-61.674,-17.523,4.262,0.4661,False
-0.08,0.12,1.7224,262.87,-61.674,-17.523,4.262,0.4661,False
-0.08,0.125,1.7224,262.87,-61.674,-17.523,4.262,0.4661,False
-0.08,0.13,1.7224,262.87,-61.674,-17.523,4.262,0.4661,False
