EARLY_FILL_X,EARLY_FILL_Y,Sharpe,CAGR%,MaxDD%,Worst1D%,Calmar,WF_CV,baseline
360,0.07,1.2282,120.1,-62.764,-19.62,1.914,1.1053,False
360,0.08,1.2256,119.85,-62.764,-17.523,1.91,1.0042,False
360,0.09,1.2463,125.22,-62.764,-17.523,1.995,1.0204,False
360,0.1,1.3444,154.87,-62.764,-17.523,2.467,0.957,False
360,0.15,1.4306,185.27,-62.764,-17.523,2.952,0.9786,False
360,0.175,1.459,196.38,-62.764,-17.523,3.129,0.9665,False
360,0.2,1.4768,204.28,-62.764,-17.523,3.255,0.9605,False
360,0.225,1.4639,198.48,-62.764,-17.523,3.162,0.9649,False
360,0.25,1.4639,198.48,-62.764,-17.523,3.162,0.9649,False
360,0.3,1.4639,198.48,-62.764,-17.523,3.162,0.9649,False
540,0.07,1.3991,168.09,-62.555,-17.523,2.687,0.8232,False
540,0.08,1.2256,119.85,-62.764,-17.523,1.91,1.0042,False
540,0.09,1.2463,125.22,-62.764,-17.523,1.995,1.0204,False
540,0.1,1.2695,131.28,-62.764,-17.523,2.092,0.9913,False
540,0.15,1.4146,178.6,-62.764,-17.523,2.846,0.9819,False
540,0.175,1.459,196.38,-62.764,-17.523,3.129,0.9665,False
540,0.2,1.4768,204.28,-62.764,-17.523,3.255,0.9605,False
540,0.225,1.4639,198.48,-62.764,-17.523,3.162,0.9649,False
540,0.25,1.4639,198.48,-62.764,-17.523,3.162,0.9649,False
540,0.3,1.4639,198.48,-62.764,-17.523,3.162,0.9649,False
600,0.07,1.3363,145.1,-63.251,-17.523,2.294,0.8232,False
600,0.08,1.2026,112.01,-62.96,-17.523,1.779,1.0042,False
600,0.09,1.2385,121.34,-62.807,-17.523,1.932,1.0204,False
600,0.1,1.2695,131.28,-62.764,-17.523,2.092,0.9913,False
600,0.15,1.4146,178.6,-62.764,-17.523,2.846,0.9819,False
600,0.175,1.459,196.38,-62.764,-17.523,3.129,0.9665,False
600,0.2,1.4768,204.28,-62.764,-17.523,3.255,0.9605,False
600,0.225,1.4639,198.48,-62.764,-17.523,3.162,0.9649,False
600,0.25,1.4639,198.48,-62.764,-17.523,3.162,0.9649,False
600,0.3,1.4639,198.48,-62.764,-17.523,3.162,0.9649,False
660,0.07,1.3051,136.63,-63.251,-17.523,2.16,0.8256,False
660,0.08,1.2026,112.01,-62.96,-17.523,1.779,1.0042,False
660,0.09,1.2385,121.34,-62.807,-17.523,1.932,1.0204,False
660,0.1,1.2695,131.28,-62.764,-17.523,2.092,0.9913,False
660,0.15,1.4146,178.6,-62.764,-17.523,2.846,0.9819,False
660,0.175,1.4648,199.13,-62.764,-17.523,3.173,0.9655,False
660,0.2,1.5054,219.55,-62.764,-17.523,3.498,0.9558,False
660,0.225,1.4639,198.48,-62.764,-17.523,3.162,0.9649,False
660,0.25,1.4639,198.48,-62.764,-17.523,3.162,0.9649,False
660,0.3,1.4639,198.48,-62.764,-17.523,3.162,0.9649,False
720,0.07,1.2954,134.09,-63.251,-17.523,2.12,0.8278,False
720,0.08,1.2069,113.04,-62.96,-17.523,1.795,1.0058,False
720,0.09,1.2385,121.34,-62.807,-17.523,1.932,1.0204,True
720,0.1,1.2634,128.39,-62.809,-17.523,2.044,0.9913,False
720,0.15,1.4146,178.6,-62.764,-17.523,2.846,0.9819,False
720,0.175,1.4648,199.13,-62.764,-17.523,3.173,0.9655,False
720,0.2,1.5054,219.55,-62.764,-17.523,3.498,0.9558,False
720,0.225,1.4639,198.48,-62.764,-17.523,3.162,0.9649,False
720,0.25,1.4639,198.48,-62.764,-17.523,3.162,0.9649,False
720,0.3,1.4639,198.48,-62.764,-17.523,3.162,0.9649,False
900,0.07,1.2306,115.27,-63.251,-17.523,1.822,0.8342,False
900,0.08,1.1911,109.38,-62.96,-17.523,1.737,1.0065,False
900,0.09,1.2598,126.71,-62.807,-17.523,2.017,1.0198,False
900,0.1,1.2634,128.39,-62.809,-17.523,2.044,0.9913,False
900,0.15,1.4146,178.6,-62.764,-17.523,2.846,0.9819,False
900,0.175,1.4648,199.13,-62.764,-17.523,3.173,0.9655,False
900,0.2,1.5054,219.55,-62.764,-17.523,3.498,0.9558,False
900,0.225,1.4639,198.48,-62.764,-17.523,3.162,0.9649,False
900,0.25,1.4639,198.48,-62.764,-17.523,3.162,0.9649,False
900,0.3,1.4639,198.48,-62.764,-17.523,3.162,0.9649,False
1080,0.07,1.5832,198.66,-63.251,-17.523,3.141,0.497,False
1080,0.08,1.68,261.42,-62.96,-17.523,4.152,0.5093,False
1080,0.09,1.7511,299.65,-62.807,-17.523,4.771,0.4892,False
1080,0.1,1.7548,304.74,-62.809,-17.523,4.852,0.4904,False
1080,0.15,1.8759,486.4,-62.764,-17.523,7.75,0.4892,False
1080,0.175,1.9103,497.05,-62.764,-17.523,7.919,0.48,False
1080,0.2,1.9365,518.4,-62.764,-17.523,8.259,0.473,False
1080,0.225,1.9085,490.6,-62.764,-17.523,7.817,0.4796,False
1080,0.25,1.8941,537.71,-62.764,-17.523,8.567,0.4878,False
1080,0.3,1.7959,690.35,-62.764,-17.523,10.999,0.4896,False
