EARLY_FILL_Y,EARLY_KILL_Y,Sharpe,CAGR%,MaxDD%,Worst1D%,Calmar,WF_CV,baseline
0.07,0.0,1.2954,134.09,-63.251,-17.523,2.12,0.8278,False
0.07,0.0005,1.2954,134.09,-63.251,-17.523,2.12,0.8278,False
0.07,0.0008,1.2954,134.09,-63.251,-17.523,2.12,0.8278,False
0.07,0.001,1.2954,134.09,-63.251,-17.523,2.12,0.8278,False
0.07,0.0015,1.2954,134.09,-63.251,-17.523,2.12,0.8278,False
0.07,0.002,1.2954,134.09,-63.251,-17.523,2.12,0.8278,False
0.07,0.0025,1.2954,134.09,-63.251,-17.523,2.12,0.8278,False
0.07,0.003,1.2954,134.09,-63.251,-17.523,2.12,0.8278,False
0.08,0.0,1.2069,113.04,-62.96,-17.523,1.795,1.0058,False
0.08,0.0005,1.2069,113.04,-62.96,-17.523,1.795,1.0058,False
0.08,0.0008,1.2069,113.04,-62.96,-17.523,1.795,1.0058,False
0.08,0.001,1.2069,113.04,-62.96,-17.523,1.795,1.0058,False
0.08,0.0015,1.2069,113.04,-62.96,-17.523,1.795,1.0058,False
0.08,0.002,1.2069,113.04,-62.96,-17.523,1.795,1.0058,False
0.08,0.0025,1.2069,113.04,-62.96,-17.523,1.795,1.0058,False
0.08,0.003,1.2069,113.04,-62.96,-17.523,1.795,1.0058,False
0.09,0.0,1.2385,121.34,-62.807,-17.523,1.932,1.0204,False
0.09,0.0005,1.2385,121.34,-62.807,-17.523,1.932,1.0204,False
0.09,0.0008,1.2385,121.34,-62.807,-17.523,1.932,1.0204,False
0.09,0.001,1.2385,121.34,-62.807,-17.523,1.932,1.0204,False
0.09,0.0015,1.2385,121.34,-62.807,-17.523,1.932,1.0204,False
0.09,0.002,1.2385,121.34,-62.807,-17.523,1.932,1.0204,False
0.09,0.0025,1.2385,121.34,-62.807,-17.523,1.932,1.0204,False
0.09,0.003,1.2385,121.34,-62.807,-17.523,1.932,1.0204,True
0.1,0.0,1.2634,128.39,-62.809,-17.523,2.044,0.9913,False
0.1,0.0005,1.2634,128.39,-62.809,-17.523,2.044,0.9913,False
0.1,0.0008,1.2634,128.39,-62.809,-17.523,2.044,0.9913,False
0.1,0.001,1.2634,128.39,-62.809,-17.523,2.044,0.9913,False
0.1,0.0015,1.2634,128.39,-62.809,-17.523,2.044,0.9913,False
0.1,0.002,1.2634,128.39,-62.809,-17.523,2.044,0.9913,False
0.1,0.0025,1.2634,128.39,-62.809,-17.523,2.044,0.9913,False
0.1,0.003,1.2634,128.39,-62.809,-17.523,2.044,0.9913,False
0.15,0.0,1.4146,178.6,-62.764,-17.523,2.846,0.9819,False
0.15,0.0005,1.4146,178.6,-62.764,-17.523,2.846,0.9819,False
0.15,0.0008,1.4146,178.6,-62.764,-17.523,2.846,0.9819,False
0.15,0.001,1.4146,178.6,-62.764,-17.523,2.846,0.9819,False
0.15,0.0015,1.4146,178.6,-62.764,-17.523,2.846,0.9819,False
0.15,0.002,1.4146,178.6,-62.764,-17.523,2.846,0.9819,False
0.15,0.0025,1.4146,178.6,-62.764,-17.523,2.846,0.9819,False
0.15,0.003,1.4146,178.6,-62.764,-17.523,2.846,0.9819,False
0.175,0.0,1.4648,199.13,-62.764,-17.523,3.173,0.9655,False
0.175,0.0005,1.4648,199.13,-62.764,-17.523,3.173,0.9655,False
0.175,0.0008,1.4648,199.13,-62.764,-17.523,3.173,0.9655,False
0.175,0.001,1.4648,199.13,-62.764,-17.523,3.173,0.9655,False
0.175,0.0015,1.4648,199.13,-62.764,-17.523,3.173,0.9655,False
0.175,0.002,1.4648,199.13,-62.764,-17.523,3.173,0.9655,False
0.175,0.0025,1.4648,199.13,-62.764,-17.523,3.173,0.9655,False
0.175,0.003,1.4648,199.13,-62.764,-17.523,3.173,0.9655,False
0.2,0.0,1.5054,219.55,-62.764,-17.523,3.498,0.9558,False
0.2,0.0005,1.5054,219.55,-62.764,-17.523,3.498,0.9558,False
0.2,0.0008,1.5054,219.55,-62.764,-17.523,3.498,0.9558,False
0.2,0.001,1.5054,219.55,-62.764,-17.523,3.498,0.9558,False
0.2,0.0015,1.5054,219.55,-62.764,-17.523,3.498,0.9558,False
0.2,0.002,1.5054,219.55,-62.764,-17.523,3.498,0.9558,False
0.2,0.0025,1.5054,219.55,-62.764,-17.523,3.498,0.9558,False
0.2,0.003,1.5054,219.55,-62.764,-17.523,3.498,0.9558,False
0.225,0.0,1.4639,198.48,-62.764,-17.523,3.162,0.9649,False
0.225,0.0005,1.4639,198.48,-62.764,-17.523,3.162,0.9649,False
0.225,0.0008,1.4639,198.48,-62.764,-17.523,3.162,0.9649,False
0.225,0.001,1.4639,198.48,-62.764,-17.523,3.162,0.9649,False
0.225,0.0015,1.4639,198.48,-62.764,-17.523,3.162,0.9649,False
0.225,0.002,1.4639,198.48,-62.764,-17.523,3.162,0.9649,False
0.225,0.0025,1.4639,198.48,-62.764,-17.523,3.162,0.9649,False
0.225,0.003,1.4639,198.48,-62.764,-17.523,3.162,0.9649,False
0.25,0.0,1.4639,198.48,-62.764,-17.523,3.162,0.9649,False
0.25,0.0005,1.4639,198.48,-62.764,-17.523,3.162,0.9649,False
0.25,0.0008,1.4639,198.48,-62.764,-17.523,3.162,0.9649,False
0.25,0.001,1.4639,198.48,-62.764,-17.523,3.162,0.9649,False
0.25,0.0015,1.4639,198.48,-62.764,-17.523,3.162,0.9649,False
0.25,0.002,1.4639,198.48,-62.764,-17.523,3.162,0.9649,False
0.25,0.0025,1.4639,198.48,-62.764,-17.523,3.162,0.9649,False
0.25,0.003,1.4639,198.48,-62.764,-17.523,3.162,0.9649,False
0.275,0.0,1.4639,198.48,-62.764,-17.523,3.162,0.9649,False
0.275,0.0005,1.4639,198.48,-62.764,-17.523,3.162,0.9649,False
0.275,0.0008,1.4639,198.48,-62.764,-17.523,3.162,0.9649,False
0.275,0.001,1.4639,198.48,-62.764,-17.523,3.162,0.9649,False
0.275,0.0015,1.4639,198.48,-62.764,-17.523,3.162,0.9649,False
0.275,0.002,1.4639,198.48,-62.764,-17.523,3.162,0.9649,False
0.275,0.0025,1.4639,198.48,-62.764,-17.523,3.162,0.9649,False
0.275,0.003,1.4639,198.48,-62.764,-17.523,3.162,0.9649,False
0.3,0.0,1.4639,198.48,-62.764,-17.523,3.162,0.9649,False
0.3,0.0005,1.4639,198.48,-62.764,-17.523,3.162,0.9649,False
0.3,0.0008,1.4639,198.48,-62.764,-17.523,3.162,0.9649,False
0.3,0.001,1.4639,198.48,-62.764,-17.523,3.162,0.9649,False
0.3,0.0015,1.4639,198.48,-62.764,-17.523,3.162,0.9649,False
0.3,0.002,1.4639,198.48,-62.764,-17.523,3.162,0.9649,False
0.3,0.0025,1.4639,198.48,-62.764,-17.523,3.162,0.9649,False
0.3,0.003,1.4639,198.48,-62.764,-17.523,3.162,0.9649,False
0.325,0.0,1.4639,198.48,-62.764,-17.523,3.162,0.9649,False
0.325,0.0005,1.4639,198.48,-62.764,-17.523,3.162,0.9649,False
0.325,0.0008,1.4639,198.48,-62.764,-17.523,3.162,0.9649,False
0.325,0.001,1.4639,198.48,-62.764,-17.523,3.162,0.9649,False
0.325,0.0015,1.4639,198.48,-62.764,-17.523,3.162,0.9649,False
0.325,0.002,1.4639,198.48,-62.764,-17.523,3.162,0.9649,False
0.325,0.0025,1.4639,198.48,-62.764,-17.523,3.162,0.9649,False
0.325,0.003,1.4639,198.48,-62.764,-17.523,3.162,0.9649,False
