threshold_pct,threshold_sharpe,cells_above_threshold,pct_of_surface,largest_cluster_cells,baseline_in_cluster,verdict
0.95,2.2078,8,12.5,8,False,Robust plateau | baseline outside
0.975,2.2659,8,12.5,8,False,Robust plateau | baseline outside
0.99,2.3008,8,12.5,8,False,Robust plateau | baseline outside
