threshold_pct,threshold_sharpe,cells_above_threshold,pct_of_surface,largest_cluster_cells,baseline_in_cluster,verdict
0.95,1.6562,99,55.0,99,False,Robust plateau | baseline outside
0.975,1.6998,74,41.11,42,False,Robust plateau | baseline outside
0.99,1.726,8,4.44,6,False,Robust plateau | baseline outside
