trial,L_HIGH,PORT_SL,PORT_TSL,EARLY_KILL_X,EARLY_KILL_Y,EARLY_FILL_Y,EARLY_FILL_X,Sharpe,CAGR%,MaxDD%,Calmar,WF_CV
0,2.320541,-0.058900,0.996821,37,0.002026,0.124245,870,1.346900,158.750000,-64.390000,2.465000,1.006500
1,2.325868,-0.053306,0.886604,34,0.004024,0.100358,906,1.052200,84.600000,-54.730000,1.546000,1.506800
2,2.175102,-0.055090,0.914738,31,0.003786,0.099480,869,1.073900,86.250000,-52.134000,1.654000,1.436000
3,2.135991,-0.068473,1.006143,38,0.002267,0.087604,457,1.306500,136.460000,-60.008000,2.274000,0.995700
4,2.047887,-0.063295,0.966086,40,0.002582,0.080673,702,1.898800,309.130000,-44.212000,6.992000,0.822600
5,2.063367,-0.053339,0.893440,32,0.003408,0.085475,912,0.914900,55.580000,-50.137000,1.109000,1.817100
6,2.288117,-0.056623,0.989710,38,0.002730,0.074760,825,1.308300,138.940000,-64.223000,2.163000,0.896900
7,2.041491,-0.054598,0.766988,38,0.003396,0.104772,882,1.374200,149.590000,-54.128000,2.764000,1.572100
8,2.181923,-0.061237,0.802745,31,0.003404,0.087919,758,0.989300,67.970000,-52.912000,1.285000,1.685600
9,2.316599,-0.062425,0.914466,36,0.002529,0.056219,684,1.166100,103.480000,-64.570000,1.603000,1.007500
10,2.074417,-0.058354,0.995419,32,0.001940,0.074260,601,1.050800,75.700000,-48.405000,1.564000,1.319700
11,2.271243,-0.061027,0.976653,37,0.002775,0.112609,528,1.328100,150.480000,-64.023000,2.350000,0.976500
12,1.989993,-0.052621,0.960037,35,0.002187,0.090075,520,1.289200,125.560000,-57.352000,2.189000,1.010400
13,2.286381,-0.059031,0.867876,33,0.003313,0.080051,482,0.997900,72.220000,-54.551000,1.324000,1.707400
14,2.031923,-0.068314,1.010317,37,0.002438,0.123781,881,1.377300,151.080000,-58.157000,2.598000,0.976500
15,2.295432,-0.059089,0.838505,31,0.003966,0.086816,549,1.036800,80.130000,-54.705000,1.465000,1.347400
16,2.114621,-0.061426,0.812729,39,0.003620,0.105801,681,1.215400,114.610000,-56.942000,2.013000,1.545100
17,2.256016,-0.061514,0.940459,31,0.002798,0.056996,717,0.811400,40.920000,-53.438000,0.766000,1.547200
18,2.125139,-0.053601,0.792919,36,0.002209,0.120609,767,1.350400,148.830000,-59.928000,2.484000,0.983000
19,2.132623,-0.061636,0.771157,40,0.002958,0.110357,480,2.060700,431.180000,-44.592000,9.669000,0.801200
20,2.194130,-0.059833,1.018213,36,0.002936,0.073222,623,1.397000,163.580000,-62.670000,2.610000,0.816100
21,2.209096,-0.058900,0.770835,38,0.003951,0.064098,751,1.345300,120.200000,-48.673000,2.470000,1.117600
22,2.027773,-0.063100,0.840933,37,0.003545,0.109343,494,1.257900,122.560000,-55.321000,2.216000,1.559400
23,2.383045,-0.055144,0.775101,36,0.002690,0.113745,898,1.333700,158.060000,-65.223000,2.423000,0.991700
24,2.119541,-0.068152,0.843548,35,0.002414,0.121395,527,1.356100,149.860000,-59.817000,2.505000,0.972800
25,1.999761,-0.058832,1.032941,39,0.003597,0.118137,947,1.705900,256.440000,-56.088000,4.572000,0.986300
26,2.208298,-0.056687,0.973443,37,0.002697,0.060802,862,1.092300,85.120000,-62.720000,1.357000,0.969700
27,2.095483,-0.067863,0.830062,31,0.003795,0.065036,535,1.116100,88.440000,-50.788000,1.741000,1.067800
28,2.243728,-0.066742,0.818037,33,0.003666,0.123972,720,1.241900,128.660000,-53.402000,2.409000,1.145800
29,2.043315,-0.051251,0.827007,31,0.003426,0.062772,724,1.008900,67.010000,-47.705000,1.405000,1.469800
30,2.285475,-0.061460,0.818939,38,0.003517,0.107207,507,1.274900,138.210000,-59.989000,2.304000,1.539400
31,2.034452,-0.067696,0.872346,33,0.002973,0.101726,982,1.510200,178.260000,-49.137000,3.628000,0.947300
32,2.106036,-0.067647,0.771712,36,0.003322,0.061625,513,1.440000,160.340000,-54.949000,2.918000,1.710900
33,2.164410,-0.068392,0.925931,39,0.003730,0.087651,884,1.210900,107.860000,-59.039000,1.827000,1.293800
34,1.987848,-0.052965,0.988946,38,0.002358,0.092215,781,1.281700,121.830000,-57.394000,2.123000,0.990100
35,2.361805,-0.061856,0.876394,34,0.002822,0.100939,932,1.498500,202.870000,-55.532000,3.653000,0.947400
36,2.179715,-0.055461,0.828899,37,0.003760,0.061580,470,1.290200,125.580000,-58.739000,2.138000,1.259400
37,2.241551,-0.053631,0.987659,33,0.002145,0.120310,527,1.051400,82.860000,-53.167000,1.558000,1.634800
38,2.105277,-0.053765,0.796182,30,0.001933,0.066574,463,0.957000,63.220000,-50.312000,1.257000,1.406800
39,2.240103,-0.063253,0.871280,33,0.003011,0.117000,922,1.511000,200.720000,-54.372000,3.692000,0.928800
40,1.999129,-0.054267,0.828921,32,0.003171,0.083971,460,0.739400,33.880000,-50.845000,0.666000,2.385800
41,2.144390,-0.060428,0.792451,38,0.001925,0.120589,489,1.331800,145.040000,-61.412000,2.362000,1.008200
42,2.351173,-0.067248,1.029484,38,0.003671,0.100259,881,1.201600,117.960000,-61.755000,1.910000,1.550900
43,2.039203,-0.060649,0.903840,39,0.002911,0.081726,800,1.240900,114.630000,-59.981000,1.911000,0.978500
44,2.097244,-0.053516,0.894027,34,0.002358,0.080461,643,0.879700,51.060000,-50.302000,1.015000,1.666200
45,2.124098,-0.057830,0.950151,33,0.004077,0.119977,709,1.168200,106.700000,-51.440000,2.074000,1.299100
46,2.124479,-0.060638,0.994111,37,0.003731,0.092356,797,1.196500,105.220000,-59.613000,1.765000,1.290500
47,2.106788,-0.064228,0.819649,37,0.003866,0.063511,786,1.423100,137.670000,-50.191000,2.743000,0.973500
48,2.021842,-0.064063,0.787813,39,0.002130,0.123039,893,1.386200,152.190000,-57.815000,2.632000,0.987000
49,2.241220,-0.065087,0.979681,39,0.002408,0.096485,487,1.322700,146.060000,-62.028000,2.355000,0.966500
50,2.251113,-0.054083,0.917537,36,0.002918,0.091629,872,1.302000,139.070000,-63.030000,2.206000,0.995500
51,2.331668,-0.059859,0.926890,39,0.002087,0.062431,483,1.305600,144.320000,-64.383000,2.242000,0.997400
52,2.269460,-0.058535,0.974067,37,0.002601,0.118682,871,1.316300,147.470000,-63.984000,2.305000,0.993000
53,2.099035,-0.057555,0.849899,32,0.002155,0.121401,684,1.077400,85.360000,-50.859000,1.678000,1.557100
54,2.148661,-0.064134,0.914308,39,0.003673,0.088515,649,1.137100,94.500000,-58.525000,1.615000,1.572500
55,2.414118,-0.063920,1.021823,31,0.003841,0.099869,502,1.111100,99.130000,-57.326000,1.729000,1.328400
56,2.238834,-0.063350,0.768322,35,0.003781,0.075266,696,1.343700,138.050000,-60.884000,2.267000,1.108500
57,2.174618,-0.056435,1.012979,38,0.002065,0.125786,938,1.851700,354.490000,-61.171000,5.795000,0.478600
58,2.104920,-0.066064,0.793733,40,0.003398,0.100809,484,2.022600,391.880000,-44.900000,8.728000,0.868300
59,2.374695,-0.051522,0.830024,31,0.003664,0.068271,957,1.369400,142.690000,-53.353000,2.674000,0.685100
60,2.268758,-0.051651,0.766466,31,0.003254,0.111707,569,1.100000,92.880000,-53.202000,1.746000,1.708400
61,2.353740,-0.052030,0.981260,39,0.003653,0.104265,915,1.206200,120.660000,-61.523000,1.961000,1.568500
62,1.997667,-0.054632,0.798729,35,0.003588,0.099361,922,1.711800,252.240000,-55.465000,4.548000,1.002300
63,2.048294,-0.064223,0.817121,33,0.003504,0.124575,784,1.222200,113.200000,-50.933000,2.222000,1.143000
64,2.003980,-0.062094,0.776435,39,0.003503,0.066465,485,1.300900,123.480000,-54.669000,2.259000,1.418900
65,2.060755,-0.068640,0.888811,38,0.003327,0.095214,516,1.463400,167.340000,-54.119000,3.092000,1.560400
66,2.396251,-0.056424,0.921065,37,0.003358,0.121723,518,1.424600,193.420000,-60.386000,3.203000,1.550000
67,2.203675,-0.058273,0.893026,31,0.002122,0.074021,608,1.046400,77.140000,-51.131000,1.509000,1.337200
68,2.168277,-0.061998,0.936350,34,0.002781,0.069669,771,0.975100,64.580000,-51.454000,1.255000,1.382700
69,2.119498,-0.051649,0.877968,35,0.002341,0.095217,758,1.321100,138.150000,-59.636000,2.317000,0.966700
70,2.288881,-0.062663,0.941157,33,0.003690,0.093538,680,1.045400,80.600000,-55.216000,1.460000,1.330600
71,2.255445,-0.057492,0.903440,37,0.003927,0.120316,722,1.239800,122.260000,-56.814000,2.152000,1.225900
72,2.208921,-0.065398,0.849902,38,0.002986,0.062342,474,1.335300,147.050000,-61.629000,2.386000,0.986400
73,2.350477,-0.052000,0.840765,33,0.002215,0.076600,860,0.916800,56.620000,-55.030000,1.029000,1.693800
74,1.986460,-0.065889,0.996268,34,0.002169,0.097261,501,1.017300,72.280000,-48.656000,1.486000,1.592600
75,2.140565,-0.068252,1.033775,38,0.002546,0.103512,838,1.327400,142.370000,-60.153000,2.367000,0.970200
76,2.150650,-0.062536,0.767896,32,0.003060,0.065790,528,0.974500,66.460000,-52.793000,1.259000,1.395400
77,2.347974,-0.068804,0.915112,38,0.004177,0.064195,690,1.429800,142.500000,-49.763000,2.864000,1.058900
78,2.152732,-0.052441,0.968939,34,0.002926,0.064848,536,0.970900,65.910000,-51.220000,1.287000,1.464500
79,2.379126,-0.051804,0.827870,33,0.002976,0.096224,716,0.973300,67.960000,-55.619000,1.222000,1.695100
80,2.017011,-0.055386,0.992769,36,0.003358,0.102255,871,1.350500,141.100000,-53.670000,2.629000,1.585600
81,2.005568,-0.057599,0.910672,33,0.003827,0.088745,875,1.059600,77.240000,-49.283000,1.567000,1.328000
82,2.354887,-0.060086,1.010579,36,0.003841,0.078523,719,1.196500,108.220000,-56.539000,1.914000,1.142400
83,2.213821,-0.052890,0.872609,39,0.003314,0.066780,627,1.424400,156.480000,-56.936000,2.748000,1.601800
84,2.064305,-0.051447,1.015414,34,0.002538,0.097090,436,0.995400,69.990000,-49.483000,1.414000,1.699600
85,2.102330,-0.063655,0.936118,40,0.003289,0.088380,871,1.877500,312.060000,-45.296000,6.889000,0.867500
86,2.377464,-0.063973,1.025067,38,0.003880,0.062215,854,1.273100,115.020000,-54.783000,2.100000,1.087600
87,2.173639,-0.060956,0.941608,40,0.004163,0.074752,855,1.744700,255.860000,-56.118000,4.559000,0.706600
88,2.309993,-0.057237,0.798445,30,0.003666,0.089258,1000,1.484500,187.580000,-54.604000,3.435000,0.753300
89,2.184588,-0.068603,0.876126,38,0.002004,0.093993,894,1.310500,137.560000,-61.054000,2.253000,1.002300
90,2.386869,-0.065806,0.774982,34,0.001917,0.061868,821,0.918900,56.910000,-53.066000,1.073000,1.471100
91,2.293834,-0.064927,0.998673,37,0.003722,0.057525,567,0.991000,67.170000,-64.054000,1.049000,1.268000
92,2.253635,-0.066446,0.766215,35,0.003425,0.056132,663,1.088200,84.810000,-60.698000,1.397000,1.569400
93,2.374079,-0.063089,0.829168,39,0.002635,0.115441,604,1.354000,162.810000,-64.655000,2.518000,0.976400
94,2.239741,-0.058145,0.839203,39,0.002250,0.060106,629,1.164200,103.430000,-63.492000,1.629000,0.929900
95,2.295761,-0.065534,1.034661,33,0.002779,0.063851,763,0.941900,60.300000,-53.680000,1.123000,1.391200
96,2.418935,-0.063616,0.925707,34,0.003997,0.089778,509,1.059800,86.200000,-57.405000,1.502000,1.331600
97,2.140767,-0.052209,0.819534,30,0.002888,0.099687,630,0.995100,70.980000,-51.005000,1.392000,1.696900
98,2.164968,-0.068266,0.968030,35,0.002483,0.118584,567,1.356200,152.440000,-60.655000,2.513000,0.972800
99,2.123151,-0.067363,0.907976,37,0.003218,0.101048,604,1.437600,166.260000,-55.259000,3.009000,1.588600
100,2.086204,-0.056805,0.806969,39,0.002480,0.094427,888,1.267200,123.230000,-59.865000,2.058000,1.004900
101,2.324883,-0.058891,0.893589,40,0.003419,0.112654,952,2.194200,576.100000,-47.495000,12.130000,0.552900
102,2.326540,-0.054333,0.916786,31,0.003367,0.122785,727,1.123500,99.560000,-54.741000,1.819000,1.749000
103,2.170508,-0.051645,1.024139,31,0.001899,0.071717,470,1.015000,73.190000,-50.913000,1.437000,1.364700
104,2.180252,-0.060290,0.849394,31,0.002068,0.081684,467,0.923900,59.060000,-52.581000,1.123000,1.603900
105,2.287203,-0.054726,0.846559,34,0.002800,0.054120,497,0.886200,53.050000,-54.764000,0.969000,1.599300
106,2.359616,-0.051022,0.902205,35,0.002599,0.085056,882,1.267300,132.580000,-64.324000,2.061000,0.983300
107,2.350130,-0.055686,0.852072,32,0.002952,0.103195,563,1.028700,79.070000,-54.653000,1.447000,1.625100
108,2.125524,-0.067747,0.778114,35,0.003508,0.064833,459,1.282300,125.390000,-57.142000,2.194000,1.418900
109,2.040810,-0.067539,0.767500,32,0.001875,0.061965,789,0.921600,55.370000,-47.118000,1.175000,1.461100
110,2.086321,-0.061246,0.924353,38,0.001811,0.115443,789,1.354000,147.290000,-60.326000,2.442000,0.991900
111,2.051607,-0.064913,0.995983,33,0.004005,0.086721,780,0.947500,60.970000,-50.994000,1.196000,1.433700
112,2.413246,-0.057508,0.984553,33,0.003718,0.097253,557,1.129600,103.320000,-56.326000,1.834000,1.328400
113,2.162171,-0.056717,0.786089,30,0.002632,0.055370,527,0.935400,60.200000,-51.301000,1.174000,1.574600
114,2.299081,-0.063746,0.964417,33,0.003936,0.096756,505,1.111100,97.070000,-55.391000,1.752000,1.328400
115,2.043236,-0.063476,0.811695,35,0.004180,0.054289,442,1.384900,124.300000,-43.759000,2.841000,1.226400
116,2.416957,-0.061523,0.799266,39,0.003913,0.092606,790,1.360600,151.770000,-54.412000,2.789000,1.125800
117,2.100202,-0.051909,0.925533,33,0.003393,0.114210,442,1.114900,91.770000,-50.802000,1.806000,1.709000
118,2.242114,-0.055163,1.000950,33,0.003266,0.093855,660,0.965400,65.630000,-53.302000,1.231000,1.803200
119,2.278153,-0.064064,0.918073,38,0.004160,0.084188,728,1.264000,112.870000,-48.656000,2.320000,1.233900
120,1.985487,-0.065329,0.905462,34,0.002026,0.118055,660,1.060500,80.080000,-49.629000,1.613000,1.540400
121,2.280336,-0.053689,1.024618,32,0.002279,0.115847,958,1.543500,216.100000,-53.835000,4.014000,0.817300
122,2.073345,-0.059456,0.963044,39,0.002710,0.091225,859,1.254500,120.280000,-60.479000,1.989000,1.010600
123,2.301700,-0.065093,0.918882,31,0.003970,0.116321,892,1.182600,115.010000,-55.436000,2.075000,1.220100
124,2.023939,-0.054679,0.965772,30,0.004150,0.081154,846,0.814800,42.900000,-53.844000,0.797000,1.835500
125,2.370531,-0.058103,0.851166,36,0.003194,0.083458,779,1.319600,140.060000,-60.493000,2.315000,1.618100
126,2.391568,-0.059418,0.818120,34,0.002746,0.063440,526,0.989700,70.760000,-56.080000,1.262000,1.396400
127,2.281207,-0.057111,1.022823,32,0.002037,0.108252,939,1.538100,210.320000,-53.992000,3.895000,0.809500
