Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
Calmar,delta,1,0.0438,0.4616,-0.1446,0.0145,285,yes
Sortino,delta,1,-0.0173,0.741,-0.1149,0.0277,367,yes
CAGR%,delta,1,0.0102,0.8456,-0.1086,0.0376,367,yes
Calmar,level,1,-0.0561,0.3444,-0.0933,0.1155,286,
Sharpe,delta,1,-0.0588,0.2969,-0.0911,0.1056,317,
AvgDailyRet%,delta,1,0.0015,0.9772,-0.0895,0.0869,367,
Sharpe,level,1,-0.0952,0.0902,-0.0735,0.1913,318,
CAGR%,level,1,-0.0058,0.9123,-0.0679,0.1937,368,
AvgDailyRet%,level,1,-0.0714,0.1717,-0.0676,0.196,368,
Sortino,level,1,-0.035,0.5029,-0.0387,0.4588,368,
Calmar,delta,3,-0.0432,0.4691,-0.1202,0.0433,283,yes
AvgDailyRet%,delta,3,-0.028,0.5945,-0.0885,0.0913,365,
CAGR%,delta,3,-0.0125,0.8115,-0.0831,0.113,365,
Sharpe,delta,3,-0.0633,0.2629,-0.0796,0.1586,315,
Calmar,level,3,-0.1352,0.0227,-0.0668,0.262,284,
AvgDailyRet%,level,3,-0.1265,0.0155,-0.0646,0.2175,366,
CAGR%,level,3,-0.0279,0.5953,-0.0531,0.3109,366,
Sortino,delta,3,0.0008,0.9884,-0.0452,0.3896,365,
Sharpe,level,3,-0.1385,0.0137,-0.0384,0.496,316,
Sortino,level,3,-0.0541,0.3016,-0.0241,0.6459,366,
Calmar,delta,5,-0.0405,0.499,-0.1116,0.0618,281,
CAGR%,delta,5,0.005,0.925,-0.0898,0.0876,363,
AvgDailyRet%,delta,5,0.0,0.9997,-0.0751,0.1532,363,
AvgDailyRet%,level,5,-0.1483,0.0046,-0.0696,0.185,364,
Sharpe,delta,5,-0.0352,0.5344,-0.0685,0.2269,313,
CAGR%,level,5,-0.0123,0.8157,-0.0441,0.4015,364,
Sortino,delta,5,-0.0011,0.9835,-0.0371,0.4809,363,
Calmar,level,5,-0.0859,0.1503,-0.0367,0.5388,282,
Sortino,level,5,-0.0645,0.2194,-0.0111,0.8324,364,
Sharpe,level,5,-0.1459,0.0096,-0.0061,0.9148,314,
