Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
Calmar,level,1,-0.0809,0.2584,-0.1155,0.106,197,
Sharpe,level,1,-0.1,0.1089,-0.0981,0.1162,258,
CAGR%,level,1,-0.0822,0.1061,-0.0614,0.2273,388,
AvgDailyRet%,level,1,-0.0604,0.2351,-0.0614,0.2276,388,
Sortino,delta,1,-0.0114,0.8238,-0.0443,0.3843,387,
Calmar,delta,1,-0.0062,0.9311,-0.0408,0.5703,196,
Sharpe,delta,1,-0.0096,0.8784,-0.0399,0.5241,257,
AvgDailyRet%,delta,1,0.0149,0.7707,-0.0368,0.4709,387,
CAGR%,delta,1,0.0671,0.1878,-0.0292,0.5668,387,
Sortino,level,1,-0.0324,0.5243,-0.0088,0.8627,388,
Sharpe,level,3,-0.1706,0.0062,-0.1996,0.0013,256,yes
Calmar,level,3,-0.121,0.0904,-0.1182,0.0981,197,
Calmar,delta,3,-0.0127,0.8599,-0.096,0.1808,196,
CAGR%,level,3,-0.2046,0.0001,-0.0863,0.0904,386,
AvgDailyRet%,level,3,-0.1051,0.039,-0.0828,0.1042,386,
Sharpe,delta,3,-0.0459,0.4654,-0.0468,0.4564,255,
CAGR%,delta,3,-0.0536,0.2946,-0.0403,0.4299,385,
AvgDailyRet%,delta,3,-0.0378,0.4597,-0.0326,0.5243,385,
Sortino,level,3,-0.0344,0.5008,-0.0257,0.6143,386,
Sortino,delta,3,-0.0726,0.1552,-0.0026,0.9595,385,
Sharpe,level,5,-0.1741,0.0054,-0.1922,0.0021,254,yes
CAGR%,delta,5,-0.0685,0.1808,-0.0671,0.1901,383,
Sharpe,delta,5,-0.0607,0.3365,-0.0642,0.3091,253,
AvgDailyRet%,delta,5,-0.0205,0.6894,-0.0493,0.3361,383,
Calmar,delta,5,0.0529,0.4618,-0.0444,0.5362,196,
AvgDailyRet%,level,5,-0.0996,0.0511,-0.0394,0.4409,384,
Calmar,level,5,-0.1848,0.0093,-0.0342,0.633,197,
CAGR%,level,5,-0.1445,0.0045,-0.0302,0.5554,384,
Sortino,delta,5,-0.0299,0.5592,-0.0104,0.84,383,
Sortino,level,5,-0.0124,0.809,-0.0045,0.93,384,
