EARLY_FILL_Y,EARLY_KILL_Y,VOL_LEV_MAX_BOOST,Sharpe,CAGR_pct,MaxDD_pct,Calmar,WF_CV,baseline
0.07,0.001,1.2,2.2844,584.33,-35.172,16.614,1.1148,False
0.07,0.001,1.3,2.3278,666.56,-35.993,18.519,1.0735,False
0.07,0.001,1.4,2.3375,719.67,-36.81,19.551,1.0448,False
0.07,0.001,1.5,2.4416,864.54,-37.621,22.98,0.9727,False
0.07,0.001,1.6,2.5714,1063.56,-38.426,27.678,0.899,False
0.07,0.001,1.7,2.651,1238.94,-39.227,31.584,0.8638,False
0.07,0.001,1.8,2.6837,1341.99,-40.022,33.532,0.8455,False
0.07,0.001,1.9,2.7105,1445.18,-40.689,35.517,0.8294,False
0.07,0.001,2.0,2.7307,1546.78,-41.117,37.619,0.8155,False
0.07,0.001,2.5,2.7307,1546.78,-41.117,37.619,0.8155,False
0.07,0.001,3.0,2.7307,1546.78,-41.117,37.619,0.8155,False
0.07,0.0015,1.2,2.2844,584.33,-35.172,16.614,1.1148,False
0.07,0.0015,1.3,2.3278,666.56,-35.993,18.519,1.0735,False
0.07,0.0015,1.4,2.3375,719.67,-36.81,19.551,1.0448,False
0.07,0.0015,1.5,2.4416,864.54,-37.621,22.98,0.9727,False
0.07,0.0015,1.6,2.5714,1063.56,-38.426,27.678,0.899,False
0.07,0.0015,1.7,2.651,1238.94,-39.227,31.584,0.8638,False
0.07,0.0015,1.8,2.6837,1341.99,-40.022,33.532,0.8455,False
0.07,0.0015,1.9,2.7105,1445.18,-40.689,35.517,0.8294,False
0.07,0.0015,2.0,2.7307,1546.78,-41.117,37.619,0.8155,False
0.07,0.0015,2.5,2.7307,1546.78,-41.117,37.619,0.8155,False
0.07,0.0015,3.0,2.7307,1546.78,-41.117,37.619,0.8155,False
0.07,0.003,1.2,2.2844,584.33,-35.172,16.614,1.1148,False
0.07,0.003,1.3,2.3278,666.56,-35.993,18.519,1.0735,False
0.07,0.003,1.4,2.3375,719.67,-36.81,19.551,1.0448,False
0.07,0.003,1.5,2.4416,864.54,-37.621,22.98,0.9727,False
0.07,0.003,1.6,2.5714,1063.56,-38.426,27.678,0.899,False
0.07,0.003,1.7,2.651,1238.94,-39.227,31.584,0.8638,False
0.07,0.003,1.8,2.6837,1341.99,-40.022,33.532,0.8455,False
0.07,0.003,1.9,2.7105,1445.18,-40.689,35.517,0.8294,False
0.07,0.003,2.0,2.7307,1546.78,-41.117,37.619,0.8155,False
0.07,0.003,2.5,2.7307,1546.78,-41.117,37.619,0.8155,False
0.07,0.003,3.0,2.7307,1546.78,-41.117,37.619,0.8155,False
0.08,0.001,1.2,2.6817,1089.41,-35.172,30.974,0.8644,False
0.08,0.001,1.3,2.7082,1210.48,-35.993,33.631,0.8302,False
0.08,0.001,1.4,2.8239,1500.23,-36.81,40.757,0.7697,False
0.08,0.001,1.5,2.9531,1888.64,-37.621,50.202,0.7116,False
0.08,0.001,1.6,2.9999,2120.81,-38.294,55.382,0.6923,False
0.08,0.001,1.7,3.0376,2349.47,-38.73,60.663,0.6817,False
0.08,0.001,1.8,3.0765,2622.7,-39.165,66.965,0.6721,False
0.08,0.001,1.9,3.1032,2898.8,-39.601,73.2,0.6625,False
0.08,0.001,2.0,3.1294,3159.68,-40.688,77.656,0.6536,False
0.08,0.001,2.5,3.1294,3159.68,-40.688,77.656,0.6536,False
0.08,0.001,3.0,3.1294,3159.68,-40.688,77.656,0.6536,False
0.08,0.0015,1.2,2.6817,1089.41,-35.172,30.974,0.8644,False
0.08,0.0015,1.3,2.7082,1210.48,-35.993,33.631,0.8302,False
0.08,0.0015,1.4,2.8239,1500.23,-36.81,40.757,0.7697,False
0.08,0.0015,1.5,2.9531,1888.64,-37.621,50.202,0.7116,False
0.08,0.0015,1.6,2.9999,2120.81,-38.294,55.382,0.6923,False
0.08,0.0015,1.7,3.0376,2349.47,-38.73,60.663,0.6817,False
0.08,0.0015,1.8,3.0765,2622.7,-39.165,66.965,0.6721,False
0.08,0.0015,1.9,3.1032,2898.8,-39.601,73.2,0.6625,False
