L_HIGH,PORT_TSL,Sharpe,CAGR%,MaxDD%,Worst1D%,Calmar,WF_CV,baseline
1.6,0.09,3.7576,2235.6,-25.02,-11.294,89.354,0.4621,False
1.6,0.095,3.805,2440.43,-21.119,-12.805,115.553,0.4332,False
1.6,0.1,3.763,2396.26,-21.694,-12.805,110.457,0.4332,False
1.6,0.105,3.763,2396.26,-21.694,-12.805,110.457,0.4332,False
1.6,0.11,3.752,2374.29,-22.026,-12.805,107.793,0.4333,False
1.6,0.115,3.741,2353.75,-22.349,-12.805,105.316,0.4334,False
1.6,0.12,3.741,2353.75,-22.349,-12.805,105.316,0.4334,False
1.6,0.125,3.741,2353.75,-22.349,-12.805,105.316,0.4334,False
1.6,0.13,3.741,2353.75,-22.349,-12.805,105.316,0.4334,False
1.75,0.04,2.0995,523.2,-51.795,-17.981,10.101,2.0311,False
1.75,0.045,2.4471,915.08,-49.775,-17.981,18.384,1.9613,False
1.75,0.05,2.9898,1579.79,-45.038,-17.981,35.077,0.9838,False
1.75,0.055,3.4098,2510.15,-36.986,-17.981,67.867,0.6269,False
1.75,0.06,3.4944,2352.14,-24.481,-15.509,96.079,0.4805,False
1.75,0.065,3.5151,2492.71,-29.653,-20.029,84.063,0.4486,False
1.75,0.075,3.7785,2868.61,-25.594,-13.077,112.082,0.4518,False
1.75,0.08,3.7598,2836.76,-25.741,-13.002,110.203,0.4528,False
1.75,0.085,3.7576,2911.07,-27.107,-12.353,107.391,0.4621,False
1.75,0.09,3.7576,2911.07,-27.107,-12.353,107.391,0.4621,False
1.75,0.095,3.805,3197.93,-22.934,-14.005,139.441,0.4332,False
1.75,0.1,3.763,3133.17,-23.546,-14.005,133.065,0.4332,False
1.75,0.105,3.763,3133.17,-23.546,-14.005,133.065,0.4332,False
1.75,0.11,3.752,3101.84,-23.903,-14.005,129.767,0.4333,False
1.75,0.115,3.741,3072.51,-24.25,-14.005,126.702,0.4334,False
1.75,0.12,3.741,3072.51,-24.25,-14.005,126.702,0.4334,False
1.75,0.125,3.741,3072.51,-24.25,-14.005,126.702,0.4334,False
1.75,0.13,3.741,3072.51,-24.25,-14.005,126.702,0.4334,False
2.0,0.04,2.0995,639.76,-57.386,-20.55,11.148,2.0311,False
2.0,0.045,2.4471,1181.45,-54.85,-20.55,21.54,1.9613,False
2.0,0.05,2.9898,2193.24,-50.886,-20.55,43.101,0.9838,False
2.0,0.055,3.4098,3707.64,-41.324,-20.55,89.721,0.6269,False
2.0,0.06,3.4944,3474.14,-27.66,-17.725,125.6,0.4805,False
2.0,0.065,3.5151,3694.75,-33.465,-22.89,110.408,0.4486,False
2.0,0.075,3.7785,4366.43,-28.827,-14.945,151.472,0.4518,False
2.0,0.08,3.7598,4309.62,-28.989,-14.859,148.665,0.4528,False
2.0,0.085,3.7576,4431.96,-30.493,-14.118,145.343,0.4621,False
2.0,0.09,3.7576,4431.96,-30.493,-14.118,145.343,0.4621,False
2.0,0.095,3.805,4919.97,-25.897,-16.006,189.981,0.4332,False
2.0,0.1,3.763,4801.5,-26.567,-16.006,180.733,0.4332,False
2.0,0.105,3.763,4801.5,-26.567,-16.006,180.733,0.4332,False
2.0,0.11,3.752,4746.59,-26.962,-16.006,176.046,0.4333,False
2.0,0.115,3.741,4695.09,-27.346,-16.006,171.689,0.4334,False
2.0,0.12,3.741,4695.09,-27.346,-16.006,171.689,0.4334,False
2.0,0.125,3.741,4695.09,-27.346,-16.006,171.689,0.4334,False
2.0,0.13,3.741,4695.09,-27.346,-16.006,171.689,0.4334,False
