slippage_one_way_pct,round_trip_pct,sharpe,sharpe_delta,cagr_pct,maxdd_pct,calmar,grade
0.05,0.1,3.6493,-0.1245,930.39,-18.55,50.17,Excellent
0.1,0.2,3.5233,-0.2504,836.01,-18.97,44.07,Excellent
0.25,0.5,3.1373,-0.6365,601.23,-20.23,29.72,Excellent
0.5,1.0,2.4685,-1.3053,332.52,-22.29,14.91,Strong
1.0,2.0,1.0568,-2.7169,63.36,-31.84,1.99,Weak
