PORT_SL,L_HIGH,Sharpe,CAGR%,MaxDD%,Worst1D%,Calmar,WF_CV,baseline
-0.075,1.5,3.7626,1837.47,-22.224,-11.688,82.68,0.4626,False
-0.075,1.6,3.7626,2202.01,-23.568,-12.467,93.432,0.4626,False
-0.075,1.8,3.7626,3121.41,-26.207,-14.025,119.104,0.4626,False
-0.075,2.0,3.7626,4356.52,-28.782,-15.584,151.363,0.4626,False
-0.08,0.8,3.7602,431.79,-12.342,-6.233,34.984,0.4619,False
-0.08,1.0,3.7626,682.04,-15.251,-7.792,44.721,0.4626,False
-0.08,1.2,3.7626,1034.55,-18.091,-9.35,57.186,0.4626,False
-0.08,1.4,3.7626,1525.82,-20.863,-10.909,73.135,0.4626,False
-0.08,1.5,3.7626,1837.47,-22.224,-11.688,82.68,0.4626,False
-0.08,1.6,3.7626,2202.01,-23.568,-12.467,93.432,0.4626,False
-0.08,1.8,3.7626,3121.41,-26.207,-14.025,119.104,0.4626,False
-0.08,2.0,3.7626,4356.52,-28.782,-15.584,151.363,0.4626,False
-0.085,0.8,3.7602,431.79,-12.342,-6.233,34.984,0.4619,False
-0.085,1.0,3.7626,682.04,-15.251,-7.792,44.721,0.4626,False
-0.085,1.2,3.7626,1034.55,-18.091,-9.35,57.186,0.4626,False
-0.085,1.4,3.7626,1525.82,-20.863,-10.909,73.135,0.4626,False
-0.085,1.5,3.7626,1837.47,-22.224,-11.688,82.68,0.4626,False
-0.085,1.6,3.7626,2202.01,-23.568,-12.467,93.432,0.4626,False
-0.085,1.8,3.7626,3121.41,-26.207,-14.025,119.104,0.4626,False
-0.085,2.0,3.7626,4356.52,-28.782,-15.584,151.363,0.4626,False
-0.1,0.8,3.7602,431.79,-12.342,-6.233,34.984,0.4619,False
-0.1,1.0,3.7626,682.04,-15.251,-7.792,44.721,0.4626,False
-0.1,1.2,3.7626,1034.55,-18.091,-9.35,57.186,0.4626,False
-0.1,1.4,3.7626,1525.82,-20.863,-10.909,73.135,0.4626,False
-0.1,1.5,3.7626,1837.47,-22.224,-11.688,82.68,0.4626,False
-0.1,1.6,3.7626,2202.01,-23.568,-12.467,93.432,0.4626,False
-0.1,1.8,3.7626,3121.41,-26.207,-14.025,119.104,0.4626,False
-0.1,2.0,3.7626,4356.52,-28.782,-15.584,151.363,0.4626,False
