n_removed,days_removed,sharpe,cagr_pct,maxdd_pct,delta_sharpe,delta_cagr_pct
0,,3.7738,1034.19,-18.12,0.0,0.0
1,21.4%,3.6471,854.74,-18.12,-0.1266,-179.45
3,"21.4%, 19.5%, 15.3%",3.383,618.03,-18.12,-0.3908,-416.15
5,"21.4%, 19.5%, 15.3%, 14.7%, 14.5%",3.1111,462.78,-19.459,-0.6626,-571.41
10,"21.4%, 19.5%, 15.3%, 14.7%, 14.5% … +5 more",2.405,229.73,-27.963,-1.3688,-804.46
