EARLY_FILL_Y,EARLY_KILL_Y,Sharpe,CAGR%,MaxDD%,Worst1D%,Calmar,WF_CV,baseline
0.07,0.0,3.2655,568.95,-18.12,-9.005,31.399,0.6238,False
0.07,0.0005,3.2655,568.95,-18.12,-9.005,31.399,0.6238,False
0.07,0.0008,3.2655,568.95,-18.12,-9.005,31.399,0.6238,False
0.07,0.001,3.2655,568.95,-18.12,-9.005,31.399,0.6238,False
0.07,0.0015,3.2655,568.95,-18.12,-9.005,31.399,0.6238,False
0.07,0.002,3.2655,568.95,-18.12,-9.005,31.399,0.6238,False
0.07,0.0025,3.2655,568.95,-18.12,-9.005,31.399,0.6238,False
0.07,0.003,3.2655,568.95,-18.12,-9.005,31.399,0.6238,False
0.08,0.0,3.601,811.21,-18.12,-9.276,44.769,0.4933,False
0.08,0.0005,3.601,811.21,-18.12,-9.276,44.769,0.4933,False
0.08,0.0008,3.601,811.21,-18.12,-9.276,44.769,0.4933,False
0.08,0.001,3.601,811.21,-18.12,-9.276,44.769,0.4933,False
0.08,0.0015,3.601,811.21,-18.12,-9.276,44.769,0.4933,False
0.08,0.002,3.601,811.21,-18.12,-9.276,44.769,0.4933,False
0.08,0.0025,3.601,811.21,-18.12,-9.276,44.769,0.4933,False
0.08,0.003,3.601,811.21,-18.12,-9.276,44.769,0.4933,False
0.09,0.0,3.7785,1034.19,-18.12,-8.967,57.074,0.4518,False
0.09,0.0005,3.7785,1034.19,-18.12,-8.967,57.074,0.4518,False
0.09,0.0008,3.7785,1034.19,-18.12,-8.967,57.074,0.4518,False
0.09,0.001,3.7785,1034.19,-18.12,-8.967,57.074,0.4518,False
0.09,0.0015,3.7785,1034.19,-18.12,-8.967,57.074,0.4518,False
0.09,0.002,3.7785,1034.19,-18.12,-8.967,57.074,0.4518,False
0.09,0.0025,3.7785,1034.19,-18.12,-8.967,57.074,0.4518,False
0.09,0.003,3.7785,1034.19,-18.12,-8.967,57.074,0.4518,True
0.1,0.0,3.318,1167.49,-25.783,-15.936,45.282,0.4687,False
0.1,0.0005,3.318,1167.49,-25.783,-15.936,45.282,0.4687,False
0.1,0.0008,3.318,1167.49,-25.783,-15.936,45.282,0.4687,False
0.1,0.001,3.318,1167.49,-25.783,-15.936,45.282,0.4687,False
0.1,0.0015,3.318,1167.49,-25.783,-15.936,45.282,0.4687,False
0.1,0.002,3.318,1167.49,-25.783,-15.936,45.282,0.4687,False
0.1,0.0025,3.318,1167.49,-25.783,-15.936,45.282,0.4687,False
0.1,0.003,3.318,1167.49,-25.783,-15.936,45.282,0.4687,False
0.15,0.0,3.1478,1426.55,-34.61,-15.936,41.218,0.6476,False
0.15,0.0005,3.1478,1426.55,-34.61,-15.936,41.218,0.6476,False
0.15,0.0008,3.1478,1426.55,-34.61,-15.936,41.218,0.6476,False
0.15,0.001,3.1478,1426.55,-34.61,-15.936,41.218,0.6476,False
0.15,0.0015,3.1478,1426.55,-34.61,-15.936,41.218,0.6476,False
0.15,0.002,3.1478,1426.55,-34.61,-15.936,41.218,0.6476,False
0.15,0.0025,3.1478,1426.55,-34.61,-15.936,41.218,0.6476,False
0.15,0.003,3.1478,1426.55,-34.61,-15.936,41.218,0.6476,False
0.175,0.0,3.1901,1753.65,-34.255,-15.936,51.194,0.6286,False
0.175,0.0005,3.1901,1753.65,-34.255,-15.936,51.194,0.6286,False
0.175,0.0008,3.1901,1753.65,-34.255,-15.936,51.194,0.6286,False
0.175,0.001,3.1901,1753.65,-34.255,-15.936,51.194,0.6286,False
0.175,0.0015,3.1901,1753.65,-34.255,-15.936,51.194,0.6286,False
0.175,0.002,3.1901,1753.65,-34.255,-15.936,51.194,0.6286,False
0.175,0.0025,3.1901,1753.65,-34.255,-15.936,51.194,0.6286,False
0.175,0.003,3.1901,1753.65,-34.255,-15.936,51.194,0.6286,False
0.2,0.0,3.1967,1861.02,-34.219,-15.936,54.386,0.6229,False
0.2,0.0005,3.1967,1861.02,-34.219,-15.936,54.386,0.6229,False
0.2,0.0008,3.1967,1861.02,-34.219,-15.936,54.386,0.6229,False
0.2,0.001,3.1967,1861.02,-34.219,-15.936,54.386,0.6229,False
0.2,0.0015,3.1967,1861.02,-34.219,-15.936,54.386,0.6229,False
0.2,0.002,3.1967,1861.02,-34.219,-15.936,54.386,0.6229,False
0.2,0.0025,3.1967,1861.02,-34.219,-15.936,54.386,0.6229,False
0.2,0.003,3.1967,1861.02,-34.219,-15.936,54.386,0.6229,False
0.225,0.0,3.1339,2287.65,-33.616,-15.936,68.052,0.5515,False
0.225,0.0005,3.1339,2287.65,-33.616,-15.936,68.052,0.5515,False
0.225,0.0008,3.1339,2287.65,-33.616,-15.936,68.052,0.5515,False
0.225,0.001,3.1339,2287.65,-33.616,-15.936,68.052,0.5515,False
0.225,0.0015,3.1339,2287.65,-33.616,-15.936,68.052,0.5515,False
0.225,0.002,3.1339,2287.65,-33.616,-15.936,68.052,0.5515,False
0.225,0.0025,3.1339,2287.65,-33.616,-15.936,68.052,0.5515,False
0.225,0.003,3.1339,2287.65,-33.616,-15.936,68.052,0.5515,False
0.25,0.0,3.0458,1948.93,-34.352,-15.936,56.735,0.6117,False
0.25,0.0005,3.0458,1948.93,-34.352,-15.936,56.735,0.6117,False
0.25,0.0008,3.0458,1948.93,-34.352,-15.936,56.735,0.6117,False
0.25,0.001,3.0458,1948.93,-34.352,-15.936,56.735,0.6117,False
0.25,0.0015,3.0458,1948.93,-34.352,-15.936,56.735,0.6117,False
0.25,0.002,3.0458,1948.93,-34.352,-15.936,56.735,0.6117,False
0.25,0.0025,3.0458,1948.93,-34.352,-15.936,56.735,0.6117,False
0.25,0.003,3.0458,1948.93,-34.352,-15.936,56.735,0.6117,False
0.275,0.0,3.0092,2320.35,-34.276,-15.936,67.697,0.6123,False
0.275,0.0005,3.0092,2320.35,-34.276,-15.936,67.697,0.6123,False
0.275,0.0008,3.0092,2320.35,-34.276,-15.936,67.697,0.6123,False
0.275,0.001,3.0092,2320.35,-34.276,-15.936,67.697,0.6123,False
0.275,0.0015,3.0092,2320.35,-34.276,-15.936,67.697,0.6123,False
0.275,0.002,3.0092,2320.35,-34.276,-15.936,67.697,0.6123,False
0.275,0.0025,3.0092,2320.35,-34.276,-15.936,67.697,0.6123,False
0.275,0.003,3.0092,2320.35,-34.276,-15.936,67.697,0.6123,False
0.3,0.0,2.9527,2245.17,-34.276,-15.936,65.503,0.5922,False
0.3,0.0005,2.9527,2245.17,-34.276,-15.936,65.503,0.5922,False
0.3,0.0008,2.9527,2245.17,-34.276,-15.936,65.503,0.5922,False
0.3,0.001,2.9527,2245.17,-34.276,-15.936,65.503,0.5922,False
0.3,0.0015,2.9527,2245.17,-34.276,-15.936,65.503,0.5922,False
0.3,0.002,2.9527,2245.17,-34.276,-15.936,65.503,0.5922,False
0.3,0.0025,2.9527,2245.17,-34.276,-15.936,65.503,0.5922,False
0.3,0.003,2.9527,2245.17,-34.276,-15.936,65.503,0.5922,False
0.325,0.0,2.995,2096.79,-34.276,-15.936,61.174,0.5752,False
0.325,0.0005,2.995,2096.79,-34.276,-15.936,61.174,0.5752,False
0.325,0.0008,2.995,2096.79,-34.276,-15.936,61.174,0.5752,False
0.325,0.001,2.995,2096.79,-34.276,-15.936,61.174,0.5752,False
0.325,0.0015,2.995,2096.79,-34.276,-15.936,61.174,0.5752,False
0.325,0.002,2.995,2096.79,-34.276,-15.936,61.174,0.5752,False
0.325,0.0025,2.995,2096.79,-34.276,-15.936,61.174,0.5752,False
0.325,0.003,2.995,2096.79,-34.276,-15.936,61.174,0.5752,False
