EARLY_FILL_X,EARLY_FILL_Y,Sharpe,CAGR%,MaxDD%,Worst1D%,Calmar,WF_CV,baseline
360,0.07,3.0858,659.39,-32.117,-15.936,20.531,0.8287,False
360,0.08,3.2684,963.68,-25.862,-15.936,37.262,0.6344,False
360,0.09,3.2741,1082.79,-32.716,-15.602,33.097,0.7505,False
360,0.1,3.0686,1010.99,-33.907,-15.936,29.816,0.757,False
360,0.15,3.1447,1440.32,-34.739,-15.936,41.461,0.6647,False
360,0.175,3.1632,1673.81,-34.739,-15.936,48.182,0.6669,False
360,0.2,3.1531,1683.83,-34.254,-15.936,49.157,0.6621,False
360,0.225,3.0754,2023.61,-34.352,-15.936,58.909,0.613,False
360,0.25,3.0262,1849.93,-34.352,-15.936,53.853,0.6115,False
360,0.3,2.9527,2245.17,-34.276,-15.936,65.503,0.5922,False
540,0.07,3.5069,747.43,-18.12,-9.005,41.249,0.6144,False
540,0.08,3.6765,913.92,-18.12,-9.276,50.437,0.4854,False
540,0.09,3.6867,1106.15,-23.53,-12.967,47.01,0.4961,False
540,0.1,3.3988,1282.55,-25.783,-15.936,49.744,0.4666,False
540,0.15,3.1491,1448.63,-34.61,-15.936,41.856,0.6583,False
540,0.175,3.1892,1749.66,-34.255,-15.936,51.077,0.6274,False
540,0.2,3.1884,1818.58,-34.219,-15.936,53.146,0.6123,False
540,0.225,3.1339,2287.65,-33.616,-15.936,68.052,0.5515,False
540,0.25,3.0458,1948.93,-34.352,-15.936,56.735,0.6117,False
540,0.3,2.9527,2245.17,-34.276,-15.936,65.503,0.5922,False
600,0.07,3.3435,622.31,-18.12,-9.005,34.343,0.6231,False
600,0.08,3.6034,819.38,-18.12,-9.276,45.219,0.4867,False
600,0.09,3.7767,1041.41,-18.12,-8.967,57.473,0.4471,False
600,0.1,3.3141,1163.62,-25.783,-15.936,45.131,0.4675,False
600,0.15,3.1491,1448.63,-34.61,-15.936,41.856,0.6583,False
600,0.175,3.1892,1749.66,-34.255,-15.936,51.077,0.6274,False
600,0.2,3.1884,1818.58,-34.219,-15.936,53.146,0.6123,False
600,0.225,3.1339,2287.65,-33.616,-15.936,68.052,0.5515,False
600,0.25,3.0458,1948.93,-34.352,-15.936,56.735,0.6117,False
600,0.3,2.9527,2245.17,-34.276,-15.936,65.503,0.5922,False
660,0.07,3.3083,592.87,-18.12,-9.005,32.719,0.6322,False
660,0.08,3.5855,796.41,-18.12,-9.276,43.952,0.4933,False
660,0.09,3.7576,1008.22,-18.12,-8.967,55.641,0.4518,False
660,0.1,3.3211,1173.14,-25.783,-15.936,45.501,0.4677,False
660,0.15,3.1478,1426.55,-34.61,-15.936,41.218,0.6476,False
660,0.175,3.1892,1749.66,-34.255,-15.936,51.077,0.6274,False
660,0.2,3.1884,1818.58,-34.219,-15.936,53.146,0.6123,False
660,0.225,3.1339,2287.65,-33.616,-15.936,68.052,0.5515,False
660,0.25,3.0458,1948.93,-34.352,-15.936,56.735,0.6117,False
660,0.3,2.9527,2245.17,-34.276,-15.936,65.503,0.5922,False
720,0.07,3.2655,568.95,-18.12,-9.005,31.399,0.6238,False
720,0.08,3.601,811.21,-18.12,-9.276,44.769,0.4933,False
720,0.09,3.7785,1034.19,-18.12,-8.967,57.074,0.4518,True
720,0.1,3.318,1167.49,-25.783,-15.936,45.282,0.4687,False
720,0.15,3.1478,1426.55,-34.61,-15.936,41.218,0.6476,False
720,0.175,3.1901,1753.65,-34.255,-15.936,51.194,0.6286,False
720,0.2,3.1967,1861.02,-34.219,-15.936,54.386,0.6229,False
720,0.225,3.1339,2287.65,-33.616,-15.936,68.052,0.5515,False
720,0.25,3.0458,1948.93,-34.352,-15.936,56.735,0.6117,False
720,0.3,2.9527,2245.17,-34.276,-15.936,65.503,0.5922,False
900,0.07,3.2463,556.58,-20.374,-9.005,27.318,0.6304,False
900,0.08,3.5768,768.1,-18.12,-9.276,42.389,0.4964,False
900,0.09,3.7846,1018.3,-18.12,-8.967,56.197,0.4581,False
900,0.1,3.3837,1252.06,-25.783,-15.936,48.562,0.4837,False
900,0.15,3.2356,1685.62,-34.61,-15.936,48.704,0.6502,False
900,0.175,3.2797,2071.24,-34.255,-15.936,60.465,0.6317,False
900,0.2,3.2368,2032.3,-34.219,-15.936,59.391,0.6229,False
900,0.225,3.1754,2496.2,-33.616,-15.936,74.256,0.5515,False
900,0.25,3.0458,1948.93,-34.352,-15.936,56.735,0.6117,False
900,0.3,2.9527,2245.17,-34.276,-15.936,65.503,0.5922,False
1080,0.07,3.23,548.22,-20.374,-9.108,26.908,0.6315,False
1080,0.08,3.5808,771.79,-18.12,-9.301,42.593,0.4943,False
1080,0.09,3.806,1043.83,-18.12,-8.967,57.606,0.4598,False
1080,0.1,3.427,1198.38,-25.783,-15.936,46.48,0.4906,False
1080,0.15,3.2347,1700.94,-34.61,-15.936,49.146,0.6498,False
1080,0.175,3.2782,2071.06,-34.255,-15.936,60.46,0.6317,False
1080,0.2,3.2483,2138.36,-34.219,-15.936,62.491,0.6237,False
1080,0.225,3.1776,2552.37,-33.616,-15.936,75.927,0.5521,False
1080,0.25,3.0458,1948.93,-34.352,-15.936,56.735,0.6117,False
1080,0.3,2.9527,2245.17,-34.276,-15.936,65.503,0.5922,False
