EARLY_FILL_Y,EARLY_KILL_Y,Sharpe,CAGR%,MaxDD%,Worst1D%,Calmar,WF_CV,baseline
0.07,0.0,0.4954,0.25,-67.017,-28.424,0.004,3.5125,False
0.07,0.0005,0.4954,0.25,-67.017,-28.424,0.004,3.5125,False
0.07,0.0008,0.4954,0.25,-67.017,-28.424,0.004,3.5125,False
0.07,0.001,0.4954,0.25,-67.017,-28.424,0.004,3.5125,False
0.07,0.0015,0.4954,0.25,-67.017,-28.424,0.004,3.5125,False
0.07,0.002,0.4954,0.25,-67.017,-28.424,0.004,3.5125,False
0.07,0.0025,0.4954,0.25,-67.017,-28.424,0.004,3.5125,False
0.07,0.003,0.4954,0.25,-67.017,-28.424,0.004,3.5125,False
0.08,0.0,0.6053,11.78,-65.343,-28.424,0.18,3.3757,False
0.08,0.0005,0.6053,11.78,-65.343,-28.424,0.18,3.3757,False
0.08,0.0008,0.6053,11.78,-65.343,-28.424,0.18,3.3757,False
0.08,0.001,0.6053,11.78,-65.343,-28.424,0.18,3.3757,False
0.08,0.0015,0.6053,11.78,-65.343,-28.424,0.18,3.3757,False
0.08,0.002,0.6053,11.78,-65.343,-28.424,0.18,3.3757,False
0.08,0.0025,0.6053,11.78,-65.343,-28.424,0.18,3.3757,False
0.08,0.003,0.6053,11.78,-65.343,-28.424,0.18,3.3757,False
0.09,0.0,0.8194,40.42,-65.297,-28.424,0.619,3.0496,False
0.09,0.0005,0.8194,40.42,-65.297,-28.424,0.619,3.0496,False
0.09,0.0008,0.8194,40.42,-65.297,-28.424,0.619,3.0496,False
0.09,0.001,0.8194,40.42,-65.297,-28.424,0.619,3.0496,False
0.09,0.0015,0.8194,40.42,-65.297,-28.424,0.619,3.0496,False
0.09,0.002,0.8194,40.42,-65.297,-28.424,0.619,3.0496,False
0.09,0.0025,0.8194,40.42,-65.297,-28.424,0.619,3.0496,False
0.09,0.003,0.8194,40.42,-65.297,-28.424,0.619,3.0496,True
0.1,0.0,0.9006,55.73,-65.297,-21.816,0.854,2.8452,False
0.1,0.0005,0.9006,55.73,-65.297,-21.816,0.854,2.8452,False
0.1,0.0008,0.9006,55.73,-65.297,-21.816,0.854,2.8452,False
0.1,0.001,0.9006,55.73,-65.297,-21.816,0.854,2.8452,False
0.1,0.0015,0.9006,55.73,-65.297,-21.816,0.854,2.8452,False
0.1,0.002,0.9006,55.73,-65.297,-21.816,0.854,2.8452,False
0.1,0.0025,0.9006,55.73,-65.297,-21.816,0.854,2.8452,False
0.1,0.003,0.9006,55.73,-65.297,-21.816,0.854,2.8452,False
0.15,0.0,0.8815,52.65,-65.297,-18.105,0.806,2.9787,False
0.15,0.0005,0.8815,52.65,-65.297,-18.105,0.806,2.9787,False
0.15,0.0008,0.8815,52.65,-65.297,-18.105,0.806,2.9787,False
0.15,0.001,0.8815,52.65,-65.297,-18.105,0.806,2.9787,False
0.15,0.0015,0.8815,52.65,-65.297,-18.105,0.806,2.9787,False
0.15,0.002,0.8815,52.65,-65.297,-18.105,0.806,2.9787,False
0.15,0.0025,0.8815,52.65,-65.297,-18.105,0.806,2.9787,False
0.15,0.003,0.8815,52.65,-65.297,-18.105,0.806,2.9787,False
0.175,0.0,0.9299,61.54,-65.297,-17.776,0.942,2.9287,False
0.175,0.0005,0.9299,61.54,-65.297,-17.776,0.942,2.9287,False
0.175,0.0008,0.9299,61.54,-65.297,-17.776,0.942,2.9287,False
0.175,0.001,0.9299,61.54,-65.297,-17.776,0.942,2.9287,False
0.175,0.0015,0.9299,61.54,-65.297,-17.776,0.942,2.9287,False
0.175,0.002,0.9299,61.54,-65.297,-17.776,0.942,2.9287,False
0.175,0.0025,0.9299,61.54,-65.297,-17.776,0.942,2.9287,False
0.175,0.003,0.9299,61.54,-65.297,-17.776,0.942,2.9287,False
0.2,0.0,1.0202,81.26,-65.297,-17.002,1.245,2.8589,False
0.2,0.0005,1.0202,81.26,-65.297,-17.002,1.245,2.8589,False
0.2,0.0008,1.0202,81.26,-65.297,-17.002,1.245,2.8589,False
0.2,0.001,1.0202,81.26,-65.297,-17.002,1.245,2.8589,False
0.2,0.0015,1.0202,81.26,-65.297,-17.002,1.245,2.8589,False
0.2,0.002,1.0202,81.26,-65.297,-17.002,1.245,2.8589,False
0.2,0.0025,1.0202,81.26,-65.297,-17.002,1.245,2.8589,False
0.2,0.003,1.0202,81.26,-65.297,-17.002,1.245,2.8589,False
0.225,0.0,0.972,70.4,-65.297,-18.037,1.078,2.9014,False
0.225,0.0005,0.972,70.4,-65.297,-18.037,1.078,2.9014,False
0.225,0.0008,0.972,70.4,-65.297,-18.037,1.078,2.9014,False
0.225,0.001,0.972,70.4,-65.297,-18.037,1.078,2.9014,False
0.225,0.0015,0.972,70.4,-65.297,-18.037,1.078,2.9014,False
0.225,0.002,0.972,70.4,-65.297,-18.037,1.078,2.9014,False
0.225,0.0025,0.972,70.4,-65.297,-18.037,1.078,2.9014,False
0.225,0.003,0.972,70.4,-65.297,-18.037,1.078,2.9014,False
0.25,0.0,0.972,70.4,-65.297,-18.037,1.078,2.9014,False
0.25,0.0005,0.972,70.4,-65.297,-18.037,1.078,2.9014,False
0.25,0.0008,0.972,70.4,-65.297,-18.037,1.078,2.9014,False
0.25,0.001,0.972,70.4,-65.297,-18.037,1.078,2.9014,False
0.25,0.0015,0.972,70.4,-65.297,-18.037,1.078,2.9014,False
0.25,0.002,0.972,70.4,-65.297,-18.037,1.078,2.9014,False
0.25,0.0025,0.972,70.4,-65.297,-18.037,1.078,2.9014,False
0.25,0.003,0.972,70.4,-65.297,-18.037,1.078,2.9014,False
0.275,0.0,0.972,70.4,-65.297,-18.037,1.078,2.9014,False
0.275,0.0005,0.972,70.4,-65.297,-18.037,1.078,2.9014,False
0.275,0.0008,0.972,70.4,-65.297,-18.037,1.078,2.9014,False
0.275,0.001,0.972,70.4,-65.297,-18.037,1.078,2.9014,False
0.275,0.0015,0.972,70.4,-65.297,-18.037,1.078,2.9014,False
0.275,0.002,0.972,70.4,-65.297,-18.037,1.078,2.9014,False
0.275,0.0025,0.972,70.4,-65.297,-18.037,1.078,2.9014,False
0.275,0.003,0.972,70.4,-65.297,-18.037,1.078,2.9014,False
0.3,0.0,0.972,70.4,-65.297,-18.037,1.078,2.9014,False
0.3,0.0005,0.972,70.4,-65.297,-18.037,1.078,2.9014,False
0.3,0.0008,0.972,70.4,-65.297,-18.037,1.078,2.9014,False
0.3,0.001,0.972,70.4,-65.297,-18.037,1.078,2.9014,False
0.3,0.0015,0.972,70.4,-65.297,-18.037,1.078,2.9014,False
0.3,0.002,0.972,70.4,-65.297,-18.037,1.078,2.9014,False
0.3,0.0025,0.972,70.4,-65.297,-18.037,1.078,2.9014,False
0.3,0.003,0.972,70.4,-65.297,-18.037,1.078,2.9014,False
0.325,0.0,0.972,70.4,-65.297,-18.037,1.078,2.9014,False
0.325,0.0005,0.972,70.4,-65.297,-18.037,1.078,2.9014,False
0.325,0.0008,0.972,70.4,-65.297,-18.037,1.078,2.9014,False
0.325,0.001,0.972,70.4,-65.297,-18.037,1.078,2.9014,False
0.325,0.0015,0.972,70.4,-65.297,-18.037,1.078,2.9014,False
0.325,0.002,0.972,70.4,-65.297,-18.037,1.078,2.9014,False
0.325,0.0025,0.972,70.4,-65.297,-18.037,1.078,2.9014,False
0.325,0.003,0.972,70.4,-65.297,-18.037,1.078,2.9014,False
