L_HIGH,PORT_TSL,Sharpe,CAGR%,MaxDD%,Worst1D%,Calmar,WF_CV,baseline
0.8,0.04,0.4702,11.99,-29.438,-6.728,0.407,4.7675,False
0.8,0.045,0.8626,33.02,-27.36,-5.948,1.207,4.0215,False
0.8,0.05,0.7581,27.3,-29.989,-6.968,0.91,3.7423,False
0.8,0.055,0.6943,23.84,-30.515,-7.856,0.781,4.2536,False
0.8,0.06,0.5352,15.47,-32.665,-8.152,0.474,4.2796,False
0.8,0.065,0.6633,21.38,-30.869,-9.152,0.692,3.9113,False
0.8,0.075,0.8051,28.8,-31.485,-10.336,0.915,3.0888,False
0.8,0.08,0.8051,28.8,-31.485,-10.336,0.915,3.0888,False
0.8,0.085,0.7928,28.15,-31.857,-10.336,0.884,3.0888,False
0.8,0.09,0.7731,27.13,-32.448,-10.336,0.836,3.0888,False
0.8,0.095,0.8176,29.45,-31.104,-10.336,0.947,3.0888,False
0.8,0.1,0.8176,29.45,-31.104,-10.336,0.947,3.0888,False
0.8,0.105,0.8176,29.45,-31.104,-10.336,0.947,3.0888,False
0.8,0.11,0.8176,29.45,-31.104,-10.336,0.947,3.0888,False
0.8,0.115,0.8176,29.45,-31.104,-10.336,0.947,3.0888,False
0.8,0.12,0.8176,29.45,-31.104,-10.336,0.947,3.0888,False
0.8,0.125,0.8176,29.45,-31.104,-10.336,0.947,3.0888,False
0.8,0.13,0.8176,29.45,-31.104,-10.336,0.947,3.0888,False
0.9,0.04,0.4732,12.45,-32.709,-7.569,0.381,4.7282,False
0.9,0.045,0.8862,37.7,-30.256,-6.692,1.246,4.0187,False
0.9,0.05,0.7684,30.22,-33.1,-7.839,0.913,3.7577,False
0.9,0.055,0.6943,25.61,-33.666,-8.838,0.761,4.2536,False
0.9,0.06,0.537,16.14,-35.982,-9.171,0.449,4.2712,False
0.9,0.065,0.658,22.62,-34.048,-10.296,0.664,3.9295,False
0.9,0.075,0.8097,31.66,-34.711,-11.628,0.912,3.0615,False
0.9,0.08,0.8097,31.66,-34.711,-11.628,0.912,3.0615,False
0.9,0.085,0.7974,30.92,-35.112,-11.628,0.88,3.0615,False
0.9,0.09,0.7776,29.74,-35.749,-11.628,0.832,3.0615,False
0.9,0.095,0.8223,32.41,-34.301,-11.628,0.945,3.0615,False
0.9,0.1,0.8223,32.41,-34.301,-11.628,0.945,3.0615,False
0.9,0.105,0.8223,32.41,-34.301,-11.628,0.945,3.0615,False
0.9,0.11,0.8223,32.41,-34.301,-11.628,0.945,3.0615,False
0.9,0.115,0.8223,32.41,-34.301,-11.628,0.945,3.0615,False
0.9,0.12,0.8223,32.41,-34.301,-11.628,0.945,3.0615,False
0.9,0.125,0.8223,32.41,-34.301,-11.628,0.945,3.0615,False
0.9,0.13,0.8223,32.41,-34.301,-11.628,0.945,3.0615,False
1.0,0.04,0.4769,12.72,-35.882,-8.41,0.354,4.686,False
1.0,0.045,0.8635,38.96,-33.048,-7.435,1.179,4.1671,False
1.0,0.05,0.7832,33.32,-36.085,-8.71,0.923,3.78,False
1.0,0.055,0.6943,27.06,-36.688,-9.82,0.737,4.2536,False
1.0,0.06,0.5771,19.06,-39.152,-10.19,0.487,4.1686,False
1.0,0.065,0.6477,23.18,-37.095,-11.44,0.625,3.9676,False
1.0,0.075,0.8098,34.03,-37.8,-12.92,0.9,3.0474,False
1.0,0.08,0.8098,34.03,-37.8,-12.92,0.9,3.0474,False
1.0,0.085,0.7975,33.19,-38.226,-12.92,0.868,3.0474,False
1.0,0.09,0.7777,31.85,-38.903,-12.92,0.819,3.0474,False
1.0,0.095,0.8224,34.89,-37.364,-12.92,0.934,3.0474,False
1.0,0.1,0.8224,34.89,-37.364,-12.92,0.934,3.0474,False
1.0,0.105,0.8224,34.89,-37.364,-12.92,0.934,3.0474,False
1.0,0.11,0.8224,34.89,-37.364,-12.92,0.934,3.0474,False
1.0,0.115,0.8224,34.89,-37.364,-12.92,0.934,3.0474,False
1.0,0.12,0.8224,34.89,-37.364,-12.92,0.934,3.0474,False
1.0,0.125,0.8224,34.89,-37.364,-12.92,0.934,3.0474,False
1.0,0.13,0.8224,34.89,-37.364,-12.92,0.934,3.0474,False
1.1,0.04,0.4786,12.64,-38.956,-9.251,0.324,4.6691,False
1.1,0.045,0.8473,40.17,-35.739,-8.223,1.124,4.2389,False
1.1,0.05,0.7858,35.41,-38.95,-9.581,0.909,3.7819,False
1.1,0.055,0.6943,28.18,-39.585,-10.802,0.712,4.2536,False
1.1,0.06,0.5894,20.21,-42.179,-11.209,0.479,4.154,False
1.1,0.065,0.6435,23.75,-40.013,-12.584,0.594,3.9843,False
1.1,0.075,0.8069,35.9,-40.756,-14.212,0.881,3.0496,False
1.1,0.08,0.8069,35.9,-40.756,-14.212,0.881,3.0496,False
1.1,0.085,0.7945,34.96,-41.205,-14.212,0.848,3.0496,False
1.1,0.09,0.7747,33.46,-41.917,-14.212,0.798,3.0496,False
1.1,0.095,0.8194,36.87,-40.297,-14.212,0.915,3.0496,False
1.1,0.1,0.8194,36.87,-40.297,-14.212,0.915,3.0496,False
1.1,0.105,0.8194,36.87,-40.297,-14.212,0.915,3.0496,False
1.1,0.11,0.8194,36.87,-40.297,-14.212,0.915,3.0496,False
1.1,0.115,0.8194,36.87,-40.297,-14.212,0.915,3.0496,False
1.1,0.12,0.8194,36.87,-40.297,-14.212,0.915,3.0496,False
1.1,0.125,0.8194,36.87,-40.297,-14.212,0.915,3.0496,False
1.1,0.13,0.8194,36.87,-40.297,-14.212,0.915,3.0496,False
1.2,0.04,0.4786,12.18,-41.931,-10.092,0.291,4.6691,False
1.2,0.045,0.8473,42.33,-38.332,-8.97,1.104,4.2389,False
1.2,0.05,0.7858,37.0,-41.699,-10.452,0.887,3.7819,False
1.2,0.055,0.6943,28.99,-42.361,-11.784,0.684,4.2536,False
1.2,0.06,0.5894,20.21,-45.07,-12.228,0.448,4.154,False
1.2,0.065,0.6435,24.31,-42.809,-13.728,0.568,3.9843,False
1.2,0.075,0.8069,37.7,-43.584,-15.504,0.865,3.0496,False
1.2,0.08,0.8069,37.7,-43.584,-15.504,0.865,3.0496,False
1.2,0.085,0.7945,36.65,-44.053,-15.504,0.832,3.0496,False
1.2,0.09,0.7747,34.98,-44.796,-15.504,0.781,3.0496,False
1.2,0.095,0.8194,38.77,-43.104,-15.504,0.899,3.0496,False
1.2,0.1,0.8194,38.77,-43.104,-15.504,0.899,3.0496,False
1.2,0.105,0.8194,38.77,-43.104,-15.504,0.899,3.0496,False
1.2,0.11,0.8194,38.77,-43.104,-15.504,0.899,3.0496,False
1.2,0.115,0.8194,38.77,-43.104,-15.504,0.899,3.0496,False
1.2,0.12,0.8194,38.77,-43.104,-15.504,0.899,3.0496,False
1.2,0.125,0.8194,38.77,-43.104,-15.504,0.899,3.0496,False
1.2,0.13,0.8194,38.77,-43.104,-15.504,0.899,3.0496,False
1.3,0.04,0.4786,11.47,-44.806,-10.933,0.256,4.6691,False
1.3,0.045,0.8473,44.19,-40.831,-9.718,1.082,4.2389,False
1.3,0.05,0.7858,38.26,-44.335,-11.323,0.863,3.7819,False
1.3,0.055,0.6943,29.46,-45.022,-12.766,0.654,4.2536,False
1.3,0.06,0.5894,19.9,-47.829,-13.247,0.416,4.154,False
1.3,0.065,0.6435,24.57,-45.486,-14.872,0.54,3.9843,False
