EARLY_KILL_X,EARLY_KILL_Y,Sharpe,CAGR%,MaxDD%,Worst1D%,Calmar,WF_CV,baseline
15,0.0,0.1293,-15.98,-76.599,-22.253,-0.209,7.6905,False
15,0.0005,0.1293,-15.98,-76.599,-22.253,-0.209,7.6905,False
15,0.0008,0.1293,-15.98,-76.599,-22.253,-0.209,7.6905,False
15,0.001,0.1293,-15.98,-76.599,-22.253,-0.209,7.6905,False
15,0.0015,0.1293,-15.98,-76.599,-22.253,-0.209,7.6905,False
15,0.002,0.1293,-15.98,-76.599,-22.253,-0.209,7.6905,False
15,0.0025,0.1293,-15.98,-76.599,-22.253,-0.209,7.6905,False
15,0.003,0.1293,-15.98,-76.599,-22.253,-0.209,7.6905,False
20,0.0,0.6402,16.44,-57.499,-27.115,0.286,4.9427,False
20,0.0005,0.6402,16.44,-57.499,-27.115,0.286,4.9427,False
20,0.0008,0.6402,16.44,-57.499,-27.115,0.286,4.9427,False
20,0.001,0.6402,16.44,-57.499,-27.115,0.286,4.9427,False
20,0.0015,0.6402,16.44,-57.499,-27.115,0.286,4.9427,False
20,0.002,0.6402,16.44,-57.499,-27.115,0.286,4.9427,False
20,0.0025,0.6402,16.44,-57.499,-27.115,0.286,4.9427,False
20,0.003,0.6402,16.44,-57.499,-27.115,0.286,4.9427,False
25,0.0,0.8566,48.78,-63.45,-21.506,0.769,3.7896,False
25,0.0005,0.8566,48.78,-63.45,-21.506,0.769,3.7896,False
25,0.0008,0.8566,48.78,-63.45,-21.506,0.769,3.7896,False
25,0.001,0.8566,48.78,-63.45,-21.506,0.769,3.7896,False
25,0.0015,0.8566,48.78,-63.45,-21.506,0.769,3.7896,False
25,0.002,0.8566,48.78,-63.45,-21.506,0.769,3.7896,False
25,0.0025,0.8566,48.78,-63.45,-21.506,0.769,3.7896,False
25,0.003,0.8566,48.78,-63.45,-21.506,0.769,3.7896,False
30,0.0,0.6237,10.08,-53.086,-27.973,0.19,2.7776,False
30,0.0005,0.6237,10.08,-53.086,-27.973,0.19,2.7776,False
30,0.0008,0.6237,10.08,-53.086,-27.973,0.19,2.7776,False
30,0.001,0.6237,10.08,-53.086,-27.973,0.19,2.7776,False
30,0.0015,0.6237,10.08,-53.086,-27.973,0.19,2.7776,False
30,0.002,0.6237,10.08,-53.086,-27.973,0.19,2.7776,False
30,0.0025,0.6237,10.08,-53.086,-27.973,0.19,2.7776,False
30,0.003,0.6237,10.08,-53.086,-27.973,0.19,2.7776,False
35,0.0,0.8194,40.42,-65.297,-28.424,0.619,3.0496,False
35,0.0005,0.8194,40.42,-65.297,-28.424,0.619,3.0496,False
35,0.0008,0.8194,40.42,-65.297,-28.424,0.619,3.0496,False
35,0.001,0.8194,40.42,-65.297,-28.424,0.619,3.0496,False
35,0.0015,0.8194,40.42,-65.297,-28.424,0.619,3.0496,False
35,0.002,0.8194,40.42,-65.297,-28.424,0.619,3.0496,False
35,0.0025,0.8194,40.42,-65.297,-28.424,0.619,3.0496,False
35,0.003,0.8194,40.42,-65.297,-28.424,0.619,3.0496,True
40,0.0,1.7167,316.47,-60.844,-19.628,5.201,1.0666,False
40,0.0005,1.7167,316.47,-60.844,-19.628,5.201,1.0666,False
40,0.0008,1.7167,316.47,-60.844,-19.628,5.201,1.0666,False
40,0.001,1.7167,316.47,-60.844,-19.628,5.201,1.0666,False
40,0.0015,1.7167,316.47,-60.844,-19.628,5.201,1.0666,False
40,0.002,1.7167,316.47,-60.844,-19.628,5.201,1.0666,False
40,0.0025,1.7167,316.47,-60.844,-19.628,5.201,1.0666,False
40,0.003,1.7167,316.47,-60.844,-19.628,5.201,1.0666,False
45,0.0,1.5048,227.32,-64.289,-26.862,3.536,1.268,False
45,0.0005,1.5048,227.32,-64.289,-26.862,3.536,1.268,False
45,0.0008,1.5048,227.32,-64.289,-26.862,3.536,1.268,False
45,0.001,1.5048,227.32,-64.289,-26.862,3.536,1.268,False
45,0.0015,1.5048,227.32,-64.289,-26.862,3.536,1.268,False
45,0.002,1.5048,227.32,-64.289,-26.862,3.536,1.268,False
45,0.0025,1.5048,227.32,-64.289,-26.862,3.536,1.268,False
45,0.003,1.5048,227.32,-64.289,-26.862,3.536,1.268,False
50,0.0,0.8217,26.51,-88.522,-26.873,0.299,1.0663,False
50,0.0005,0.8217,26.51,-88.522,-26.873,0.299,1.0663,False
50,0.0008,0.8217,26.51,-88.522,-26.873,0.299,1.0663,False
50,0.001,0.8217,26.51,-88.522,-26.873,0.299,1.0663,False
50,0.0015,0.8217,26.51,-88.522,-26.873,0.299,1.0663,False
50,0.002,0.8217,26.51,-88.522,-26.873,0.299,1.0663,False
50,0.0025,0.8217,26.51,-88.522,-26.873,0.299,1.0663,False
50,0.003,0.8217,26.51,-88.522,-26.873,0.299,1.0663,False
