EARLY_FILL_X,EARLY_FILL_Y,Sharpe,CAGR%,MaxDD%,Worst1D%,Calmar,WF_CV,baseline
360,0.07,0.5299,3.97,-65.297,-28.424,0.061,3.8102,False
360,0.08,0.7376,28.35,-65.297,-28.424,0.434,3.2913,False
360,0.09,0.7924,36.36,-65.297,-28.424,0.557,3.197,False
360,0.1,0.8214,42.3,-65.297,-22.687,0.648,3.0123,False
360,0.15,0.9348,62.8,-65.297,-18.895,0.962,2.9397,False
360,0.175,0.9654,69.0,-65.297,-18.188,1.057,2.9079,False
360,0.2,1.0202,81.26,-65.297,-17.002,1.245,2.8589,False
360,0.225,0.972,70.4,-65.297,-18.037,1.078,2.9014,False
360,0.25,0.972,70.4,-65.297,-18.037,1.078,2.9014,False
360,0.3,0.972,70.4,-65.297,-18.037,1.078,2.9014,False
540,0.07,0.5791,8.92,-65.736,-28.424,0.136,3.4976,False
540,0.08,0.6243,13.94,-65.276,-28.424,0.214,3.3755,False
540,0.09,0.7969,36.95,-65.297,-28.424,0.566,3.0558,False
540,0.1,0.8703,50.32,-65.297,-21.816,0.771,2.8855,False
540,0.15,0.9348,62.8,-65.297,-18.895,0.962,2.9397,False
540,0.175,0.9654,69.0,-65.297,-18.188,1.057,2.9079,False
540,0.2,1.0202,81.26,-65.297,-17.002,1.245,2.8589,False
540,0.225,0.972,70.4,-65.297,-18.037,1.078,2.9014,False
540,0.25,0.972,70.4,-65.297,-18.037,1.078,2.9014,False
540,0.3,0.972,70.4,-65.297,-18.037,1.078,2.9014,False
600,0.07,0.538,4.49,-67.017,-28.424,0.067,3.4976,False
600,0.08,0.6146,12.83,-65.343,-28.424,0.196,3.3755,False
600,0.09,0.7969,36.95,-65.297,-28.424,0.566,3.0558,False
600,0.1,0.8703,50.32,-65.297,-21.816,0.771,2.8855,False
600,0.15,0.8815,52.65,-65.297,-18.105,0.806,2.9787,False
600,0.175,0.9654,69.0,-65.297,-18.188,1.057,2.9079,False
600,0.2,1.0202,81.26,-65.297,-17.002,1.245,2.8589,False
600,0.225,0.972,70.4,-65.297,-18.037,1.078,2.9014,False
600,0.25,0.972,70.4,-65.297,-18.037,1.078,2.9014,False
600,0.3,0.972,70.4,-65.297,-18.037,1.078,2.9014,False
660,0.07,0.4954,0.25,-67.017,-28.424,0.004,3.5125,False
660,0.08,0.5963,10.76,-65.343,-28.424,0.165,3.3794,False
660,0.09,0.7974,37.03,-65.297,-28.424,0.567,3.0557,False
660,0.1,0.9006,55.73,-65.297,-21.816,0.854,2.8452,False
660,0.15,0.8815,52.65,-65.297,-18.105,0.806,2.9787,False
660,0.175,0.9299,61.54,-65.297,-17.776,0.942,2.9287,False
660,0.2,1.0202,81.26,-65.297,-17.002,1.245,2.8589,False
660,0.225,0.972,70.4,-65.297,-18.037,1.078,2.9014,False
660,0.25,0.972,70.4,-65.297,-18.037,1.078,2.9014,False
660,0.3,0.972,70.4,-65.297,-18.037,1.078,2.9014,False
720,0.07,0.4954,0.25,-67.017,-28.424,0.004,3.5125,False
720,0.08,0.6053,11.78,-65.343,-28.424,0.18,3.3757,False
720,0.09,0.8194,40.42,-65.297,-28.424,0.619,3.0496,True
720,0.1,0.9006,55.73,-65.297,-21.816,0.854,2.8452,False
720,0.15,0.8815,52.65,-65.297,-18.105,0.806,2.9787,False
720,0.175,0.9299,61.54,-65.297,-17.776,0.942,2.9287,False
720,0.2,1.0202,81.26,-65.297,-17.002,1.245,2.8589,False
720,0.225,0.972,70.4,-65.297,-18.037,1.078,2.9014,False
720,0.25,0.972,70.4,-65.297,-18.037,1.078,2.9014,False
720,0.3,0.972,70.4,-65.297,-18.037,1.078,2.9014,False
900,0.07,0.5203,2.76,-66.114,-28.424,0.042,3.5125,False
900,0.08,0.6053,11.78,-65.343,-28.424,0.18,3.3757,False
900,0.09,0.8194,40.42,-65.297,-28.424,0.619,3.0496,False
900,0.1,0.8638,47.7,-65.297,-28.424,0.731,2.977,False
900,0.15,0.9752,68.59,-65.297,-21.546,1.051,2.9569,False
900,0.175,1.0518,85.2,-65.297,-19.98,1.305,2.8625,False
900,0.2,1.009,78.47,-65.297,-16.905,1.202,2.8648,False
900,0.225,0.9709,70.15,-65.297,-18.028,1.074,2.9019,False
900,0.25,0.972,70.4,-65.297,-18.037,1.078,2.9014,False
900,0.3,0.972,70.4,-65.297,-18.037,1.078,2.9014,False
1080,0.07,0.5294,3.66,-66.114,-28.424,0.055,3.4876,False
1080,0.08,0.6053,11.78,-65.343,-28.424,0.18,3.3757,False
1080,0.09,0.8687,48.64,-65.084,-28.424,0.747,3.0496,False
1080,0.1,0.8638,47.7,-65.297,-28.424,0.731,2.977,False
1080,0.15,0.9752,68.59,-65.297,-21.546,1.051,2.9569,False
1080,0.175,1.0518,85.2,-65.297,-19.98,1.305,2.8625,False
1080,0.2,1.009,78.47,-65.297,-16.905,1.202,2.8648,False
1080,0.225,0.9709,70.15,-65.297,-18.028,1.074,2.9019,False
1080,0.25,0.972,70.4,-65.297,-18.037,1.078,2.9014,False
1080,0.3,0.972,70.4,-65.297,-18.037,1.078,2.9014,False
