EARLY_KILL_Y,EARLY_INSTILL_Y,Sharpe,CAGR%,MaxDD%,Worst1D%,Calmar,WF_CV,baseline
0.001,0.001,2.0913,558.13,-51.007,-14.245,10.942,0.88,False
0.001,0.0015,1.7262,326.62,-55.894,-16.445,5.844,0.9742,False
0.001,0.002,1.2244,126.91,-65.223,-28.424,1.946,1.0908,False
0.001,0.0025,0.4453,-14.21,-77.586,-28.424,-0.183,1.6483,False
0.001,0.003,0.8194,40.42,-65.297,-28.424,0.619,3.0496,False
0.0015,0.001,1.7262,326.62,-55.894,-16.445,5.844,0.9742,False
0.0015,0.0015,1.7262,326.62,-55.894,-16.445,5.844,0.9742,False
0.0015,0.002,1.2244,126.91,-65.223,-28.424,1.946,1.0908,False
0.0015,0.0025,0.4453,-14.21,-77.586,-28.424,-0.183,1.6483,False
0.0015,0.003,0.8194,40.42,-65.297,-28.424,0.619,3.0496,False
0.002,0.001,1.2244,126.91,-65.223,-28.424,1.946,1.0908,False
0.002,0.0015,1.2244,126.91,-65.223,-28.424,1.946,1.0908,False
0.002,0.002,1.2244,126.91,-65.223,-28.424,1.946,1.0908,False
0.002,0.0025,0.4453,-14.21,-77.586,-28.424,-0.183,1.6483,False
0.002,0.003,0.8194,40.42,-65.297,-28.424,0.619,3.0496,False
0.0025,0.001,0.4453,-14.21,-77.586,-28.424,-0.183,1.6483,False
0.0025,0.0015,0.4453,-14.21,-77.586,-28.424,-0.183,1.6483,False
0.0025,0.002,0.4453,-14.21,-77.586,-28.424,-0.183,1.6483,False
0.0025,0.0025,0.4453,-14.21,-77.586,-28.424,-0.183,1.6483,False
0.0025,0.003,0.8194,40.42,-65.297,-28.424,0.619,3.0496,False
0.003,0.001,0.8194,40.42,-65.297,-28.424,0.619,3.0496,False
0.003,0.0015,0.8194,40.42,-65.297,-28.424,0.619,3.0496,False
0.003,0.002,0.8194,40.42,-65.297,-28.424,0.619,3.0496,False
0.003,0.0025,0.8194,40.42,-65.297,-28.424,0.619,3.0496,False
0.003,0.003,0.8194,40.42,-65.297,-28.424,0.619,3.0496,True
