threshold_pct,threshold_sharpe,cells_above_threshold,pct_of_surface,largest_cluster_cells,baseline_in_cluster,verdict
0.95,0.8419,11,5.56,11,False,Robust plateau | baseline outside
0.975,0.864,1,0.51,1,False,Single-cell peak | baseline outside
0.99,0.8773,1,0.51,1,False,Single-cell peak | baseline outside
