Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
Sortino,level,1,-0.0884,0.0862,-0.0631,0.2211,378,
Sortino,delta,1,-0.0595,0.2494,-0.0477,0.3555,377,
Calmar,level,1,0.0142,0.789,-0.0437,0.4092,359,
Calmar,delta,1,0.0219,0.6799,0.0413,0.4359,358,
CAGR%,delta,1,0.0236,0.6472,0.0318,0.5383,377,
AvgDailyRet%,level,1,-0.0877,0.0885,-0.0301,0.5593,378,
Sharpe,level,1,-0.0799,0.1212,-0.0281,0.5861,378,
CAGR%,level,1,0.0172,0.7382,-0.0188,0.7156,378,
AvgDailyRet%,delta,1,-0.1298,0.0116,-0.0167,0.7465,377,
Sharpe,delta,1,-0.1075,0.037,-0.0005,0.993,377,
Sortino,level,3,-0.1242,0.016,-0.1074,0.0374,376,yes
Sharpe,level,3,-0.0898,0.082,-0.0823,0.1112,376,
AvgDailyRet%,level,3,-0.0997,0.0534,-0.0775,0.1338,376,
CAGR%,delta,3,0.0253,0.6257,0.0611,0.2381,375,
Calmar,level,3,-0.0098,0.8531,-0.0608,0.2517,357,
CAGR%,level,3,-0.0042,0.9349,-0.0556,0.282,376,
Sharpe,delta,3,-0.0336,0.5163,0.0498,0.336,375,
Sortino,delta,3,-0.0436,0.4004,0.0385,0.4576,375,
Calmar,delta,3,0.0243,0.648,0.0379,0.4761,356,
AvgDailyRet%,delta,3,-0.0657,0.204,0.0323,0.5335,375,
Sortino,level,5,-0.1519,0.0032,-0.163,0.0016,374,yes
Sharpe,level,5,-0.115,0.0261,-0.1576,0.0022,374,yes
AvgDailyRet%,level,5,-0.1191,0.0213,-0.1436,0.0054,374,yes
CAGR%,level,5,-0.0228,0.66,-0.1208,0.0195,374,yes
Calmar,level,5,-0.0302,0.5703,-0.1035,0.0513,355,
Calmar,delta,5,0.0198,0.711,0.0105,0.8441,354,
Sortino,delta,5,-0.0336,0.5181,0.0091,0.8617,373,
CAGR%,delta,5,0.0203,0.6964,0.0053,0.918,373,
Sharpe,delta,5,-0.0102,0.8447,0.0031,0.9524,373,
AvgDailyRet%,delta,5,-0.0276,0.5945,-0.0026,0.9594,373,
