Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
Sharpe,delta,1,-0.1394,0.0075,-0.0576,0.2708,367,
AvgDailyRet%,delta,1,-0.0948,0.0698,-0.0484,0.3549,367,
Calmar,level,1,-0.0242,0.6438,-0.0437,0.4038,368,
Sortino,delta,1,-0.026,0.6194,-0.0408,0.4362,367,
Sortino,level,1,-0.0243,0.6428,-0.0156,0.765,368,
Calmar,delta,1,0.0124,0.8124,0.0135,0.796,367,
Sharpe,level,1,-0.0696,0.1827,-0.0124,0.8121,368,
AvgDailyRet%,level,1,-0.0459,0.3801,0.0063,0.9047,368,
CAGR%,delta,1,0.0133,0.7989,-0.0058,0.9118,367,
CAGR%,level,1,-0.0228,0.663,0.0042,0.9354,368,
Calmar,level,3,-0.0427,0.415,-0.0734,0.1613,366,
Sharpe,level,3,-0.0749,0.153,-0.0554,0.2902,366,
Sortino,level,3,0.0179,0.7327,-0.0365,0.4869,366,
CAGR%,level,3,-0.0414,0.4301,-0.0275,0.5994,366,
AvgDailyRet%,level,3,-0.0529,0.3126,-0.0228,0.6644,366,
CAGR%,delta,3,-0.0159,0.7624,0.0195,0.7111,365,
Calmar,delta,3,-0.0186,0.7237,-0.0157,0.7652,365,
AvgDailyRet%,delta,3,-0.001,0.9847,0.0088,0.8665,365,
Sharpe,delta,3,0.0053,0.92,0.0052,0.9207,365,
Sortino,delta,3,-0.096,0.067,0.0,1.0,365,
Sharpe,level,5,-0.1332,0.0109,-0.1428,0.0064,364,yes
Calmar,level,5,-0.0425,0.4185,-0.1303,0.0128,364,yes
CAGR%,level,5,-0.0427,0.4169,-0.113,0.0311,364,yes
AvgDailyRet%,level,5,-0.0834,0.1124,-0.1059,0.0435,364,yes
Sortino,level,5,0.1209,0.021,-0.1037,0.0481,364,yes
Sortino,delta,5,-0.0511,0.3312,0.0231,0.661,363,
Calmar,delta,5,-0.0163,0.7574,-0.0181,0.7311,363,
CAGR%,delta,5,-0.0143,0.7862,0.016,0.7611,363,
AvgDailyRet%,delta,5,0.0132,0.8016,0.0122,0.8168,363,
Sharpe,delta,5,0.0126,0.8113,-0.0006,0.9916,363,
