Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
CAGR%,delta,1,-0.0001,0.9991,-0.0653,0.1998,387,
AvgDailyRet%,delta,1,-0.0149,0.7706,-0.0518,0.3095,387,
Calmar,level,1,-0.0283,0.7162,0.03,0.7005,167,
Sortino,level,1,-0.0554,0.276,0.0265,0.6023,388,
AvgDailyRet%,level,1,-0.0143,0.7792,0.0206,0.6854,388,
Calmar,delta,1,0.0087,0.911,0.018,0.818,166,
Sortino,delta,1,-0.0301,0.5544,-0.0152,0.765,387,
Sharpe,level,1,-0.0153,0.808,-0.0143,0.8201,255,
Sharpe,delta,1,0.0617,0.3274,0.0122,0.8462,254,
CAGR%,level,1,-0.0086,0.8664,0.011,0.8286,388,
CAGR%,delta,3,-0.0001,0.9991,-0.0956,0.061,385,
AvgDailyRet%,delta,3,-0.1001,0.0497,-0.0862,0.091,385,
AvgDailyRet%,level,3,-0.009,0.8597,0.0835,0.1015,386,
Sortino,level,3,-0.0815,0.1099,0.077,0.131,386,
Calmar,level,3,-0.0431,0.5804,0.0686,0.3783,167,
CAGR%,level,3,-0.0147,0.7729,0.0605,0.2359,386,
Sharpe,delta,3,0.0366,0.5631,-0.0381,0.5474,252,
Calmar,delta,3,-0.0028,0.9713,0.0297,0.7043,166,
Sharpe,level,3,-0.0546,0.3869,-0.0159,0.8008,253,
Sortino,delta,3,-0.015,0.7689,0.0053,0.9181,385,
AvgDailyRet%,level,5,0.0515,0.3144,0.1375,0.007,384,yes
Sortino,level,5,-0.0977,0.0557,0.1035,0.0426,384,yes
CAGR%,level,5,-0.0201,0.6941,0.1014,0.047,384,yes
CAGR%,delta,5,-0.0001,0.9992,-0.0943,0.0653,383,
AvgDailyRet%,delta,5,-0.0548,0.2844,-0.0849,0.0972,383,
Calmar,level,5,-0.0514,0.5091,0.0652,0.4023,167,
Sharpe,delta,5,0.0528,0.406,-0.0326,0.6077,250,
Calmar,delta,5,-0.0086,0.9127,-0.0259,0.7406,166,
Sharpe,level,5,-0.0243,0.7013,-0.0206,0.7457,251,
Sortino,delta,5,-0.0162,0.7522,-0.0167,0.7451,383,
