Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
AvgDailyRet%,level,1,-0.0138,0.7896,0.0383,0.4578,378,
CAGR%,level,1,-0.0319,0.5359,0.038,0.4613,378,
Sortino,delta,1,0.0011,0.9823,-0.0229,0.6583,377,
Sharpe,level,1,-0.0365,0.5392,0.0208,0.7262,285,
Sharpe,delta,1,0.0799,0.1792,0.0194,0.7442,284,
Calmar,delta,1,-0.0093,0.8897,-0.015,0.8224,227,
Calmar,level,1,-0.053,0.4262,0.0149,0.8231,228,
Sortino,level,1,-0.0631,0.2213,0.01,0.8458,378,
AvgDailyRet%,delta,1,0.025,0.6283,-0.01,0.8459,377,
CAGR%,delta,1,-0.0108,0.8352,-0.0025,0.9616,377,
AvgDailyRet%,level,3,-0.0301,0.5612,0.0857,0.0969,376,
CAGR%,level,3,-0.0435,0.4003,0.0743,0.1505,376,
Sortino,level,3,-0.1092,0.0342,0.0725,0.1606,376,
Calmar,delta,3,-0.0089,0.8936,0.0462,0.4887,227,
Sortino,delta,3,-0.0391,0.4504,0.0386,0.4557,375,
CAGR%,delta,3,-0.0123,0.8126,0.0356,0.4923,375,
Calmar,level,3,-0.0781,0.2402,0.0279,0.6752,228,
Sharpe,level,3,-0.0757,0.2044,0.0245,0.6818,283,
AvgDailyRet%,delta,3,-0.0266,0.608,0.0218,0.6742,375,
Sharpe,delta,3,0.0033,0.9555,0.0125,0.8349,282,
Sortino,level,5,-0.0957,0.0645,0.1071,0.0385,374,yes
AvgDailyRet%,level,5,-0.027,0.6029,0.0776,0.1343,374,
CAGR%,level,5,-0.0555,0.2842,0.0612,0.2378,374,
Sortino,delta,5,-0.0552,0.2879,0.0284,0.585,373,
AvgDailyRet%,delta,5,0.0241,0.643,0.0266,0.6083,373,
CAGR%,delta,5,-0.0098,0.8506,0.0253,0.6264,373,
Sharpe,level,5,-0.0472,0.4307,0.0195,0.7448,281,
Calmar,delta,5,-0.0081,0.9038,-0.0143,0.83,227,
Sharpe,delta,5,0.0809,0.1768,0.0108,0.8578,280,
Calmar,level,5,-0.099,0.136,0.0014,0.9831,228,
