EARLY_FILL_X,EARLY_FILL_Y,Sharpe,CAGR%,MaxDD%,Worst1D%,Calmar,WF_CV,baseline
360,0.07,2.9568,5434.09,-69.157,-39.84,78.576,0.8201,False
360,0.08,3.1558,11631.31,-63.943,-39.84,181.901,0.6414,False
360,0.09,3.199,15346.05,-69.67,-39.84,220.269,0.7254,False
360,0.1,2.8315,7561.91,-77.262,-39.84,97.874,0.8041,False
360,0.15,3.0374,20038.19,-71.546,-39.84,280.073,1.0904,False
360,0.175,3.0725,27743.61,-71.546,-39.84,387.771,1.0895,False
360,0.2,3.0564,27658.77,-71.77,-39.84,385.381,1.0957,False
360,0.225,3.0053,36805.65,-71.905,-39.84,511.864,1.0465,False
360,0.25,2.9503,28557.83,-71.905,-39.84,397.16,1.0499,False
360,0.3,2.8928,38201.01,-72.358,-39.84,527.942,1.0396,False
540,0.07,3.4911,11161.06,-37.325,-23.458,299.027,0.5916,False
540,0.08,3.6628,16867.7,-37.953,-25.358,444.435,0.4665,False
540,0.09,3.5871,20021.16,-55.953,-38.08,357.82,0.5174,False
540,0.1,3.1852,16876.77,-56.945,-39.84,296.368,0.4857,False
540,0.15,2.9938,17048.62,-72.686,-39.84,234.55,1.1632,False
540,0.175,3.058,25985.66,-71.65,-39.84,362.677,1.1149,False
540,0.2,3.0858,30863.01,-71.726,-39.84,430.293,1.0968,False
540,0.225,3.0489,43927.34,-71.934,-39.84,610.663,1.039,False
540,0.25,2.9982,34724.48,-71.905,-39.84,482.921,1.0462,False
540,0.3,2.8928,38201.01,-72.358,-39.84,527.942,1.0396,False
600,0.07,3.2723,6722.09,-43.835,-23.458,153.351,0.6042,False
600,0.08,3.4852,11003.44,-43.362,-25.358,253.758,0.4714,False
600,0.09,3.7396,21037.39,-38.87,-24.009,541.22,0.4288,False
600,0.1,3.0967,13112.33,-56.945,-39.84,230.262,0.486,False
600,0.15,2.9938,17048.62,-72.686,-39.84,234.55,1.1632,False
600,0.175,3.058,25985.66,-71.65,-39.84,362.677,1.1149,False
600,0.2,3.1167,34454.87,-71.726,-39.84,480.371,1.0934,False
600,0.225,3.0489,43927.34,-71.934,-39.84,610.663,1.039,False
600,0.25,2.9982,34724.48,-71.905,-39.84,482.921,1.0462,False
600,0.3,2.8928,38201.01,-72.358,-39.84,527.942,1.0396,False
660,0.07,3.2365,6127.53,-43.835,-23.458,139.787,0.6133,False
660,0.08,3.4664,10411.02,-43.362,-25.358,240.096,0.4781,False
660,0.09,3.7199,19733.14,-38.87,-24.009,507.666,0.4334,False
660,0.1,3.1036,13339.18,-56.945,-39.84,234.245,0.4862,False
660,0.15,2.9879,16485.95,-72.686,-39.84,226.809,1.1677,False
660,0.175,3.058,25985.66,-71.65,-39.84,362.677,1.1149,False
660,0.2,3.1167,34454.87,-71.726,-39.84,480.371,1.0934,False
660,0.225,3.0919,51694.39,-71.934,-39.84,718.638,1.0357,False
660,0.25,2.9982,34724.48,-71.905,-39.84,482.921,1.0462,False
660,0.3,2.8928,38201.01,-72.358,-39.84,527.942,1.0396,False
720,0.07,3.1932,5628.59,-43.828,-23.458,128.424,0.6049,False
720,0.08,3.4827,10808.47,-43.362,-25.358,249.262,0.4781,False
720,0.09,3.741,20795.32,-38.87,-24.009,534.992,0.4334,True
720,0.1,3.1004,13212.0,-56.945,-39.84,232.012,0.4871,False
720,0.15,2.9879,16485.95,-72.686,-39.84,226.809,1.1677,False
720,0.175,3.0593,26117.08,-71.65,-39.84,364.511,1.1141,False
720,0.2,3.1284,36170.6,-71.726,-39.84,504.292,1.0875,False
720,0.225,3.0919,51694.39,-71.934,-39.84,718.638,1.0357,False
720,0.25,2.9982,34724.48,-71.905,-39.84,482.921,1.0462,False
720,0.3,2.8928,38201.01,-72.358,-39.84,527.942,1.0396,False
900,0.07,3.1594,4825.88,-46.79,-23.458,103.14,0.6118,False
900,0.08,3.4521,9071.96,-42.476,-25.358,213.579,0.4813,False
900,0.09,3.744,18874.44,-38.386,-24.009,491.698,0.4394,False
900,0.1,3.1626,14439.97,-56.945,-39.84,253.576,0.4994,False
900,0.15,3.0186,18655.85,-72.686,-39.84,256.662,1.1636,False
900,0.175,3.1176,32269.49,-71.65,-39.84,450.379,1.1095,False
900,0.2,3.1465,39239.79,-71.726,-39.84,547.083,1.0875,False
900,0.225,3.1108,56077.2,-71.934,-39.84,779.566,1.0357,False
900,0.25,2.9982,34724.48,-71.905,-39.84,482.921,1.0462,False
900,0.3,2.8928,38201.01,-72.358,-39.84,527.942,1.0396,False
1080,0.07,3.1454,4662.3,-46.799,-23.623,99.623,0.6138,False
1080,0.08,3.4572,9171.33,-42.476,-25.358,215.919,0.4797,False
1080,0.09,3.7395,18876.85,-39.66,-24.009,475.961,0.4418,False
1080,0.1,3.1839,13559.27,-56.945,-39.84,238.11,0.5055,False
1080,0.15,3.0189,18944.74,-72.686,-39.84,260.636,1.1642,False
1080,0.175,3.1168,32177.69,-71.65,-39.84,449.098,1.1096,False
1080,0.2,3.1891,46608.91,-71.726,-39.84,649.823,1.0867,False
1080,0.225,3.1396,62912.14,-71.934,-39.84,874.583,1.035,False
1080,0.25,2.9982,34724.48,-71.905,-39.84,482.921,1.0462,False
1080,0.3,2.8928,38201.01,-72.358,-39.84,527.942,1.0396,False
