trial,L_HIGH,PORT_SL,PORT_TSL,EARLY_KILL_X,EARLY_KILL_Y,EARLY_FILL_Y,EARLY_FILL_X,Sharpe,CAGR%,MaxDD%,Calmar,WF_CV
0,3.164374,-0.058900,0.996821,37,0.002026,0.124245,870,2.840500,8865.050000,-79.466000,111.558000,1.231200
1,3.171639,-0.053306,0.886604,34,0.004024,0.100358,906,2.129400,1297.380000,-84.223000,15.404000,0.846500
2,2.966049,-0.055090,0.914738,31,0.003786,0.099480,869,2.147500,1245.740000,-83.578000,14.905000,0.826100
3,2.912716,-0.068473,1.006143,38,0.002267,0.087604,457,3.343100,13552.040000,-53.136000,255.047000,0.542600
4,2.792574,-0.063295,0.966086,40,0.002582,0.080673,702,2.800200,3192.560000,-57.926000,55.114000,0.649500
5,2.813683,-0.053339,0.893440,32,0.003408,0.085475,912,2.786300,4018.170000,-49.398000,81.343000,0.459900
6,3.120159,-0.056623,0.989710,38,0.002730,0.074760,825,3.294000,8139.310000,-45.704000,178.089000,0.574100
7,2.783851,-0.054598,0.766988,38,0.003396,0.104772,882,3.085600,10359.040000,-52.387000,197.741000,0.445500
8,2.975349,-0.061237,0.802745,31,0.003404,0.087919,758,2.758200,4248.260000,-51.049000,83.219000,0.505100
9,3.158999,-0.062425,0.914466,36,0.002529,0.056219,684,3.793100,11135.540000,-38.344000,290.411000,0.572000
10,2.828751,-0.058354,0.995419,32,0.001940,0.074260,601,2.330800,1423.990000,-54.093000,26.325000,0.617700
11,3.097150,-0.061027,0.976653,37,0.002775,0.112609,528,2.955000,10453.310000,-75.060000,139.266000,0.710100
12,2.713627,-0.052621,0.960037,35,0.002187,0.090075,520,3.503600,12652.110000,-50.657000,249.760000,0.497900
13,3.117792,-0.059031,0.867876,33,0.003313,0.080051,482,2.270900,1503.000000,-74.949000,20.054000,0.937700
14,2.770804,-0.068314,1.010317,37,0.002438,0.123781,881,2.763300,5657.550000,-75.609000,74.827000,1.335700
15,3.130134,-0.059089,0.838505,31,0.003966,0.086816,549,2.356000,1841.450000,-78.321000,23.512000,0.999800
16,2.883574,-0.061426,0.812729,39,0.003620,0.105801,681,3.027200,10318.740000,-61.585000,167.552000,0.474200
17,3.076385,-0.061514,0.940459,31,0.002798,0.056996,717,2.462200,1547.520000,-67.351000,22.977000,0.867100
18,2.897917,-0.053601,0.792919,36,0.002209,0.120609,767,2.743300,5643.200000,-74.623000,75.623000,1.376800
19,2.908122,-0.061636,0.771157,40,0.002958,0.110357,480,2.367800,2273.650000,-75.315000,30.189000,1.058500
