slippage_one_way_pct,round_trip_pct,sharpe,sharpe_delta,cagr_pct,maxdd_pct,calmar,grade
0.05,0.1,3.4147,-0.0474,15405.2,-49.37,312.05,Excellent
0.1,0.2,3.3672,-0.0949,13926.05,-49.61,280.71,Excellent
0.25,0.5,3.2234,-0.2387,10276.45,-50.33,204.18,Excellent
0.5,1.0,2.9806,-0.4815,6166.56,-51.51,119.71,Excellent
1.0,2.0,2.4833,-0.9788,2168.12,-54.19,40.01,Strong
