EARLY_KILL_Y,EARLY_INSTILL_Y,Sharpe,CAGR%,MaxDD%,Worst1D%,Calmar,WF_CV,baseline
0.001,0.001,3.8142,32803.65,-49.811,-24.009,658.567,0.4794,False
0.001,0.0015,3.7209,21571.27,-49.785,-24.009,433.291,0.4145,False
0.001,0.002,3.6651,19368.4,-50.336,-24.009,384.783,0.416,False
0.001,0.0025,3.6607,18288.33,-38.87,-24.009,470.496,0.4688,False
0.001,0.003,3.741,20795.32,-38.87,-24.009,534.992,0.4334,False
0.0015,0.001,3.7209,21571.27,-49.785,-24.009,433.291,0.4145,False
0.0015,0.0015,3.7209,21571.27,-49.785,-24.009,433.291,0.4145,False
0.0015,0.002,3.6651,19368.4,-50.336,-24.009,384.783,0.416,False
0.0015,0.0025,3.6607,18288.33,-38.87,-24.009,470.496,0.4688,False
0.0015,0.003,3.741,20795.32,-38.87,-24.009,534.992,0.4334,False
0.002,0.001,3.6651,19368.4,-50.336,-24.009,384.783,0.416,False
0.002,0.0015,3.6651,19368.4,-50.336,-24.009,384.783,0.416,False
0.002,0.002,3.6651,19368.4,-50.336,-24.009,384.783,0.416,False
0.002,0.0025,3.6607,18288.33,-38.87,-24.009,470.496,0.4688,False
0.002,0.003,3.741,20795.32,-38.87,-24.009,534.992,0.4334,False
0.0025,0.001,3.6607,18288.33,-38.87,-24.009,470.496,0.4688,False
0.0025,0.0015,3.6607,18288.33,-38.87,-24.009,470.496,0.4688,False
0.0025,0.002,3.6607,18288.33,-38.87,-24.009,470.496,0.4688,False
0.0025,0.0025,3.6607,18288.33,-38.87,-24.009,470.496,0.4688,False
0.0025,0.003,3.741,20795.32,-38.87,-24.009,534.992,0.4334,False
0.003,0.001,3.741,20795.32,-38.87,-24.009,534.992,0.4334,False
0.003,0.0015,3.741,20795.32,-38.87,-24.009,534.992,0.4334,False
0.003,0.002,3.741,20795.32,-38.87,-24.009,534.992,0.4334,False
0.003,0.0025,3.741,20795.32,-38.87,-24.009,534.992,0.4334,False
0.003,0.003,3.741,20795.32,-38.87,-24.009,534.992,0.4334,True
