L_HIGH,Sharpe,CAGR%,MaxDD%,Flat_days,IS_Sharpe,OOS_Sharpe,Decay%,WF_CV,WF_MeanOOS,WF_PctPos%,WF_Unstable,Fold5_Sharpe,Fold8_Sharpe
0.8,3.359,134.0,-5.95,291,3.359,,,0.568,3.881,88.9,1,3.668,6.876
0.9,3.425,184.0,-7.5,291,3.425,,,0.568,3.881,88.9,1,3.668,6.876
1.0,3.473,250.5,-9.2,291,3.473,,,0.568,3.881,88.9,1,3.668,6.876
1.1,3.508,339.3,-11.06,291,3.508,,,0.568,3.881,88.9,1,3.668,6.876
1.2,3.533,458.6,-13.06,291,3.533,,,0.568,3.881,88.9,1,3.668,6.876
1.3,3.551,619.7,-15.21,291,3.551,,,0.568,3.881,88.9,1,3.668,6.876
1.4,3.564,838.2,-17.49,291,3.564,,,0.568,3.881,88.9,1,3.668,6.876
1.5,3.573,1135.6,-19.89,291,3.573,,,0.568,3.881,88.9,1,3.668,6.876
1.6,3.593,1422.2,-21.12,291,3.593,,,0.553,3.924,88.9,1,3.725,6.88
1.7,3.618,1780.5,-22.33,291,3.618,,,0.535,3.971,88.9,1,3.778,6.869
1.8,3.635,2200.0,-23.53,291,3.635,,,0.523,4.0,88.9,1,3.827,6.832
1.9,3.655,2724.8,-24.72,291,3.655,,,0.507,4.026,88.9,1,3.873,6.799
2.0,3.677,3381.0,-25.9,291,3.677,,,0.49,4.053,88.9,1,3.899,6.768
2.1,3.689,4101.9,-27.29,291,3.689,,,0.477,4.067,100.0,0,3.899,6.722
2.2,3.694,4924.4,-28.93,291,3.694,,,0.472,4.07,100.0,0,3.899,6.675
2.3,3.699,5906.7,-30.56,291,3.699,,,0.466,4.073,100.0,0,3.899,6.636
2.4,3.705,7056.9,-31.96,291,3.705,,,0.461,4.073,100.0,0,3.899,6.597
2.5,3.709,8427.7,-33.28,291,3.709,,,0.456,4.073,100.0,0,3.899,6.558
2.6,3.715,10075.7,-34.42,291,3.715,,,0.452,4.073,100.0,0,3.899,6.519
2.7,3.719,12031.1,-35.55,291,3.719,,,0.447,4.073,100.0,0,3.899,6.48
2.8,3.724,14374.1,-36.67,291,3.724,,,0.442,4.075,100.0,0,3.899,6.447
2.9,3.733,17300.6,-37.78,291,3.733,,,0.438,4.085,100.0,0,3.899,6.422
3.0,3.741,20795.3,-38.87,291,3.741,,,0.433,4.093,100.0,0,3.899,6.396
