Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
Calmar,level,1,-0.0739,0.2389,-0.0578,0.3572,256,
AvgDailyRet%,level,1,-0.0014,0.9791,-0.035,0.4981,378,
CAGR%,level,1,-0.0639,0.2149,-0.0335,0.5157,378,
Sharpe,delta,1,0.0448,0.4492,0.0283,0.6325,287,
Sharpe,level,1,-0.0243,0.6814,-0.0232,0.6956,288,
CAGR%,delta,1,-0.045,0.3835,0.02,0.6981,377,
AvgDailyRet%,delta,1,0.0991,0.0545,0.0193,0.709,377,
Sortino,delta,1,0.0611,0.2362,-0.0128,0.8044,377,
Calmar,delta,1,-0.0444,0.4805,-0.0042,0.9471,255,
Sortino,level,1,0.0237,0.6466,-0.0017,0.9737,378,
Calmar,level,3,-0.0665,0.2911,-0.0919,0.1441,254,
Sharpe,level,3,-0.073,0.2184,-0.0564,0.3422,286,
CAGR%,level,3,-0.0494,0.339,-0.046,0.3742,376,
AvgDailyRet%,level,3,-0.0464,0.3697,-0.0363,0.4824,376,
CAGR%,delta,3,-0.0009,0.986,0.0223,0.6667,375,
Sortino,level,3,-0.0009,0.9855,0.0211,0.6835,376,
AvgDailyRet%,delta,3,0.0419,0.418,0.0113,0.8279,375,
Sortino,delta,3,0.0554,0.285,0.0094,0.8567,375,
Calmar,delta,3,-0.002,0.9745,0.0074,0.9072,253,
Sharpe,delta,3,0.0041,0.9447,-0.0016,0.9786,285,
Sortino,level,5,-0.0257,0.6199,0.0641,0.2165,374,
Calmar,level,5,-0.0958,0.1292,-0.049,0.4382,252,
Calmar,delta,5,0.006,0.9248,0.0403,0.5251,251,
CAGR%,delta,5,0.0074,0.8866,0.0385,0.4579,373,
AvgDailyRet%,delta,5,0.0662,0.2022,0.0338,0.515,373,
Sortino,delta,5,0.0784,0.1305,0.0303,0.5598,373,
Sharpe,delta,5,0.0231,0.6992,0.0295,0.6211,283,
Sharpe,level,5,-0.0763,0.1998,-0.0163,0.7844,284,
AvgDailyRet%,level,5,-0.0577,0.2659,0.0159,0.7587,374,
CAGR%,level,5,-0.0787,0.1289,0.0009,0.9857,374,
