Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
CAGR%,level,1,-0.0716,0.1705,-0.1275,0.0144,368,yes
AvgDailyRet%,level,1,-0.1215,0.0197,-0.1238,0.0175,368,yes
Calmar,level,1,-0.0726,0.1646,-0.1211,0.0201,368,yes
Sharpe,level,1,-0.143,0.006,-0.113,0.0303,368,yes
Sortino,level,1,0.0099,0.8492,-0.0525,0.315,368,
Calmar,delta,1,-0.0009,0.9865,0.0217,0.6788,367,
Sortino,delta,1,0.0057,0.9135,0.0172,0.7423,367,
Sharpe,delta,1,0.0778,0.137,0.0149,0.7754,367,
AvgDailyRet%,delta,1,0.0539,0.3027,0.0141,0.7882,367,
CAGR%,delta,1,-0.0001,0.9989,-0.0093,0.8591,367,
AvgDailyRet%,level,3,-0.2349,0.0,-0.1816,0.0005,366,yes
CAGR%,level,3,-0.0911,0.0816,-0.1797,0.0006,366,yes
Calmar,level,3,-0.0919,0.079,-0.1662,0.0014,366,yes
Sharpe,level,3,-0.291,0.0,-0.1597,0.0022,366,yes
Sortino,level,3,-0.0226,0.6664,-0.0773,0.1397,366,
Calmar,delta,3,-0.0341,0.5164,0.0275,0.6004,365,
AvgDailyRet%,delta,3,0.0411,0.4337,0.0218,0.6775,365,
Sortino,delta,3,0.042,0.4237,0.0173,0.7422,365,
Sharpe,delta,3,0.0624,0.2342,0.0133,0.8004,365,
CAGR%,delta,3,-0.0333,0.5262,0.01,0.849,365,
AvgDailyRet%,level,5,-0.3094,0.0,-0.2414,0.0,364,yes
CAGR%,level,5,-0.0882,0.0928,-0.2321,0.0,364,yes
Calmar,level,5,-0.0886,0.0916,-0.2149,0.0,364,yes
Sharpe,level,5,-0.387,0.0,-0.2025,0.0001,364,yes
Sortino,level,5,-0.0805,0.1252,-0.1328,0.0112,364,yes
Calmar,delta,5,-0.0255,0.6276,0.0311,0.5545,363,
AvgDailyRet%,delta,5,0.023,0.6629,0.0305,0.5628,363,
Sharpe,delta,5,0.0101,0.848,0.0211,0.6892,363,
CAGR%,delta,5,-0.0249,0.6363,0.0155,0.7682,363,
Sortino,delta,5,0.0761,0.148,0.0063,0.9052,363,
