Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
Calmar,level,1,-0.01,0.8686,0.1214,0.0443,275,yes
Calmar,delta,1,-0.1456,0.0159,0.1021,0.0917,274,
Sharpe,level,1,0.0523,0.3242,0.0827,0.1181,358,
Sortino,level,1,0.0383,0.452,0.0742,0.1447,388,
Sortino,delta,1,0.0327,0.5216,0.0653,0.1997,387,
CAGR%,delta,1,-0.0286,0.5754,0.0514,0.3131,387,
CAGR%,level,1,-0.0576,0.2575,0.0481,0.3449,388,
AvgDailyRet%,level,1,0.0267,0.5997,0.0475,0.3511,388,
Sharpe,delta,1,0.0,0.9996,0.0353,0.5056,357,
AvgDailyRet%,delta,1,-0.0667,0.1903,0.0262,0.6072,387,
Sharpe,level,3,0.0858,0.106,0.1512,0.0042,356,yes
Calmar,level,3,0.0911,0.1319,0.1415,0.0189,275,yes
AvgDailyRet%,level,3,0.0806,0.114,0.1258,0.0134,386,yes
CAGR%,level,3,0.0586,0.2508,0.1244,0.0144,386,yes
Sortino,level,3,0.0669,0.1895,0.1144,0.0246,386,yes
Calmar,delta,3,0.0005,0.993,0.0399,0.5103,274,
Sharpe,delta,3,-0.0102,0.8483,0.0143,0.7877,355,
Sortino,delta,3,-0.0383,0.4534,-0.0106,0.8365,385,
CAGR%,delta,3,-0.0902,0.0771,0.0054,0.9166,385,
AvgDailyRet%,delta,3,-0.0721,0.1581,-0.0009,0.9867,385,
AvgDailyRet%,level,5,0.124,0.015,0.1918,0.0002,384,yes
CAGR%,level,5,0.0936,0.067,0.19,0.0002,384,yes
Calmar,level,5,0.055,0.3634,0.1866,0.0019,275,yes
Sortino,level,5,0.105,0.0397,0.1845,0.0003,384,yes
Sharpe,level,5,0.1265,0.0173,0.1749,0.001,354,yes
Sharpe,delta,5,0.0666,0.2121,0.0449,0.4008,353,
Sortino,delta,5,0.0247,0.6299,0.0391,0.4459,383,
CAGR%,delta,5,-0.0059,0.9088,0.0379,0.4597,383,
AvgDailyRet%,delta,5,-0.0032,0.9496,0.0272,0.5962,383,
Calmar,delta,5,-0.001,0.9864,0.0217,0.7212,274,
