Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
Calmar,level,1,-0.0073,0.8901,0.0723,0.1722,358,
AvgDailyRet%,delta,1,-0.0171,0.7405,-0.06,0.2453,377,
Sharpe,level,1,0.0099,0.8484,0.0506,0.3261,378,
CAGR%,level,1,-0.0158,0.7592,0.0411,0.4258,378,
CAGR%,delta,1,0.0072,0.8899,-0.0372,0.4715,377,
AvgDailyRet%,level,1,-0.0047,0.9276,0.0344,0.505,378,
Sortino,level,1,-0.0735,0.1539,0.0314,0.5425,378,
Sortino,delta,1,-0.0104,0.8398,-0.0064,0.9007,377,
Sharpe,delta,1,-0.0061,0.9064,-0.0051,0.9211,377,
Calmar,delta,1,0.0072,0.8918,0.0021,0.9685,357,
Calmar,level,3,-0.015,0.7785,0.1031,0.0519,356,
Sharpe,level,3,0.0134,0.7954,0.1005,0.0516,376,
CAGR%,level,3,-0.031,0.5496,0.0841,0.1033,376,
AvgDailyRet%,level,3,-0.0053,0.9181,0.0829,0.1086,376,
Sortino,level,3,-0.0771,0.1356,0.0464,0.3697,376,
Calmar,delta,3,0.0097,0.8557,0.0451,0.3965,355,
AvgDailyRet%,delta,3,-0.0312,0.5471,-0.0437,0.399,375,
Sortino,delta,3,-0.0901,0.0814,-0.0193,0.7093,375,
CAGR%,delta,3,0.0167,0.7475,-0.0192,0.7109,375,
Sharpe,delta,3,0.0025,0.9613,-0.017,0.7423,375,
Sharpe,level,5,0.0184,0.7226,0.1122,0.03,374,yes
Calmar,level,5,-0.032,0.5483,0.1074,0.0435,354,yes
AvgDailyRet%,level,5,-0.0019,0.9709,0.1044,0.0437,374,yes
CAGR%,level,5,-0.0586,0.258,0.1027,0.0472,374,yes
Calmar,delta,5,0.046,0.3894,0.0633,0.2356,353,
Sortino,delta,5,-0.0215,0.679,0.0541,0.2976,373,
Sortino,level,5,-0.036,0.4872,0.0512,0.3232,374,
CAGR%,delta,5,0.0553,0.2871,0.0511,0.325,373,
Sharpe,delta,5,0.0798,0.1241,0.043,0.4073,373,
AvgDailyRet%,delta,5,0.0663,0.2011,0.0351,0.4991,373,
