Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
Calmar,level,1,-0.0585,0.3529,-0.1107,0.0783,254,
CAGR%,level,1,-0.048,0.3462,-0.0685,0.1779,388,
AvgDailyRet%,level,1,-0.0694,0.1727,-0.0639,0.2091,388,
Sortino,level,1,-0.0215,0.6734,-0.0496,0.3299,388,
Sharpe,level,1,-0.0724,0.1804,-0.0406,0.4528,344,
AvgDailyRet%,delta,1,0.0142,0.7803,-0.0271,0.5946,387,
Sharpe,delta,1,0.0064,0.9061,-0.0177,0.7438,343,
Sortino,delta,1,0.0143,0.7796,-0.0151,0.7668,387,
CAGR%,delta,1,-0.0134,0.7927,-0.0136,0.7904,387,
Calmar,delta,1,-0.0166,0.7923,0.0116,0.8543,253,
Calmar,level,3,-0.09,0.1527,-0.2617,0.0,254,yes
Sortino,level,3,-0.0576,0.2586,-0.1843,0.0003,386,yes
CAGR%,level,3,-0.0757,0.1378,-0.1715,0.0007,386,yes
AvgDailyRet%,level,3,-0.1103,0.0302,-0.157,0.002,386,yes
Sharpe,level,3,-0.1305,0.0158,-0.1442,0.0076,342,yes
CAGR%,delta,3,-0.0021,0.9675,0.0443,0.3858,385,
Sortino,delta,3,0.0068,0.8935,0.0362,0.4783,385,
Calmar,delta,3,-0.0057,0.928,-0.0259,0.6823,253,
Sharpe,delta,3,-0.0012,0.9821,0.0233,0.6684,341,
AvgDailyRet%,delta,3,-0.015,0.769,0.0131,0.7981,385,
Calmar,level,5,-0.0977,0.1211,-0.3111,0.0,253,yes
Sortino,level,5,-0.0934,0.0675,-0.2828,0.0,384,yes
CAGR%,level,5,-0.0827,0.1055,-0.2686,0.0,384,yes
AvgDailyRet%,level,5,-0.1423,0.0052,-0.2494,0.0,384,yes
Sharpe,level,5,-0.1719,0.0015,-0.2347,0.0,340,yes
Sharpe,delta,5,-0.0047,0.9314,-0.0229,0.674,339,
Calmar,delta,5,-0.0278,0.6607,-0.0226,0.7205,252,
AvgDailyRet%,delta,5,-0.0022,0.9659,-0.013,0.7996,383,
Sortino,delta,5,0.0388,0.4485,0.0116,0.8207,383,
CAGR%,delta,5,-0.0221,0.6662,0.003,0.9535,383,
