Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
AvgDailyRet%,delta,1,-0.05,0.3391,-0.0744,0.1552,367,
Sharpe,delta,1,-0.0698,0.182,-0.0692,0.1858,367,
Sortino,delta,1,-0.0172,0.7433,-0.0645,0.2176,367,
CAGR%,delta,1,0.0101,0.8465,-0.0486,0.3536,367,
Calmar,level,1,-0.0393,0.4647,-0.0224,0.6768,349,
Calmar,delta,1,0.0095,0.8593,-0.0217,0.6865,348,
CAGR%,level,1,-0.0337,0.5189,0.013,0.8041,368,
AvgDailyRet%,level,1,-0.064,0.2206,0.0086,0.8698,368,
Sharpe,level,1,-0.0866,0.0972,-0.0079,0.88,368,
Sortino,level,1,-0.0266,0.6108,-0.0022,0.9668,368,
Calmar,delta,3,-0.0512,0.3425,-0.0612,0.2565,346,
AvgDailyRet%,delta,3,0.0104,0.8427,-0.0511,0.3306,365,
Sharpe,delta,3,0.0164,0.7547,-0.05,0.3405,365,
CAGR%,delta,3,-0.0482,0.3586,-0.0459,0.3817,365,
Calmar,level,3,-0.0792,0.1408,-0.0241,0.6551,347,
CAGR%,level,3,-0.0719,0.1699,0.0211,0.6875,366,
Sortino,delta,3,-0.027,0.6075,-0.018,0.732,365,
AvgDailyRet%,level,3,-0.0965,0.0652,0.0132,0.8008,366,
Sharpe,level,3,-0.1249,0.0168,-0.0117,0.8235,366,
Sortino,level,3,-0.0374,0.4761,-0.0015,0.9778,366,
Calmar,delta,5,-0.0212,0.6958,-0.0932,0.0845,344,
Sharpe,delta,5,0.0134,0.7999,-0.0797,0.1298,363,
AvgDailyRet%,delta,5,0.0183,0.7285,-0.0755,0.151,363,
CAGR%,delta,5,-0.0167,0.7514,-0.0723,0.1695,363,
Calmar,level,5,-0.0175,0.7464,-0.0636,0.2388,345,
Sharpe,level,5,-0.1872,0.0003,-0.0539,0.3053,364,
Sortino,delta,5,-0.0429,0.4151,-0.0403,0.4443,363,
Sortino,level,5,-0.0218,0.6785,-0.0387,0.4622,364,
AvgDailyRet%,level,5,-0.1401,0.0074,-0.0323,0.5395,364,
CAGR%,level,5,-0.0103,0.8444,-0.0225,0.6694,364,
