Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
Calmar,delta,1,-0.1393,0.0178,0.1262,0.032,289,yes
Calmar,level,1,-0.0131,0.8248,0.0681,0.2475,290,
Sortino,level,1,0.0344,0.4995,0.0555,0.275,388,
Sortino,delta,1,0.02,0.6955,0.0508,0.3189,387,
CAGR%,delta,1,-0.0283,0.5786,0.0491,0.335,387,
Sharpe,level,1,0.0339,0.5212,0.0439,0.4053,361,
CAGR%,level,1,-0.057,0.2625,0.039,0.4433,388,
AvgDailyRet%,level,1,0.0236,0.6433,0.0378,0.4579,388,
Sharpe,delta,1,0.0077,0.8844,0.0223,0.6739,360,
AvgDailyRet%,delta,1,-0.0646,0.2049,0.0182,0.7218,387,
AvgDailyRet%,level,3,0.0736,0.149,0.1228,0.0158,386,yes
CAGR%,level,3,0.0582,0.2538,0.1223,0.0162,386,yes
Calmar,level,3,0.0826,0.1609,0.115,0.0504,290,
Sortino,level,3,0.0689,0.177,0.1117,0.0282,386,yes
Sharpe,level,3,0.058,0.2727,0.11,0.0373,359,yes
Calmar,delta,3,0.0003,0.9958,0.033,0.5761,289,
AvgDailyRet%,delta,3,-0.0703,0.1687,-0.0065,0.899,385,
Sortino,delta,3,-0.0456,0.3721,0.0033,0.9492,385,
CAGR%,delta,3,-0.0893,0.0801,-0.002,0.9691,385,
Sharpe,delta,3,-0.0102,0.8479,0.0012,0.9816,358,
CAGR%,level,5,0.0929,0.0691,0.1812,0.0004,384,yes
AvgDailyRet%,level,5,0.1144,0.025,0.1809,0.0004,384,yes
Sortino,level,5,0.1098,0.0315,0.1767,0.0005,384,yes
Calmar,level,5,0.047,0.4248,0.1751,0.0028,290,yes
Sharpe,level,5,0.0918,0.0833,0.1294,0.0144,357,yes
Sortino,delta,5,0.0186,0.7164,0.0718,0.1609,383,
Calmar,delta,5,-0.0015,0.9792,0.0531,0.3685,289,
Sharpe,delta,5,0.0703,0.1856,0.0491,0.3555,356,
CAGR%,delta,5,-0.005,0.9217,0.0458,0.3714,383,
AvgDailyRet%,delta,5,-0.0037,0.9427,0.0351,0.4938,383,
