Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
Calmar,level,1,-0.008,0.8782,0.0629,0.2303,366,
Sortino,level,1,-0.0662,0.199,0.057,0.2693,378,
Sharpe,level,1,0.0067,0.8972,0.0487,0.3451,378,
CAGR%,level,1,-0.0158,0.7589,0.0365,0.4791,378,
AvgDailyRet%,level,1,-0.0043,0.9339,0.0323,0.5308,378,
Sortino,delta,1,-0.0079,0.879,0.0199,0.7006,377,
AvgDailyRet%,delta,1,-0.0149,0.7734,-0.0186,0.7188,377,
Calmar,delta,1,0.007,0.8937,0.0136,0.7952,365,
CAGR%,delta,1,0.0071,0.8903,-0.0133,0.7975,377,
Sharpe,delta,1,-0.0041,0.9364,-0.0037,0.9428,377,
Calmar,level,3,-0.0159,0.7621,0.099,0.0593,364,
Sharpe,level,3,0.0058,0.911,0.0856,0.0974,376,
CAGR%,level,3,-0.0308,0.5511,0.0777,0.1325,376,
AvgDailyRet%,level,3,-0.0053,0.9181,0.0774,0.134,376,
Sortino,level,3,-0.0592,0.2523,0.0635,0.2193,376,
Calmar,delta,3,0.0087,0.8681,0.0541,0.3036,363,
Sortino,delta,3,-0.0882,0.0881,0.0254,0.6244,375,
CAGR%,delta,3,0.0151,0.7702,0.0141,0.7852,375,
Sharpe,delta,3,0.0092,0.8589,0.0123,0.8125,375,
AvgDailyRet%,delta,3,-0.0243,0.6394,0.0027,0.9582,375,
Sortino,delta,5,-0.0006,0.9914,0.1437,0.0054,373,yes
Calmar,level,5,-0.0322,0.5416,0.1267,0.0159,362,yes
Calmar,delta,5,0.044,0.4047,0.1064,0.0433,361,yes
AvgDailyRet%,delta,5,0.0743,0.152,0.0995,0.0548,373,
Sharpe,delta,5,0.0849,0.1016,0.0973,0.0605,373,
AvgDailyRet%,level,5,-0.0051,0.9219,0.097,0.061,374,
CAGR%,level,5,-0.0567,0.2737,0.0945,0.068,374,
Sharpe,level,5,0.0061,0.906,0.0944,0.0682,374,
CAGR%,delta,5,0.0533,0.3046,0.0899,0.0829,373,
Sortino,level,5,-0.0115,0.8253,0.0705,0.1736,374,
