Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
Sharpe,level,1,-0.0515,0.3145,-0.067,0.1907,383,
Sortino,delta,1,0.0304,0.5513,0.0647,0.204,387,
CAGR%,level,1,-0.0466,0.3604,-0.0628,0.2171,388,
Calmar,level,1,-0.0187,0.7333,-0.0571,0.2971,335,
AvgDailyRet%,level,1,-0.0359,0.4808,-0.0569,0.2634,388,
Sharpe,delta,1,0.0986,0.0542,0.0499,0.3307,382,
Calmar,delta,1,0.0601,0.273,0.0364,0.5073,334,
AvgDailyRet%,delta,1,0.0454,0.373,0.0298,0.5592,387,
Sortino,level,1,-0.0668,0.1889,-0.0258,0.6128,388,
CAGR%,delta,1,0.0417,0.4131,0.0213,0.6762,387,
Sharpe,level,3,-0.1403,0.0061,-0.1419,0.0055,381,yes
CAGR%,level,3,-0.1049,0.0395,-0.1162,0.0225,386,yes
AvgDailyRet%,level,3,-0.0845,0.0972,-0.1091,0.0321,386,yes
Calmar,level,3,0.0257,0.6397,-0.1051,0.0545,335,
Sortino,level,3,-0.1043,0.0405,-0.1025,0.0442,386,yes
Sortino,delta,3,-0.0457,0.3715,0.0535,0.2948,385,
Sharpe,delta,3,0.0378,0.463,0.0384,0.4552,380,
AvgDailyRet%,delta,3,0.0066,0.8965,0.0312,0.5417,385,
CAGR%,delta,3,-0.0302,0.5548,0.0174,0.7338,385,
Calmar,delta,3,0.0083,0.8804,0.0039,0.9427,334,
Sharpe,level,5,-0.1783,0.0005,-0.2016,0.0001,379,yes
CAGR%,level,5,-0.066,0.1969,-0.1343,0.0084,384,yes
AvgDailyRet%,level,5,-0.099,0.0525,-0.1301,0.0107,384,yes
Sortino,level,5,-0.1103,0.0307,-0.1273,0.0126,384,yes
Calmar,level,5,0.0388,0.4789,-0.0968,0.0769,335,
Calmar,delta,5,0.0337,0.5394,0.0216,0.6945,334,
Sortino,delta,5,-0.0092,0.8579,0.007,0.8908,383,
Sharpe,delta,5,0.0112,0.8278,0.0062,0.9045,378,
CAGR%,delta,5,-0.0194,0.7051,-0.005,0.9223,383,
AvgDailyRet%,delta,5,0.025,0.6257,0.005,0.9223,383,
