L_BASE,L_HIGH,VOL_LEV_MAX_BOOST,Sharpe,CAGR_pct,MaxDD_pct,Calmar,WF_CV,baseline
0.0,0.8,1.0,2.1582,137.67,-18.077,7.616,1.4021,False
0.0,0.8,2.0,2.5976,330.34,-21.993,15.02,0.8474,False
0.0,0.8,2.5,2.5524,327.47,-22.786,14.371,0.8725,False
0.0,0.8,3.0,2.5361,326.79,-23.716,13.779,0.8818,False
0.0,0.9,1.0,2.1582,161.26,-20.292,7.947,1.4021,False
0.0,0.9,2.0,2.5995,403.19,-24.36,16.551,0.8453,False
0.0,0.9,2.5,2.5705,401.56,-24.921,16.113,0.8588,False
0.0,0.9,3.0,2.5705,401.56,-24.921,16.113,0.8588,False
0.0,1.0,1.0,2.1582,186.34,-22.491,8.285,1.4021,False
0.0,1.0,2.0,2.5995,484.56,-26.78,18.094,0.8453,False
0.0,1.0,2.5,2.5933,487.46,-26.78,18.202,0.8502,False
0.0,1.0,3.0,2.5933,487.46,-26.78,18.202,0.8502,False
0.0,1.1,1.0,2.1582,212.92,-24.672,8.63,1.4021,False
0.0,1.1,2.0,2.5995,575.24,-29.145,19.737,0.8453,False
0.0,1.1,2.5,2.5995,575.24,-29.145,19.737,0.8453,False
0.0,1.1,3.0,2.5995,575.24,-29.145,19.737,0.8453,False
0.0,1.2,1.0,2.1582,240.96,-26.832,8.98,1.4021,False
0.0,1.2,2.0,2.5995,675.61,-31.457,21.477,0.8453,False
0.0,1.2,2.5,2.5995,675.61,-31.457,21.477,0.8453,False
0.0,1.2,3.0,2.5995,675.61,-31.457,21.477,0.8453,False
0.0,1.3,1.0,2.1582,270.45,-28.97,9.335,1.4021,False
0.0,1.3,2.0,2.5995,785.94,-33.715,23.311,0.8453,False
0.0,1.3,2.5,2.5995,785.94,-33.715,23.311,0.8453,False
0.0,1.3,3.0,2.5995,785.94,-33.715,23.311,0.8453,False
0.0,1.4,1.0,2.1582,301.33,-31.085,9.694,1.4021,False
0.0,1.4,2.0,2.5995,906.38,-35.923,25.232,0.8453,False
0.0,1.4,2.5,2.5995,906.38,-35.923,25.232,0.8453,False
0.0,1.4,3.0,2.5995,906.38,-35.923,25.232,0.8453,False
0.0,1.5,1.0,2.1582,333.54,-33.175,10.054,1.4021,False
0.0,1.5,2.0,2.5995,1036.94,-38.079,27.232,0.8453,False
0.0,1.5,2.5,2.5995,1036.94,-38.079,27.232,0.8453,False
0.0,1.5,3.0,2.5995,1036.94,-38.079,27.232,0.8453,False
0.0,1.6,1.0,2.1582,367.0,-35.238,10.415,1.4021,False
0.0,1.6,2.0,2.5995,1177.45,-40.184,29.301,0.8453,False
0.0,1.6,2.5,2.5995,1177.45,-40.184,29.301,0.8453,False
0.0,1.6,3.0,2.5995,1177.45,-40.184,29.301,0.8453,False
0.0,1.7,1.0,2.1582,401.61,-37.273,10.775,1.4021,False
0.0,1.7,2.0,2.5995,1327.56,-42.24,31.429,0.8453,False
0.0,1.7,2.5,2.5995,1327.56,-42.24,31.429,0.8453,False
0.0,1.7,3.0,2.5995,1327.56,-42.24,31.429,0.8453,False
0.0,1.8,1.0,2.1582,437.28,-39.279,11.133,1.4021,False
0.0,1.8,2.0,2.5995,1486.74,-44.248,33.6,0.8453,False
0.0,1.8,2.5,2.5995,1486.74,-44.248,33.6,0.8453,False
0.0,1.8,3.0,2.5995,1486.74,-44.248,33.6,0.8453,False
0.0,2.0,1.0,2.1582,511.22,-43.2,11.834,1.4021,False
0.0,2.0,2.0,2.5995,1829.04,-48.12,38.01,0.8453,False
0.0,2.0,2.5,2.5995,1829.04,-48.12,38.01,0.8453,False
0.0,2.0,3.0,2.5995,1829.04,-48.12,38.01,0.8453,False
0.5,0.8,1.0,2.1582,137.67,-18.077,7.616,1.4021,False
0.5,0.8,2.0,2.5976,330.34,-21.993,15.02,0.8474,False
0.5,0.8,2.5,2.5524,327.47,-22.786,14.371,0.8725,False
0.5,0.8,3.0,2.5361,326.79,-23.716,13.779,0.8818,False
0.5,0.9,1.0,2.1582,161.26,-20.292,7.947,1.4021,False
0.5,0.9,2.0,2.5995,403.19,-24.36,16.551,0.8453,False
0.5,0.9,2.5,2.5705,401.56,-24.921,16.113,0.8588,False
0.5,0.9,3.0,2.5705,401.56,-24.921,16.113,0.8588,False
0.5,1.0,1.0,2.1582,186.34,-22.491,8.285,1.4021,False
0.5,1.0,2.0,2.5995,484.56,-26.78,18.094,0.8453,False
0.5,1.0,2.5,2.5933,487.46,-26.78,18.202,0.8502,False
0.5,1.0,3.0,2.5933,487.46,-26.78,18.202,0.8502,False
0.5,1.1,1.0,2.1582,212.92,-24.672,8.63,1.4021,False
0.5,1.1,2.0,2.5995,575.24,-29.145,19.737,0.8453,False
0.5,1.1,2.5,2.5995,575.24,-29.145,19.737,0.8453,False
0.5,1.1,3.0,2.5995,575.24,-29.145,19.737,0.8453,False
0.5,1.2,1.0,2.1582,240.96,-26.832,8.98,1.4021,False
