Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
CAGR%,level,1,0.0283,0.5835,0.1102,0.0322,378,yes
Sortino,level,1,0.0633,0.2191,0.1086,0.0348,378,yes
AvgDailyRet%,level,1,0.0742,0.1497,0.108,0.0359,378,yes
Sharpe,level,1,0.0848,0.0998,0.1036,0.0441,378,yes
Calmar,level,1,0.02,0.6981,0.0776,0.1323,378,
Calmar,delta,1,0.0791,0.1254,-0.0644,0.2119,377,
Sharpe,delta,1,0.0854,0.0977,0.0398,0.4409,377,
AvgDailyRet%,delta,1,0.0692,0.1802,0.0288,0.5773,377,
CAGR%,delta,1,0.0838,0.1041,-0.0266,0.6068,377,
Sortino,delta,1,0.0141,0.7849,0.0141,0.7846,377,
CAGR%,level,3,-0.0367,0.4783,0.1156,0.025,376,yes
AvgDailyRet%,level,3,0.0942,0.0681,0.1132,0.0282,376,yes
Sortino,level,3,0.0949,0.0661,0.1044,0.0431,376,yes
Sharpe,level,3,0.1052,0.0415,0.1025,0.0471,376,yes
Calmar,level,3,-0.0431,0.4047,0.0934,0.0705,376,
Sharpe,delta,3,0.0681,0.1881,0.0826,0.1102,375,
AvgDailyRet%,delta,3,0.0807,0.1185,0.0792,0.1258,375,
Sortino,delta,3,0.0275,0.596,0.0784,0.1297,375,
Calmar,delta,3,0.0202,0.6966,-0.0174,0.7363,375,
CAGR%,delta,3,0.0346,0.5043,0.0143,0.7829,375,
CAGR%,level,5,-0.0439,0.3968,0.1386,0.0073,374,yes
AvgDailyRet%,level,5,0.1076,0.0375,0.1344,0.0093,374,yes
Sharpe,level,5,0.1264,0.0144,0.1237,0.0167,374,yes
Sortino,level,5,0.1124,0.0298,0.1212,0.019,374,yes
Calmar,level,5,-0.0447,0.3891,0.1088,0.0354,374,yes
Sharpe,delta,5,0.0823,0.1126,0.0711,0.1703,373,
Sortino,delta,5,0.0583,0.2617,0.0711,0.1704,373,
AvgDailyRet%,delta,5,0.0822,0.1132,0.0616,0.2352,373,
Calmar,delta,5,0.0183,0.7249,-0.0348,0.5022,373,
CAGR%,delta,5,0.0208,0.6891,0.0044,0.933,373,
